ID;Jugador;TA;TR;SA;FDJ;FR;FC;PR;PCOM;FPM;FPT
arnau-1;Arnau Martinez;2;0;0;1;28;11;0;1;0;550
arnau-rafus;Arnau Rafus;0;0;0;0;0;0;0;0;0;000
arnau-sola;Arnau Sola;0;0;0;0;0;0;0;0;0;000
arnaut-danjuma;Arnaut Danjuma;3;0;0;11;7;10;0;1;0;333
arsen-zakharyan;Arsen Zakharyan;0;0;0;0;0;1;0;0;0;000
arthur;Arthur Henrique Ramos de Oliveira Melo;0;0;0;0;2;0;0;0;0;000
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;000
asier-osambela;Asier Osambela;0;0;0;0;0;0;0;0;0;000
villalibre;Asier Villalibre;1;0;0;0;6;7;0;0;0;700
assane-diao;Assane Diao;0;0;0;2;4;4;0;0;0;000
augusto-batalla;Augusto Batalla;3;0;0;0;3;0;0;0;0;000
aurelien-tchouameni;Aurelien Tchouameni;1;0;0;0;11;16;0;1;2;1600
axel-witsel;Axel Witsel;1;0;0;1;3;4;0;0;0;400
ayoze-perez;Ayoze Perez;3;0;0;5;27;14;0;0;0;467
b-ramirez;Benito Ramirez;2;1;0;0;6;4;0;0;0;200
bertug-yildirim;Bertug Yildirim;7;0;0;13;15;27;1;0;2;386
benat-prados;Benat Prados;6;0;0;0;12;22;0;0;1;367
benat-turrientes;Benat Turrientes;4;0;0;0;12;10;0;0;0;250
bojan-miovski;Bojan Miovski;0;0;0;6;9;10;1;0;0;000
b-iglesias;Borja Iglesias;2;0;0;11;25;31;2;0;0;1550
b-mayoral;Borja Mayoral;0;0;0;4;7;5;0;0;0;000
borna-barisic;Borna Barisic;0;0;0;0;0;0;0;0;0;000
brahim;Brahim Diaz;0;0;0;0;23;8;0;0;0;000
brais-mendez;Brais Mendez;4;0;0;7;35;33;0;0;0;825
b-olivan;Brian Olivan;2;0;0;3;6;13;0;0;2;650
bryan;Bryan Gil;3;0;0;4;37;19;0;0;3;633
bryan-zaragoza;Bryan Zaragoza;3;0;0;5;23;10;0;0;0;333
carl-starfelt;Carl Starfelt;5;0;0;0;11;15;0;0;0;300
alena;Carles Alena;1;0;0;2;16;13;0;0;1;1300
c-perez;Carles Perez;2;0;0;1;8;37;0;0;3;1850
carlos-benavidez;Carlos Benavidez;2;0;0;0;3;12;0;0;0;600
c-dominguez;Carlos Dominguez;1;0;0;0;6;7;0;0;0;700
carlos-guirao;Carlos Guirao;0;0;0;0;0;4;0;0;0;000
carlos-lumbreras;Carlos Lumbreras;0;0;0;0;0;0;0;0;0;000
carlos-martin;Carlos Martin;2;0;0;4;22;20;0;0;0;1000
carlos-romero;Carlos Romero;5;0;0;1;6;18;0;2;0;360
carlos-vicente;Carlos Vicente;1;0;0;8;39;19;0;0;2;1900
catala;Jose Luis Catala Vazquez;0;0;0;0;0;0;0;0;0;000
cenk-ozkacar;Cenk Ozkacar;0;0;0;0;0;1;0;0;0;000
chema-andres;Jose Maria Andres Baixauli;0;0;0;0;0;1;0;0;0;000
chidera-ejuke;Chidera Ejuke;0;0;0;2;7;4;0;0;0;000
chimy-avila;Chimy Avila;4;1;0;5;18;11;0;0;0;275
chiquinho-1;Francisco Jorge Tavares Oliveira;2;0;0;0;8;6;0;0;0;300
christantus-uche;Christantus Uche;5;0;0;17;51;42;0;0;3;840
ivan-cantalejo;Ivan Cantalejo;1;0;0;3;6;0;0;0;0;000
lenglet;Clement Lenglet;7;0;0;1;12;17;0;0;0;243
coba-da-costa;Coba da Costa;3;0;0;0;6;5;0;0;1;167
conor-gallagher;Conor Gallagher;2;0;0;1;28;17;0;0;3;850
copete;Jose Manuel Arias Copete;4;0;0;0;7;13;0;0;0;325
cristhian-mosquera;Cristhian Mosquera;5;0;0;0;18;10;0;2;1;200
stuani;Cristhian Stuani;2;0;0;3;2;15;0;0;2;750
cucho;Cucho Hernandez;0;0;0;0;3;3;1;0;0;000
cyle-larin;Cyle Larin;4;0;0;18;24;20;1;0;3;500
bakambu;Cedric Bakambu;4;0;0;9;5;15;0;0;1;375
cesar-azpilicueta;Cesar Azpilicueta;0;0;0;1;5;5;0;0;0;000
cesar-gonzalez;Cesar Fernandez;0;0;0;0;0;0;0;0;0;000
cesar-tarrega;Cesar Tarrega;3;0;0;0;9;35;0;1;0;1167
c-de-la-hoz;Cesar de la Hoz;0;0;0;0;0;0;0;0;0;000
daley-blind;Daley Blind;2;0;0;0;8;14;0;0;0;700
daley-sinkgraven;Daley Sinkgraven;0;0;0;0;2;2;0;0;0;000
damian-rodriguez;Damian Rodriguez;2;0;0;0;7;9;0;0;0;450
carvajal;Dani Carvajal;2;0;0;0;6;3;0;0;0;150
d-ceballos;Dani Ceballos;4;0;0;0;23;12;0;0;1;300
cardenas;Dani Cardenas;0;0;0;0;1;0;0;0;0;000
dani-gomez-1;Dani Gomez;0;0;0;10;8;7;0;0;4;000
dani-olmo;Dani Olmo;0;0;0;1;12;11;0;0;1;000
parejo;Dani Parejo;6;0;0;1;23;14;0;0;0;233
dani-raba;Dani Raba;3;0;0;6;39;20;1;0;0;667
daniel-requena;Dani Requena;0;0;0;0;0;0;0;0;0;000
dani-rodriguez;Dani Rodriguez;2;0;0;6;26;30;0;0;3;1500
vivian;Dani Vivian;2;0;0;1;12;23;0;0;2;1150
daniel-luna;Daniel Luna;0;0;0;0;1;0;0;0;0;000
daniel-yanez;Daniel Yanez;0;0;0;0;1;0;0;0;0;000
daouda-doumbia;Daouda Doumbia;0;0;0;0;0;0;0;0;0;000
darko;Darko Brasanac;2;0;0;3;9;28;1;0;1;1400
d-machis;Darwin Machis;0;0;0;2;3;2;0;0;0;000
dario-benavides;Dario Benavides;1;0;0;0;0;0;0;0;0;000
david-alaba;David Alaba;0;0;0;0;0;0;0;0;0;000
david-2;David Arguelles;0;0;0;0;0;0;0;0;0;000
david-jimenez-1;David Jimenez;0;0;0;0;0;0;0;0;0;000
david-lopez;David Lopez;3;0;0;1;11;5;0;0;0;167
david-lopez-4;David Lopez;0;0;0;0;0;0;0;0;0;000
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0;000
david-soria;David Soria;1;0;0;0;0;0;0;0;0;000
david-torres-1;David Torres;4;0;0;0;3;12;0;0;0;300
dawda-camara;Dawda Camara;0;0;0;0;0;0;0;0;0;000
denis-suarez;Denis Suarez;0;0;0;0;4;1;0;0;0;000
diego-aguado;Diego Aguado;0;0;0;0;0;0;0;0;0;000
diego-conde;Diego Conde;2;0;0;0;1;0;0;0;0;000
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;000
diego-garcia-2;Diego Garcia;0;0;0;6;14;14;1;0;1;000
diego-hormigo;Diego Hormigo;0;0;0;0;0;0;0;0;0;000
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;000
llorente-r;Diego Llorente;3;0;0;0;17;17;0;1;2;567
diego-lopez-noguerol;Diego Lopez;2;0;0;12;24;14;1;0;0;700
diego-mendez;Diego Mendez;0;0;0;0;0;0;0;0;0;000
rico;Diego Rico;5;0;0;2;42;26;1;0;1;520
foulquier;Dimitri Foulquier;4;0;0;0;19;21;0;0;1;525
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;000
dinko-horkas;Dinko Horkas;1;0;0;0;0;1;0;1;0;100
djene;Djene Dakonam;8;0;0;1;18;31;0;0;2;388
djibril-sow;Djibril Sow;4;0;0;0;28;19;0;0;0;475
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;000
dodi-lukebakio;Dodi Lukebakio;2;0;0;14;35;22;0;0;1;1100
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;1;1;0;4;13;0;0;0;000
dominik-greif;Dominik Greif;1;0;0;0;3;0;0;0;0;000
donny-van-de-beek;Donny van de Beek;4;0;0;3;7;19;0;0;0;475
duk;Luis Henriques de Barros Lopes;1;0;0;0;5;0;0;0;0;000
dario-essugo;Dario Cassia Luis Essugo;5;1;1;0;21;23;0;0;0;460
edu-exposito;Edu Exposito;1;0;0;0;4;5;0;0;1;500
eduardo-camavinga;Eduardo Camavinga;1;0;0;1;21;11;0;1;0;1100
egoitz-arana;Egoitz Arana;0;0;0;0;0;0;0;0;0;000
egoitz-munoz;Egoitz Munoz;0;0;0;0;0;0;0;0;0;000
elias-romero;Elias Romero;0;0;0;0;0;0;0;0;0;000
endika-bujan;Endika Bujan;0;0;0;0;0;0;0;0;0;000
endrick;Endrick Felipe Moreira de Sousa;1;0;0;0;5;5;1;0;0;500
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;000
franquesa;Enric Franquesa;1;0;0;0;6;8;0;0;0;800
enric-garcia;Enric Garcia;0;0;0;0;0;0;0;0;0;000
enzo-barrenechea;Enzo Barrenechea;5;0;0;0;16;16;1;0;0;320
boyomo;Enzo Boyomo;5;0;0;0;5;33;0;0;2;660
loiodice;Enzo Loiodice;3;0;0;1;5;9;0;0;0;300
eray-ervin-cumart;Eray Comert;5;0;0;0;9;13;0;0;1;260
eric-bailly;Eric Bailly;2;0;0;0;1;6;0;1;0;300
eric-garcia;Eric Garcia;1;0;0;0;4;10;0;0;0;1000
etienne-etoo-pineda;Etienne Etoo Pineda;0;0;0;0;0;0;0;0;0;000
etta-eyong;Karl Edouard Blaise Etta Eyong;0;0;0;0;0;0;0;0;0;000
fabio;Fabio Gonzalez;0;0;0;0;0;1;0;0;0;000
facundo-garces;Facundo Garces;0;0;0;0;0;0;0;0;0;000
valverde-1;Federico Valverde;3;0;0;1;9;9;0;0;0;300
f-mendy;Ferland Mendy;1;1;0;0;5;5;0;0;0;500
fermin-lopez;Fermin Lopez;3;1;0;2;12;14;0;0;1;467
calero;Fernando Calero;0;0;0;0;5;4;0;0;1;000
fernando-lopez;Fernando Lopez;1;0;0;0;2;3;0;0;0;300
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;000
ferran;Ferran Torres;1;1;0;5;5;5;0;0;0;500
ferran-ruiz;Ferran Ruiz Marti;0;0;0;0;0;0;0;0;0;000
florian-grillitsch;Florian Grillitsch;0;0;0;0;3;0;0;0;0;000
lejeune;Florian Lejeune;4;0;0;0;14;32;0;1;0;800
fran-beltran;Fran Beltran;2;0;0;0;7;19;0;1;2;950
fran-garcia-1;Fran Garcia;0;0;0;1;11;7;0;0;0;000
francisco-gonzalez;Francisco Javier Gonzalez Perez;0;0;0;0;0;0;0;0;0;000
francisco-martinez-1;Fran Perez;1;0;0;0;7;4;0;0;0;400
f-vieites;Francisco Barbosa Vieites;0;0;0;0;2;0;0;0;0;000
franco-cervi;Franco Cervi;1;0;0;0;1;4;0;0;0;400
f-de-jong;Frenkie de Jong;2;0;0;0;11;7;0;1;0;350
fabio-silva;Fabio Daniel Soares Silva;7;0;0;13;29;29;0;0;3;414
gabriel-misehouy;Gabriel Misehouy;0;0;0;2;5;1;0;0;0;000
garcia-pascual;Alvaro Miguel Garcia Pascual;1;0;0;0;1;1;0;0;0;100
gavi;Pablo Paez Gavira;4;0;0;1;9;21;0;0;1;525
gumbau;Gerard Gumbau;2;0;0;2;6;12;0;0;0;600
gerard-2;Gerard Martin;2;0;0;0;2;7;0;0;0;350
gerard;Gerard Moreno;0;0;0;1;9;9;1;0;2;000
german-garcia;German Garcia;0;0;0;0;0;0;0;0;0;000
german-valera;German Valera;0;0;0;0;4;2;0;0;0;000
geronimo-spina;Geronimo Spina;0;0;0;0;0;0;0;0;0;000
giorgi-mamardashvili;Giorgi Mamardashvili;1;0;0;0;3;0;0;0;0;000
lo-celso;Giovani Lo Celso;3;0;0;0;44;11;0;0;3;367
giuliano-simeone;Giuliano Simeone;2;0;0;4;24;10;0;0;0;500
gonzalo-garcia-1;Gonzalo Garcia;0;0;0;0;0;0;0;0;0;000
gonzalo-montiel;Gonzalo Montiel;1;0;0;0;1;3;0;0;0;300
guruzeta;Gorka Guruzeta;2;0;0;3;15;31;0;0;2;1550
gorka-rivera;Gorka Rivera;0;0;0;0;1;1;0;0;0;000
gregoire-swiderski;Gregoire Swiderski;0;0;0;0;0;0;0;0;0;000
guilherme-fernandes;Guilherme Sousa Carvalho Fernandes;0;0;0;0;0;0;0;0;0;000
guille-fernandez;Guille Fernandez;0;0;0;0;0;0;0;0;0;000
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0;000
guillermo-ruiz;Guillermo Ruiz;0;0;0;0;0;0;0;0;0;000
hamari-traore;Hamari Traore;0;0;0;0;3;4;0;0;0;000
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;000
hugo-duro;Hugo Duro;3;0;0;6;41;28;0;1;4;933
hugo-g;Hugo Guillamon;2;0;0;1;4;6;0;0;0;300
hugo-novoa;Hugo Novoa;0;0;0;2;1;1;0;0;0;000
hugo-sotelo;Hugo Sotelo;4;0;0;1;9;17;0;0;0;425
hugo-alvarez-1;Hugo Alvarez;5;0;0;2;14;22;0;1;0;440
hector-bellerin;Hector Bellerin;1;0;0;0;0;6;0;0;0;600
hector-fort;Hector Fort;2;0;0;0;1;3;0;0;0;150
iago-aspas;Iago Aspas;2;1;1;5;29;13;1;0;0;650
zubeldia;Igor Zubeldia;6;1;0;0;8;32;0;1;0;533
iker-almena;Iker Almena;0;0;0;0;1;0;0;0;0;000
iker-bachiller;Iker Bachiller;0;0;0;0;0;0;0;0;0;000
iker-benito;Iker Benito;0;0;0;0;1;1;0;0;0;000
iker-cordoba;Iker Cordoba;0;0;0;0;0;0;0;0;0;000
losada;Iker Losada;1;0;0;0;2;3;0;0;0;300
iker-munoz;Iker Munoz;1;0;0;0;7;8;0;0;0;800
iker-alvarez;Iker Alvarez;0;0;0;0;0;0;0;0;0;000
ilaix;Moriba Kourouma Kourouma;5;1;1;1;37;16;0;0;0;320
ilias-akhomach;Ilias Akhomach;1;0;0;1;21;9;0;0;1;900
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0;000
irvin-cardona;Irvin Cardona;1;0;0;5;8;8;0;0;0;800
isaac-romero;Isaac Romero;8;0;0;11;24;26;1;1;2;325
isco;Francisco Roman Alarcon Suarez;3;0;0;3;23;9;0;0;0;300
isi-2;Isi Palazon;4;0;0;3;36;35;0;0;2;875
ismael-bekhoucha;Ismael Bekhoucha;1;0;0;0;0;0;0;0;0;000
israel-dominguez;Israel Dominguez;0;0;0;1;1;0;0;0;0;000
israel-mora;Israel Mora;0;0;0;0;0;0;0;0;0;000
balliu;Ivan Balliu;2;0;0;0;4;12;0;0;0;600
cuellar;Ivan Cuellar;0;0;0;0;0;0;0;0;0;000
ivan-gil;Ivan Gil;0;0;0;0;0;0;0;0;0;000
ivan-jaime;Ivan Jaime;0;0;0;0;5;3;0;0;1;000
ivan-martin;Ivan Martin;1;0;0;1;12;16;0;0;0;1600
i-sanchez;Ivan Sanchez Aguayo;4;0;0;0;25;10;0;0;0;250
ivan-villar;Ivan Villar;0;0;0;0;0;0;0;0;0;000
inaki-pena;Ignacio Pena Sotorres;1;0;0;0;0;0;0;0;0;000
inaki-ruperez;Inaki Ruperez;0;0;0;0;0;0;0;0;0;000
williams;Inaki Williams;0;0;0;12;31;17;1;0;1;000
inigo-arguibide;Inigo Arguibide;0;0;0;0;0;0;0;0;0;000
i-martinez;Inigo Martinez;3;0;0;0;21;12;1;0;2;400
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0;000
jacobo-ramon;Jacobo Ramon;0;0;0;0;0;0;0;0;0;000
jailson;Jailson Marques Siqueira;0;0;0;0;4;2;0;0;0;000
mata;Jaime Mata;5;0;0;10;8;14;0;0;1;280
james-1;James Rodriguez;1;0;0;3;1;2;0;0;0;200
oblak;Jan Oblak;0;0;0;0;2;0;0;0;0;000
jan-salas;Jan Salas;0;0;0;0;2;0;0;0;0;000
cillessen;Jasper Cillessen;1;0;0;0;3;0;0;0;0;000
jastin-garcia;Antonino Jastin Garcia Lopez;0;0;0;0;0;0;0;0;0;000
domenech;Jaume Domenech;0;0;0;0;0;0;0;0;0;000
javi-galan;Javi Galan;7;0;0;1;19;24;0;1;3;343
javier-guerra;Javi Guerra;2;0;0;0;24;22;0;0;5;1100
javi-hdez;Javi Hernandez;2;0;0;3;5;32;0;0;2;1600
javi-llabres;Javi Llabres;0;0;0;1;1;0;0;0;0;000
javi-lopez-4;Javi Lopez;2;0;0;0;16;17;0;0;1;850
javi-martinez-2;Javi Martinez;0;0;0;0;0;0;0;0;0;000
javi-munoz;Javi Munoz;3;0;0;2;19;23;0;0;0;767
puado;Javi Puado;3;0;0;4;17;13;1;0;1;433
javier-rodriguez-1;Javi Rodriguez;5;0;0;0;15;20;0;0;1;400
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;0;000
javi-sanchez-1;Javi Sanchez de Felipe;3;0;0;0;1;14;0;0;2;467
manquillo;Javier Manquillo;1;0;0;0;1;9;0;0;0;900
javier-marton;Javier Marton;1;0;0;1;0;1;0;0;0;100
areso;Jesus Areso;5;0;0;6;10;23;0;0;1;460
j-navas;Jesus Navas;0;0;0;3;4;1;0;0;1;000
jesus-owono;Jesus Owono;0;0;0;0;1;1;0;1;0;000
jesus-rodriguez;Jesus Rodriguez;0;0;0;0;23;7;0;0;0;000
vallejo;Jesus Vallejo;0;0;0;0;0;0;0;0;0;000
j-vazquez-1;Jesus Vazquez;3;0;0;1;7;14;0;0;0;467
jhon-solis;Jhon Solis;2;0;0;0;5;5;0;0;0;250
jiri-letacek;Jiri Letacek;0;0;0;0;0;0;0;0;0;000
j-garcia;Joan Garcia;2;0;0;0;2;0;0;0;0;000
jordan;Joan Jordan;1;0;0;1;9;13;0;0;0;1300
joaquin-panichelli;Joaquin Panichelli;0;0;0;0;0;0;0;0;0;000
casals;Joel Roca;0;0;0;0;0;0;0;0;0;000
j-carreras;Jofre Carreras;5;0;0;3;42;23;0;0;5;460
j-mojica;Johan Mojica;4;0;0;0;14;12;0;2;1;300
j-patrick;John Patrick;1;0;0;0;2;1;0;0;0;100
joao-cardoso;Johnny Cardoso;4;0;0;0;21;22;0;0;3;550
jon-aramburu;Jon Aramburu;7;0;0;3;25;33;0;1;0;471
jon-balda;Jon Balda;0;0;0;0;0;0;0;0;0;000
guridi;Jon Guridi;4;0;0;4;11;22;0;1;1;550
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;1;1;0;0;0;000
jon-martin;Jon Martin;1;0;0;0;0;7;0;0;0;700
moncayola;Jon Moncayola;7;0;0;0;6;27;0;0;1;386
jon-ander-olasagasti;Jon Olasagasti;2;0;0;0;4;8;0;0;1;400
pacheco-3;Jon Pacheco;3;0;0;0;4;16;0;0;1;533
jonathan-bamba;Jonathan Bamba;1;0;0;4;17;7;0;0;1;700
jones-el-abdellaoui;Jones El Abdellaoui;0;0;0;0;0;0;0;0;0;000
joni-montiel;Joni Montiel;0;0;0;0;0;0;0;0;0;000
jorge-benito;Jorge Benito;0;0;0;0;0;0;0;0;0;000
herrando;Jorge Herrando;3;0;0;0;1;6;0;0;0;200
jorge-saenz;Jorge Saenz;2;0;0;0;7;15;0;1;0;750
de-frutos-1;Jorge de Frutos;2;1;0;2;17;32;0;0;0;1600
aidoo-jr;Joseph Aidoo;0;0;0;0;2;0;0;0;0;000
jose-arnaiz;Jose Arnaiz;0;0;0;0;5;0;0;0;0;000
j-g-campana;Jose Campana;3;0;0;0;17;4;0;1;0;133
gaya;Jose Gaya;2;0;0;2;9;15;0;0;0;750
gragera;Jose Gragera;0;0;0;0;8;18;0;0;0;000
j-m-gimenez;Jose Gimenez;4;0;0;0;8;8;0;0;0;200
jose-angel-carmona;Jose Angel Carmona;5;0;0;1;29;25;0;0;2;500
jose-angel-lopez;Jose Angel Lopez;0;0;0;0;0;0;0;0;0;000
joao-urbaez;Joao Urbaez;0;0;0;0;0;0;0;0;0;000
juan-bernat;Juan Bernat;0;0;0;1;2;3;0;0;1;000
j-berrocal;Juan Berrocal;4;1;1;0;1;12;0;1;0;300
juan-carlos-1;Juan Carlos Martin Corral;0;1;0;0;0;0;0;0;0;000
juan-cruz;Juan Cruz;2;0;0;4;15;9;0;0;2;450
juan-cruz-1;Juan Cruz Alvaro Armada;2;0;0;1;2;11;0;0;0;550
foyth;Juan Foyth;2;0;0;0;2;5;0;0;0;250
juan-herzog;Juan Herzog;0;0;0;0;4;1;0;0;0;000
iglesias;Juan Iglesias;3;0;0;0;27;33;0;0;2;1100
juan-musso;Juan Musso;0;0;0;0;1;0;0;0;0;000
juan-soriano;Juan Soriano;1;1;0;0;3;0;0;0;0;000
juanlu-1;Juanlu Sanchez;2;1;1;1;4;6;0;0;0;300
juanmi;Juan Miguel Jimenez Lopez;3;0;0;4;9;12;0;0;3;400
juan-latasa;Juanmi Latasa;4;1;0;4;17;23;0;0;5;575
juanpe-rl;Juan Pedro Ramirez Lopez;2;0;0;0;2;3;0;0;0;150
juanpe-1;Juan Pedro Gil Bueno;0;0;0;0;0;0;0;0;0;000
jude-bellingham;Jude Bellingham;3;1;0;4;43;21;1;0;0;700
