ID;Jugador;BLOQ;INTER;R;D;EE;EF;JUH;DE;DF;DAE;DAF
alberto-collado;Alberto Collado;0;0;0;0;0;0;0;0;0;0;0
alberto-flores;Alberto Flores;0;0;0;0;0;0;0;0;0;0;0
alberto-mari;Alberto Mari;0;0;0;0;0;0;0;0;1;0;0
a-moleiro;Alberto Moleiro;0;11;93;5;10;11;0;98;146;5;17
alberto-risco;Alberto Risco;0;0;5;0;4;0;0;8;18;1;3
alex-balde;Alejandro Balde;4;5;89;16;7;5;0;96;83;12;8
catena;Alejandro Catena;16;20;70;147;21;12;0;92;63;46;23
a-frances;Alejandro Frances;3;12;22;23;15;7;0;39;32;4;7
alejandro-iturbe;Alejandro Iturbe;0;0;0;0;0;0;0;0;0;0;0
alejandro-jay;Alejandro Jay;0;0;0;0;0;0;0;0;0;0;0
alex-padilla;Alejandro Padilla;0;0;34;3;0;0;0;2;0;1;0
alejo-veliz;Alejo Veliz;2;3;18;18;1;0;0;70;75;43;45
aleksandar-andreev;Aleksandar Andreev;0;0;0;0;0;0;0;0;0;0;0
sedlar;Aleksandar Sedlar;1;7;12;12;9;6;0;27;13;8;3
alex-almansa;Alex Almansa;0;0;0;0;0;0;0;0;0;0;0
berenguer;Alex Berenguer;2;8;62;8;8;11;0;80;100;20;33
alex-kral;Alex Kral;11;22;102;31;30;16;0;115;103;26;24
alex-marchal;Alex Marchal;0;0;0;0;0;0;0;0;0;0;0
alexander-sorloth;Alexander Sørloth;1;0;32;19;1;4;0;93;71;63;31
alfonso-1;Alfon Gonzalez;0;3;17;2;1;2;0;29;39;1;6
a-espino;Alfonso Espino;3;9;23;12;13;9;0;41;32;7;4
a-pedraza;Alfonso Pedraza;0;0;0;0;0;0;0;0;0;0;0
ali-fadal;Ali Fadal;0;0;0;0;0;0;0;0;0;0;0
nyom;Allan Nyom;1;2;22;11;6;5;0;25;36;5;13
alvaro-abajas;Alvin Abajas;0;0;0;0;0;0;0;0;0;0;0
amath;Amath Ndiaye;1;2;11;1;0;1;0;11;21;1;4
ander-astralaga;Ander Astralaga;0;0;0;0;0;0;0;0;0;0;0
barrenetxea;Ander Barrenetxea;0;7;62;10;13;4;0;49;82;7;7
guevara;Ander Guevara;5;8;81;31;23;14;0;80;94;22;28
ander;Ander Herrera;0;2;14;10;4;4;0;16;14;3;2
gorosabel;Andoni Gorosabel;1;7;33;22;10;12;0;31;44;7;13
andreas-christensen;Andreas Christensen;0;0;1;2;0;0;0;1;1;1;0
andrei;Andrei Ratiu;3;19;105;38;28;20;0;117;119;11;24
lunin;Andrii Lunin;0;0;23;4;0;0;0;2;0;1;0
andre-almeida-1;Domingos Andre Ribeiro Almeida;1;6;55;8;19;12;0;59;84;3;14
andre-ferreira;Andre Filipe Magalhaes Ribeiro Ferreira;0;0;0;0;0;0;0;0;0;0;0
andres-cuenca;Andres Cuenca;0;0;0;0;0;0;0;0;0;0;0
andy-pelmard;Andy Pelmard;1;2;4;17;0;5;0;10;4;1;1
ansu-fati;Ansu Fati;0;0;4;0;1;0;0;6;9;1;4
antal-yaakobishvili;Antal Yaakobishvili;0;0;0;0;0;0;0;0;0;0;0
budimir;Ante Budimir;4;1;31;12;6;7;0;143;170;101;103
griezmann;Antoine Griezmann;0;5;61;18;14;11;0;72;69;15;18
antonio-blanco;Antonio Blanco;6;27;91;27;26;16;0;94;115;24;19
antonio-candela;Antonio Candela;1;2;5;6;2;1;0;9;5;1;3
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0;0;0
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0;0;0
a-raillo;Antonio Raillo;24;22;69;113;12;7;0;116;88;87;50
antonio-rudiger;Antonio Rudiger;11;8;82;76;8;6;0;58;37;29;19
sivera;Antonio Sivera;0;0;168;25;0;1;0;9;4;5;1
sanchez;Antonio Sanchez;2;12;48;20;12;7;0;36;37;4;6
antoniu-roca;Antoniu Roca;1;3;16;4;4;6;0;41;40;5;9
antony;Antony Matheus dos Santos;0;4;19;1;2;4;0;15;25;2;6
a-tuhami;Anuar Tuhami;6;12;45;7;13;7;0;69;67;18;19
arda-guler;Arda Guler;0;3;28;6;6;10;0;53;38;7;6
aridane-1;Aridane Hernandez;1;2;8;16;1;1;0;15;2;10;1
arambarri-1;Aritz Arambarri;2;3;4;8;1;0;0;7;8;6;8
aritz;Aritz Elustondo;8;4;29;29;7;5;0;39;33;12;13
arkaitz-mariezkurrena;Arkaitz Mariezkurrena;0;0;0;0;0;0;0;0;0;0;0
arnau-1;Arnau Martinez;4;16;85;41;16;12;0;91;61;22;18
arnau-rafus;Arnau Rafus;0;0;0;0;0;0;0;0;0;0;0
arnau-sola;Arnau Sola;0;0;0;0;0;0;0;0;0;0;0
arnaut-danjuma;Arnaut Danjuma;1;1;25;1;6;3;0;31;46;2;1
arsen-zakharyan;Arsen Zakharyan;1;1;2;0;1;0;0;2;1;0;0
arthur;Arthur Henrique Ramos de Oliveira Melo;0;0;5;0;1;1;0;6;1;0;0
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0;0
asier-osambela;Asier Osambela;0;0;0;0;0;0;0;0;0;0;0
villalibre;Asier Villalibre;0;1;3;4;0;0;0;21;19;15;6
assane-diao;Assane Diao;0;0;12;3;3;2;0;19;26;8;6
augusto-batalla;Augusto Batalla;0;0;175;10;1;2;0;15;1;4;0
aurelien-tchouameni;Aurelien Tchouameni;12;28;86;43;14;15;0;86;47;40;15
axel-witsel;Axel Witsel;8;9;30;31;12;1;0;40;20;23;14
ayoze-perez;Ayoze Perez;0;3;36;6;10;8;0;71;74;7;16
b-ramirez;Benito Ramirez;3;1;26;11;5;5;0;21;30;3;9
bertug-yildirim;Bertug Yildirim;2;1;21;12;3;3;0;90;94;63;51
benat-prados;Benat Prados;2;22;59;15;15;10;0;57;73;17;12
benat-turrientes;Benat Turrientes;2;4;23;5;4;8;0;39;37;8;11
bojan-miovski;Bojan Miovski;0;2;9;7;4;2;0;24;35;8;15
b-iglesias;Borja Iglesias;2;3;36;6;6;1;0;48;87;8;21
b-mayoral;Borja Mayoral;0;0;14;4;1;0;0;23;39;11;21
borna-barisic;Borna Barisic;0;0;0;0;0;0;0;0;0;0;0
brahim;Brahim Diaz;0;3;34;1;14;4;0;58;55;1;12
brais-mendez;Brais Mendez;1;6;59;15;11;7;0;77;115;15;22
b-olivan;Brian Olivan;2;10;28;20;10;3;0;23;34;3;10
bryan;Bryan Gil;0;10;71;7;20;12;0;108;119;1;4
bryan-zaragoza;Bryan Zaragoza;0;0;37;8;8;3;0;71;84;0;9
carl-starfelt;Carl Starfelt;18;26;62;104;13;17;0;89;61;51;41
alena;Carles Alena;1;0;15;6;5;4;0;42;40;14;9
c-perez;Carles Perez;1;6;43;16;21;8;0;66;121;12;23
carlos-benavidez;Carlos Benavidez;1;8;21;5;5;2;0;19;20;6;4
c-dominguez;Carlos Dominguez;6;7;30;38;10;6;0;45;17;22;5
carlos-guirao;Carlos Guirao;1;3;6;2;3;2;0;8;9;2;1
carlos-lumbreras;Carlos Lumbreras;0;0;0;0;0;0;0;0;0;0;0
carlos-martin;Carlos Martin;1;4;40;10;14;12;0;59;82;6;12
carlos-romero;Carlos Romero;5;14;70;45;26;15;0;63;72;7;14
carlos-vicente;Carlos Vicente;2;11;87;14;16;8;0;111;138;23;35
catala;Jose Luis Catala Vazquez;0;0;0;0;0;0;0;0;0;0;0
cenk-ozkacar;Cenk Ozkacar;2;7;15;17;3;0;0;7;10;4;6
chema-andres;Jose Maria Andres Baixauli;0;0;0;1;0;0;0;1;2;1;1
chidera-ejuke;Chidera Ejuke;0;1;41;2;6;2;0;54;55;3;4
chimy-avila;Chimy Avila;0;2;27;6;3;4;0;35;33;7;8
chiquinho-1;Francisco Jorge Tavares Oliveira;0;2;10;0;0;1;0;14;33;1;5
christantus-uche;Christantus Uche;2;5;80;15;11;8;0;165;229;67;102
ivan-cantalejo;Ivan Cantalejo;0;0;6;1;2;2;0;10;18;0;7
lenglet;Clement Lenglet;13;15;45;62;6;6;0;49;52;25;32
coba-da-costa;Coba da Costa;0;4;18;4;8;8;0;40;53;11;11
conor-gallagher;Conor Gallagher;4;9;63;12;21;8;0;74;75;7;15
copete;Jose Manuel Arias Copete;7;5;11;55;7;3;0;32;25;13;12
cristhian-mosquera;Cristhian Mosquera;16;28;133;71;22;10;0;81;56;26;34
stuani;Cristhian Stuani;0;4;7;5;4;0;0;17;27;9;9
cucho;Cucho Hernandez;1;2;6;0;1;0;0;16;19;9;11
cyle-larin;Cyle Larin;3;1;31;8;3;4;0;70;135;37;63
bakambu;Cedric Bakambu;1;0;12;3;2;1;0;19;49;10;21
cesar-azpilicueta;Cesar Azpilicueta;1;2;14;17;6;8;0;29;20;9;9
cesar-gonzalez;Cesar Fernandez;0;0;0;0;0;0;0;0;0;0;0
cesar-tarrega;Cesar Tarrega;13;16;62;117;20;9;0;93;88;50;42
c-de-la-hoz;Cesar de la Hoz;0;0;0;0;0;0;0;0;0;0;0
daley-blind;Daley Blind;8;19;62;50;16;14;0;58;51;12;14
daley-sinkgraven;Daley Sinkgraven;0;1;6;1;1;4;0;9;5;1;0
damian-rodriguez;Damian Rodriguez;1;5;29;8;7;3;0;17;27;0;3
carvajal;Dani Carvajal;3;10;21;14;8;4;0;27;20;7;5
d-ceballos;Dani Ceballos;3;13;61;6;18;16;0;66;29;2;1
cardenas;Dani Cardenas;0;0;31;5;0;0;0;1;0;1;0
dani-gomez-1;Dani Gomez;0;2;14;4;2;1;0;21;42;7;24
dani-olmo;Dani Olmo;3;1;31;9;9;5;0;53;52;7;3
parejo;Dani Parejo;3;16;108;21;29;6;0;82;44;19;5
dani-raba;Dani Raba;2;10;60;9;13;8;0;88;88;3;8
daniel-requena;Dani Requena;0;0;0;0;0;0;0;0;0;0;0
dani-rodriguez;Dani Rodriguez;2;7;44;14;19;11;0;85;94;18;22
vivian;Dani Vivian;6;27;122;88;21;11;0;83;65;31;22
daniel-luna;Daniel Luna;0;0;2;0;0;0;0;2;1;0;0
daniel-yanez;Daniel Yanez;0;0;0;0;0;0;0;1;0;0;0
daouda-doumbia;Daouda Doumbia;0;0;0;0;0;0;0;0;0;0;0
darko;Darko Brasanac;9;13;49;30;10;13;0;50;74;17;34
d-machis;Darwin Machis;0;2;18;6;3;1;0;11;15;3;1
dario-benavides;Dario Benavides;0;0;0;0;0;0;0;0;0;0;0
david-alaba;David Alaba;0;0;1;2;0;0;0;0;0;0;0
david-2;David Arguelles;0;0;0;0;0;0;0;0;0;0;0
david-jimenez-1;David Jimenez;0;0;0;0;0;0;0;0;0;0;0
david-lopez;David Lopez;10;11;74;85;16;8;0;66;51;27;25
david-lopez-4;David Lopez;0;0;0;0;0;0;0;0;0;0;0
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0;0;0
david-soria;David Soria;0;0;183;26;4;0;0;10;1;6;0
david-torres-1;David Torres;16;10;24;62;8;5;0;33;40;16;21
dawda-camara;Dawda Camara;0;0;0;0;0;0;0;0;0;0;0
denis-suarez;Denis Suarez;1;1;11;1;4;1;0;17;16;1;5
diego-aguado;Diego Aguado;0;0;0;0;0;0;0;0;0;0;0
diego-conde;Diego Conde;0;1;146;17;2;0;0;4;2;2;0
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0;0
diego-garcia-2;Diego Garcia;1;0;11;6;0;0;0;45;57;29;36
diego-hormigo;Diego Hormigo;0;0;0;0;0;0;0;0;0;0;0
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;0;0
llorente-r;Diego Llorente;17;40;80;132;16;14;0;122;71;69;43
diego-lopez-noguerol;Diego Lopez;0;9;63;6;12;8;0;71;128;11;45
diego-mendez;Diego Mendez;0;0;0;0;0;0;0;0;0;0;0
rico;Diego Rico;1;24;88;60;39;22;0;130;79;24;14
foulquier;Dimitri Foulquier;3;9;63;47;22;10;0;65;65;9;10
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0;0
dinko-horkas;Dinko Horkas;0;0;19;4;0;0;0;0;1;0;0
djene;Djene Dakonam;7;18;75;65;5;6;0;73;89;39;27
djibril-sow;Djibril Sow;1;14;75;12;3;5;0;57;54;19;16
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;0;0
dodi-lukebakio;Dodi Lukebakio;0;3;71;6;10;5;0;130;134;12;9
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;7;8;32;77;5;6;0;32;23;17;9
dominik-greif;Dominik Greif;0;0;150;16;0;0;0;9;1;9;1
donny-van-de-beek;Donny van de Beek;3;9;42;10;16;11;0;49;59;9;8
duk;Luis Henriques de Barros Lopes;0;0;5;0;3;1;0;12;4;0;0
dario-essugo;Dario Cassia Luis Essugo;7;25;74;23;28;9;0;85;70;17;19
edu-exposito;Edu Exposito;0;2;11;3;2;3;0;13;20;2;4
eduardo-camavinga;Eduardo Camavinga;5;8;52;9;14;11;0;59;36;9;10
egoitz-arana;Egoitz Arana;0;0;0;0;0;0;0;0;0;0;0
egoitz-munoz;Egoitz Munoz;0;0;0;0;0;0;0;0;0;0;0
elias-romero;Elias Romero;0;0;0;0;0;0;0;0;0;0;0
endika-bujan;Endika Bujan;0;0;0;0;0;0;0;1;2;0;0
endrick;Endrick Felipe Moreira de Sousa;0;3;3;0;0;0;0;9;15;2;4
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0;0
franquesa;Enric Franquesa;1;5;29;10;9;8;0;37;26;5;5
enric-garcia;Enric Garcia;0;0;0;0;0;0;0;0;0;0;0
enzo-barrenechea;Enzo Barrenechea;6;14;65;27;19;14;0;74;57;20;15
boyomo;Enzo Boyomo;18;26;87;83;33;17;0;86;77;24;30
loiodice;Enzo Loiodice;1;5;20;7;4;7;0;25;35;7;4
eray-ervin-cumart;Eray Comert;13;13;27;36;9;6;0;42;35;17;15
eric-bailly;Eric Bailly;6;6;17;25;3;8;0;26;15;11;7
eric-garcia;Eric Garcia;6;8;29;21;11;8;0;45;35;20;18
etienne-etoo-pineda;Etienne Etoo Pineda;0;0;0;0;0;0;0;1;1;1;0
etta-eyong;Karl Edouard Blaise Etta Eyong;0;0;0;0;0;0;0;0;0;0;0
fabio;Fabio Gonzalez;0;0;3;0;0;0;0;1;2;1;0
facundo-garces;Facundo Garces;0;0;0;0;0;0;0;0;0;0;0
valverde-1;Federico Valverde;4;44;119;30;20;12;0;73;38;20;12
f-mendy;Ferland Mendy;3;9;34;6;13;3;0;27;18;4;2
fermin-lopez;Fermin Lopez;0;3;36;1;8;1;0;38;56;6;15
calero;Fernando Calero;5;11;11;24;3;4;0;17;12;6;8
fernando-lopez;Fernando Lopez;0;1;7;3;1;3;0;11;21;0;1
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0;0
ferran;Ferran Torres;1;1;17;1;3;2;0;21;22;2;5
ferran-ruiz;Ferran Ruiz Marti;1;1;1;0;0;0;0;0;1;0;1
florian-grillitsch;Florian Grillitsch;1;1;2;1;0;0;0;6;5;0;0
lejeune;Florian Lejeune;19;19;108;121;19;9;0;97;90;53;41
fran-beltran;Fran Beltran;4;16;69;22;20;9;0;58;75;16;18
fran-garcia-1;Fran Garcia;3;15;64;29;15;5;0;41;42;6;9
francisco-gonzalez;Francisco Javier Gonzalez Perez;0;0;0;0;0;0;0;0;0;0;0
francisco-martinez-1;Fran Perez;0;2;10;1;4;0;0;16;19;0;4
f-vieites;Francisco Barbosa Vieites;0;0;30;2;0;0;0;3;0;2;0
franco-cervi;Franco Cervi;0;8;12;5;3;5;0;14;13;4;4
f-de-jong;Frenkie de Jong;0;3;23;4;3;3;0;25;23;5;4
fabio-silva;Fabio Daniel Soares Silva;0;3;35;18;3;4;0;88;100;38;31
gabriel-misehouy;Gabriel Misehouy;0;0;11;0;1;0;0;13;15;0;3
garcia-pascual;Alvaro Miguel Garcia Pascual;0;2;5;1;0;1;0;4;6;3;2
gavi;Pablo Paez Gavira;1;7;20;3;7;4;0;31;41;9;9
gumbau;Gerard Gumbau;3;3;14;9;12;2;0;33;36;11;14
gerard-2;Gerard Martin;2;6;13;14;6;7;0;22;15;7;2
gerard;Gerard Moreno;0;2;19;4;4;3;0;41;33;15;4
german-garcia;German Garcia;0;0;0;0;0;0;0;0;0;0;0
german-valera;German Valera;0;4;4;2;1;0;0;9;9;1;2
geronimo-spina;Geronimo Spina;0;0;0;0;0;0;0;0;0;0;0
giorgi-mamardashvili;Giorgi Mamardashvili;0;1;135;16;0;0;0;4;2;3;1
lo-celso;Giovani Lo Celso;1;5;53;2;18;11;0;91;68;5;9
giuliano-simeone;Giuliano Simeone;1;7;57;5;7;5;0;54;59;6;16
gonzalo-garcia-1;Gonzalo Garcia;0;0;0;0;0;0;0;0;0;0;0
gonzalo-montiel;Gonzalo Montiel;0;2;4;10;2;2;0;6;4;1;0
guruzeta;Gorka Guruzeta;2;5;42;13;4;6;0;54;115;23;49
gorka-rivera;Gorka Rivera;0;0;1;0;0;2;0;3;3;0;1
gregoire-swiderski;Gregoire Swiderski;0;0;0;0;0;0;0;0;0;0;0
guilherme-fernandes;Guilherme Sousa Carvalho Fernandes;0;0;0;0;0;0;0;0;0;0;0
guille-fernandez;Guille Fernandez;0;0;0;0;0;0;0;0;0;0;0
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0;0;0
guillermo-ruiz;Guillermo Ruiz;0;0;0;0;0;0;0;0;0;0;0
hamari-traore;Hamari Traore;1;3;15;11;7;4;0;20;15;4;7
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;0;0
hugo-duro;Hugo Duro;2;10;39;7;7;5;0;109;150;50;81
hugo-g;Hugo Guillamon;1;5;21;9;8;3;0;21;15;5;4
hugo-novoa;Hugo Novoa;1;0;9;5;5;3;0;13;17;1;8
hugo-sotelo;Hugo Sotelo;1;4;60;5;13;9;0;39;51;2;7
hugo-alvarez-1;Hugo Alvarez;1;7;70;16;9;14;0;70;82;6;5
hector-bellerin;Hector Bellerin;3;6;11;14;7;5;0;24;23;6;8
hector-fort;Hector Fort;0;6;17;9;6;2;0;14;16;3;5
iago-aspas;Iago Aspas;1;6;45;3;7;4;0;57;49;7;6
zubeldia;Igor Zubeldia;15;23;60;67;18;9;0;88;107;52;69
iker-almena;Iker Almena;0;0;2;2;0;0;0;3;2;0;0
iker-bachiller;Iker Bachiller;0;0;0;0;0;0;0;0;0;0;0
iker-benito;Iker Benito;0;1;3;2;0;0;0;1;4;0;1
iker-cordoba;Iker Cordoba;0;0;1;1;0;0;0;1;0;1;0
losada;Iker Losada;0;3;25;3;10;3;0;21;29;3;6
iker-munoz;Iker Munoz;1;3;18;6;1;3;0;21;20;9;9
iker-alvarez;Iker Alvarez;0;0;0;0;0;0;0;0;0;0;0
ilaix;Moriba Kourouma Kourouma;4;8;66;18;24;13;0;99;78;18;19
ilias-akhomach;Ilias Akhomach;0;3;30;9;7;5;0;58;47;7;6
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0;0;0
irvin-cardona;Irvin Cardona;1;4;19;8;5;3;0;27;41;9;11
isaac-romero;Isaac Romero;1;4;41;16;3;4;0;71;143;24;38
isco;Francisco Roman Alarcon Suarez;0;4;37;3;5;5;0;55;61;8;14
isi-2;Isi Palazon;1;8;79;10;16;4;0;85;133;10;26
ismael-bekhoucha;Ismael Bekhoucha;0;2;0;0;0;0;0;0;0;0;0
israel-dominguez;Israel Dominguez;0;0;0;0;0;0;0;1;1;0;1
israel-mora;Israel Mora;0;0;0;0;0;0;0;0;0;0;0
balliu;Ivan Balliu;2;7;26;18;8;2;0;24;40;8;20
cuellar;Ivan Cuellar;0;0;0;0;0;0;0;0;0;0;0
ivan-gil;Ivan Gil;0;0;0;0;0;0;0;0;0;0;0
ivan-jaime;Ivan Jaime;0;1;9;0;1;2;0;14;9;3;1
ivan-martin;Ivan Martin;3;9;85;11;14;10;0;55;72;3;11
i-sanchez;Ivan Sanchez Aguayo;3;8;32;4;12;9;0;70;47;10;9
ivan-villar;Ivan Villar;0;0;30;5;0;0;0;1;1;1;1
inaki-pena;Ignacio Pena Sotorres;0;0;144;26;0;0;0;1;2;1;0
inaki-ruperez;Inaki Ruperez;0;0;0;0;0;0;0;0;0;0;0
williams;Inaki Williams;2;11;63;19;8;7;0;101;109;24;19
inigo-arguibide;Inigo Arguibide;0;0;0;0;0;0;0;0;0;0;0
i-martinez;Inigo Martinez;6;17;78;71;10;7;0;81;40;43;26
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0;0;0
jacobo-ramon;Jacobo Ramon;0;0;0;0;0;0;0;0;0;0;0
jailson;Jailson Marques Siqueira;4;8;24;18;7;0;0;23;17;9;8
mata;Jaime Mata;1;2;15;5;1;4;0;31;44;15;23
james-1;James Rodriguez;0;1;8;0;2;1;0;11;9;2;3
oblak;Jan Oblak;0;0;170;13;0;0;0;5;0;3;0
jan-salas;Jan Salas;0;0;2;0;1;0;0;4;0;1;0
cillessen;Jasper Cillessen;0;0;203;14;0;1;0;6;4;3;2
jastin-garcia;Antonino Jastin Garcia Lopez;0;0;0;0;0;0;0;0;0;0;0
domenech;Jaume Domenech;0;0;0;0;0;0;0;0;0;0;0
javi-galan;Javi Galan;3;7;42;20;18;14;0;84;82;16;15
javier-guerra;Javi Guerra;0;10;100;26;18;19;0;93;112;11;13
javi-hdez;Javi Hernandez;3;18;63;58;13;7;0;47;85;13;14
javi-llabres;Javi Llabres;0;0;3;0;0;0;0;2;2;1;0
javi-lopez-4;Javi Lopez;5;3;67;30;13;11;0;60;64;8;13
javi-martinez-2;Javi Martinez;0;0;0;0;0;0;0;0;0;0;0
javi-munoz;Javi Munoz;2;21;79;22;28;8;0;77;84;8;21
puado;Javi Puado;2;4;59;12;12;3;0;54;82;8;21
javier-rodriguez-1;Javi Rodriguez;7;26;48;55;28;11;0;85;56;30;21
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;0;0;0
javi-sanchez-1;Javi Sanchez de Felipe;21;16;34;82;14;6;0;50;51;28;29
manquillo;Javier Manquillo;3;7;18;13;5;2;0;13;26;5;9
javier-marton;Javier Marton;0;0;2;0;0;0;0;2;2;2;1
areso;Jesus Areso;3;7;82;59;23;10;0;72;80;14;10
j-navas;Jesus Navas;0;4;10;5;2;3;0;18;14;6;5
jesus-owono;Jesus Owono;0;0;27;2;1;0;0;3;1;1;0
jesus-rodriguez;Jesus Rodriguez;0;4;33;1;9;2;0;59;55;3;5
vallejo;Jesus Vallejo;0;0;1;1;0;0;0;0;1;0;1
j-vazquez-1;Jesus Vazquez;5;5;31;18;13;3;0;41;49;8;10
jhon-solis;Jhon Solis;1;4;18;6;4;4;0;21;31;3;3
jiri-letacek;Jiri Letacek;0;0;0;0;0;0;0;0;0;0;0
j-garcia;Joan Garcia;0;0;252;30;0;0;0;14;2;12;1
jordan;Joan Jordan;0;6;32;10;12;8;0;40;35;8;9
joaquin-panichelli;Joaquin Panichelli;0;0;0;0;0;0;0;0;0;0;0
casals;Joel Roca;0;0;0;0;0;0;0;0;0;0;0
j-carreras;Jofre Carreras;0;12;85;15;11;5;0;84;101;2;10
j-mojica;Johan Mojica;2;23;122;43;16;8;0;69;79;7;9
j-patrick;John Patrick;1;0;3;1;0;0;0;6;7;2;2
joao-cardoso;Johnny Cardoso;10;30;90;43;18;13;0;86;77;18;11
jon-aramburu;Jon Aramburu;5;25;94;67;56;20;0;138;110;32;27
jon-balda;Jon Balda;0;0;0;0;0;0;0;0;0;0;0
guridi;Jon Guridi;1;10;67;7;13;12;0;66;92;26;32
jon-magunacelaya;Jon Magunazelaia;0;0;5;0;1;0;0;5;1;3;0
jon-martin;Jon Martin;3;5;7;7;1;0;0;13;11;12;4
moncayola;Jon Moncayola;2;11;68;17;26;18;0;65;70;12;11
jon-ander-olasagasti;Jon Olasagasti;1;8;24;6;6;6;0;24;35;7;15
pacheco-3;Jon Pacheco;6;6;24;35;6;4;0;30;30;16;14
jonathan-bamba;Jonathan Bamba;0;5;52;5;7;5;0;49;55;6;10
jones-el-abdellaoui;Jones El Abdellaoui;0;0;0;0;0;0;0;0;0;0;0
joni-montiel;Joni Montiel;0;0;0;0;0;0;0;0;0;0;0
jorge-benito;Jorge Benito;0;0;0;0;0;0;0;0;0;0;0
herrando;Jorge Herrando;8;5;22;35;6;2;0;28;17;18;6
jorge-saenz;Jorge Saenz;9;15;29;76;14;6;0;51;38;24;17
de-frutos-1;Jorge de Frutos;0;14;76;9;13;12;0;77;133;9;16
aidoo-jr;Joseph Aidoo;0;3;14;10;3;1;0;7;2;1;1
jose-arnaiz;Jose Arnaiz;0;1;9;1;3;0;0;9;6;1;1
j-g-campana;Jose Campana;0;16;57;13;11;2;0;47;21;13;3
gaya;Jose Gaya;0;13;53;23;21;10;0;50;40;7;5
gragera;Jose Gragera;1;5;18;13;16;9;0;45;34;11;5
j-m-gimenez;Jose Gimenez;15;20;56;80;13;6;0;52;46;23;26
jose-angel-carmona;Jose Angel Carmona;7;47;116;54;39;15;0;115;87;22;16
