ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
arnau-1;Arnau Martinez;1;28;152;112;40;1091;934;29;3;017;000;017;000;000;017;000
arnau-rafus;Arnau Rafus;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
arnau-sola;Arnau Sola;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
arnaut-danjuma;Arnaut Danjuma;17;9;77;74;3;251;195;12;0;017;000;017;006;011;000;000
arsen-zakharyan;Arsen Zakharyan;1;1;3;3;0;32;25;2;2;025;025;000;000;025;000;000
arthur;Arthur Henrique Ramos de Oliveira Melo;0;2;7;7;0;61;51;7;0;000;000;000;000;000;000;000
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
asier-osambela;Asier Osambela;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
villalibre;Asier Villalibre;0;0;40;19;21;56;34;3;0;017;000;017;017;000;000;000
assane-diao;Assane Diao;0;5;45;31;14;60;44;1;0;017;000;017;000;017;000;000
augusto-batalla;Augusto Batalla;0;3;16;12;4;645;282;123;0;000;000;000;000;000;000;000
aurelien-tchouameni;Aurelien Tchouameni;0;29;133;78;55;1381;1242;46;0;000;000;000;000;000;000;000
axel-witsel;Axel Witsel;0;13;60;23;37;490;419;23;0;000;000;000;000;000;000;000
ayoze-perez;Ayoze Perez;0;18;145;122;23;199;155;3;3;035;003;032;003;023;010;000
b-ramirez;Benito Ramirez;2;10;51;39;12;207;170;6;0;000;000;000;000;000;000;000
bertug-yildirim;Bertug Yildirim;0;6;184;70;114;144;76;3;0;007;000;007;000;000;007;000
benat-prados;Benat Prados;0;25;130;101;29;519;419;9;3;011;000;011;000;000;011;000
benat-turrientes;Benat Turrientes;10;12;76;57;19;246;213;8;0;000;000;000;000;000;000;000
bojan-miovski;Bojan Miovski;0;6;59;36;23;78;62;1;0;033;000;033;033;000;000;000
b-iglesias;Borja Iglesias;0;7;135;106;29;311;222;12;5;025;000;025;010;010;005;000
b-mayoral;Borja Mayoral;0;1;62;30;32;96;67;5;0;044;000;044;000;044;000;000
borna-barisic;Borna Barisic;0;0;0;0;0;2;2;0;0;000;000;000;000;000;000;000
brahim;Brahim Diaz;0;18;113;100;13;432;376;5;6;027;000;027;027;000;000;000
brais-mendez;Brais Mendez;23;18;192;155;37;613;489;20;2;015;000;015;010;005;000;000
b-olivan;Brian Olivan;9;13;57;44;13;329;225;23;0;000;000;000;000;000;000;000
bryan;Bryan Gil;14;32;227;222;5;616;542;10;0;013;000;013;009;000;004;000
bryan-zaragoza;Bryan Zaragoza;15;11;155;146;9;268;166;18;3;005;000;005;000;005;000;000
carl-starfelt;Carl Starfelt;0;30;150;58;92;1259;1133;39;1;033;000;033;000;000;033;000
alena;Carles Alena;4;9;82;59;23;199;147;7;2;000;000;000;000;000;000;000
c-perez;Carles Perez;7;29;187;152;35;250;173;6;1;012;000;012;012;000;000;000
carlos-benavidez;Carlos Benavidez;0;7;39;29;10;151;97;14;1;033;033;000;033;000;000;000
c-dominguez;Carlos Dominguez;0;16;62;35;27;623;516;24;0;000;000;000;000;000;000;000
carlos-guirao;Carlos Guirao;0;5;17;14;3;45;35;1;0;000;000;000;000;000;000;000
carlos-lumbreras;Carlos Lumbreras;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
carlos-martin;Carlos Martin;0;26;141;123;18;223;152;2;2;018;000;018;000;009;000;000
carlos-romero;Carlos Romero;11;41;135;114;21;410;284;14;1;020;000;020;020;000;000;000
carlos-vicente;Carlos Vicente;58;24;249;191;58;499;351;15;3;018;006;012;006;012;000;000
catala;Jose Luis Catala Vazquez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
cenk-ozkacar;Cenk Ozkacar;0;3;17;7;10;98;77;4;0;000;000;000;000;000;000;000
chema-andres;Jose Maria Andres Baixauli;0;0;3;1;2;1;1;0;0;000;000;000;000;000;000;000
chidera-ejuke;Chidera Ejuke;20;8;109;102;7;291;234;10;2;008;000;008;000;008;000;000
chimy-avila;Chimy Avila;0;7;68;53;15;180;127;11;0;013;006;006;006;006;000;000
chiquinho-1;Francisco Jorge Tavares Oliveira;4;1;47;41;6;23;18;0;1;000;000;000;000;000;000;000
christantus-uche;Christantus Uche;0;19;394;225;169;384;257;5;1;010;000;010;000;007;003;000
ivan-cantalejo;Ivan Cantalejo;3;4;28;21;7;45;31;0;0;000;000;000;000;000;000;000
lenglet;Clement Lenglet;0;12;101;44;57;805;647;54;0;025;000;025;025;000;000;000
coba-da-costa;Coba da Costa;1;16;93;71;22;123;77;2;1;013;000;013;000;000;013;000
conor-gallagher;Conor Gallagher;1;29;149;127;22;509;431;8;1;020;010;010;000;020;000;000
copete;Jose Manuel Arias Copete;0;10;57;32;25;366;286;26;1;000;000;000;000;000;000;000
cristhian-mosquera;Cristhian Mosquera;0;32;137;77;60;1253;1094;55;0;025;000;025;025;000;000;000
stuani;Cristhian Stuani;0;4;44;26;18;69;49;0;0;025;000;025;000;025;000;000
cucho;Cucho Hernandez;0;1;35;15;20;46;28;4;0;000;000;000;000;000;000;000
cyle-larin;Cyle Larin;0;7;205;105;100;210;140;3;0;024;000;024;010;014;000;000
bakambu;Cedric Bakambu;0;3;68;37;31;79;51;0;1;006;000;006;000;000;006;000
cesar-azpilicueta;Cesar Azpilicueta;0;14;49;31;18;399;341;13;1;000;000;000;000;000;000;000
cesar-gonzalez;Cesar Fernandez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
cesar-tarrega;Cesar Tarrega;0;29;181;89;92;998;761;57;0;022;000;022;000;011;011;000
c-de-la-hoz;Cesar de la Hoz;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
daley-blind;Daley Blind;1;30;109;83;26;1518;1284;89;2;000;000;000;000;000;000;000
daley-sinkgraven;Daley Sinkgraven;0;5;14;13;1;57;44;1;0;000;000;000;000;000;000;000
damian-rodriguez;Damian Rodriguez;22;10;44;41;3;517;449;19;0;000;000;000;000;000;000;000
carvajal;Dani Carvajal;0;12;47;35;12;402;342;12;0;050;000;050;000;050;000;000
d-ceballos;Dani Ceballos;6;34;95;92;3;928;851;33;3;000;000;000;000;000;000;000
cardenas;Dani Cardenas;0;0;1;0;1;124;36;23;0;000;000;000;000;000;000;000
dani-gomez-1;Dani Gomez;0;3;63;32;31;81;60;0;0;015;008;008;000;015;000;000
dani-olmo;Dani Olmo;1;14;105;95;10;361;268;17;8;029;005;024;010;019;000;000
parejo;Dani Parejo;11;35;126;102;24;1058;872;72;1;043;000;043;014;029;000;000
dani-raba;Dani Raba;26;21;176;165;11;309;214;12;7;025;000;025;025;000;000;000
daniel-requena;Dani Requena;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
dani-rodriguez;Dani Rodriguez;42;30;179;139;40;403;290;17;6;025;000;025;006;013;006;000
vivian;Dani Vivian;0;32;148;95;53;1220;978;79;1;025;000;025;000;025;000;000
daniel-luna;Daniel Luna;1;0;3;3;0;9;7;0;0;000;000;000;000;000;000;000
daniel-yanez;Daniel Yanez;0;0;1;1;0;0;0;0;0;000;000;000;000;000;000;000
daouda-doumbia;Daouda Doumbia;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
darko;Darko Brasanac;0;23;124;73;51;377;282;9;1;014;000;014;000;014;000;000
d-machis;Darwin Machis;15;4;26;22;4;124;81;5;0;000;000;000;000;000;000;000
dario-benavides;Dario Benavides;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
david-alaba;David Alaba;0;0;0;0;0;82;73;3;0;000;000;000;000;000;000;000
david-2;David Arguelles;0;0;0;0;0;5;3;0;0;000;000;000;000;000;000;000
david-jimenez-1;David Jimenez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
david-lopez;David Lopez;0;24;117;65;52;1607;1403;70;0;013;000;013;013;000;000;000
david-lopez-4;David Lopez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
david-otorbi;David Otorbi;0;0;0;0;0;4;2;0;0;000;000;000;000;000;000;000
david-soria;David Soria;0;4;11;5;6;615;97;205;0;000;000;000;000;000;000;000
david-torres-1;David Torres;0;13;73;36;37;638;502;30;0;000;000;000;000;000;000;000
dawda-camara;Dawda Camara;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
denis-suarez;Denis Suarez;7;5;33;27;6;125;95;5;0;017;000;017;000;017;000;000
diego-aguado;Diego Aguado;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
diego-conde;Diego Conde;0;2;6;4;2;469;275;79;0;000;000;000;000;000;000;000
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
diego-garcia-2;Diego Garcia;0;0;102;37;65;98;62;4;0;010;000;010;000;010;000;000
diego-hormigo;Diego Hormigo;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
llorente-r;Diego Llorente;0;30;193;81;112;1342;1078;77;0;020;000;020;000;000;020;000
diego-lopez-noguerol;Diego Lopez;0;20;199;143;56;522;372;16;3;016;000;016;000;011;005;000
diego-mendez;Diego Mendez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
rico;Diego Rico;11;61;209;171;38;692;432;35;0;000;000;000;000;000;000;000
foulquier;Dimitri Foulquier;0;32;130;111;19;623;475;21;0;000;000;000;000;000;000;000
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
dinko-horkas;Dinko Horkas;0;0;1;1;0;87;61;13;0;000;000;000;000;000;000;000
djene;Djene Dakonam;0;11;162;96;66;606;426;41;0;000;000;000;000;000;000;000
djibril-sow;Djibril Sow;2;8;111;76;35;602;516;14;0;014;000;014;000;014;000;000
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
dodi-lukebakio;Dodi Lukebakio;45;15;264;243;21;600;477;17;5;020;002;018;016;004;000;000
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;11;55;29;26;323;224;30;0;000;000;000;000;000;000;000
dominik-greif;Dominik Greif;0;0;10;0;10;575;245;145;0;000;000;000;000;000;000;000
donny-van-de-beek;Donny van de Beek;0;27;108;91;17;383;317;9;2;029;014;014;014;014;000;000
duk;Luis Henriques de Barros Lopes;0;4;16;16;0;16;10;0;0;000;000;000;000;000;000;000
dario-essugo;Dario Cassia Luis Essugo;0;37;155;119;36;619;506;30;4;011;011;000;000;011;000;000
edu-exposito;Edu Exposito;6;5;33;27;6;54;31;3;1;000;000;000;000;000;000;000
eduardo-camavinga;Eduardo Camavinga;0;25;95;76;19;463;397;16;2;000;000;000;000;000;000;000
egoitz-arana;Egoitz Arana;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
egoitz-munoz;Egoitz Munoz;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
elias-romero;Elias Romero;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
endika-bujan;Endika Bujan;0;0;3;3;0;4;4;0;0;000;000;000;000;000;000;000
endrick;Endrick Felipe Moreira de Sousa;0;0;24;18;6;34;27;1;0;013;000;013;000;013;000;000
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
franquesa;Enric Franquesa;0;17;63;53;10;163;112;7;0;033;000;033;033;000;000;000
enric-garcia;Enric Garcia;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
enzo-barrenechea;Enzo Barrenechea;0;33;131;96;35;709;568;40;1;014;000;014;014;000;000;000
boyomo;Enzo Boyomo;0;50;163;109;54;1065;880;48;2;029;000;029;000;029;000;000
loiodice;Enzo Loiodice;5;11;60;49;11;308;254;9;0;000;000;000;000;000;000;000
eray-ervin-cumart;Eray Comert;0;15;77;45;32;518;402;41;0;000;000;000;000;000;000;000
eric-bailly;Eric Bailly;0;11;41;23;18;297;247;13;0;000;000;000;000;000;000;000
eric-garcia;Eric Garcia;0;19;80;42;38;654;586;19;1;014;000;014;000;000;014;000
etienne-etoo-pineda;Etienne Etoo Pineda;0;0;2;1;1;2;1;0;0;000;000;000;000;000;000;000
etta-eyong;Karl Edouard Blaise Etta Eyong;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
fabio;Fabio Gonzalez;0;0;3;2;1;52;40;3;0;000;000;000;000;000;000;000
facundo-garces;Facundo Garces;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
valverde-1;Federico Valverde;3;32;111;79;32;1505;1264;98;2;020;020;000;000;020;000;004
f-mendy;Ferland Mendy;0;16;45;39;6;568;518;17;0;000;000;000;000;000;000;000
fermin-lopez;Fermin Lopez;6;9;94;73;21;280;229;10;2;023;000;023;000;015;008;000
calero;Fernando Calero;0;7;29;15;14;160;117;17;0;050;000;050;000;000;050;000
fernando-lopez;Fernando Lopez;0;4;32;31;1;71;60;2;3;000;000;000;000;000;000;000
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
ferran;Ferran Torres;6;5;43;36;7;194;145;3;1;026;000;026;005;021;000;000
ferran-ruiz;Ferran Ruiz Marti;0;0;1;0;1;6;3;0;0;000;000;000;000;000;000;000
florian-grillitsch;Florian Grillitsch;0;0;11;11;0;34;23;4;2;000;000;000;000;000;000;000
lejeune;Florian Lejeune;0;28;187;93;94;1312;970;115;0;000;000;000;000;000;000;000
fran-beltran;Fran Beltran;0;29;133;99;34;930;780;48;3;022;022;000;000;022;000;000
fran-garcia-1;Fran Garcia;0;20;83;68;15;719;629;19;0;000;000;000;000;000;000;000
francisco-gonzalez;Francisco Javier Gonzalez Perez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
francisco-martinez-1;Fran Perez;1;4;35;31;4;110;90;5;1;000;000;000;000;000;000;000
f-vieites;Francisco Barbosa Vieites;0;0;3;1;2;103;42;18;0;000;000;000;000;000;000;000
franco-cervi;Franco Cervi;2;8;27;19;8;107;68;3;2;000;000;000;000;000;000;000
f-de-jong;Frenkie de Jong;0;6;48;39;9;477;439;11;3;067;000;067;033;033;000;000
fabio-silva;Fabio Daniel Soares Silva;0;7;188;119;69;298;189;7;2;020;000;020;003;014;003;000
gabriel-misehouy;Gabriel Misehouy;3;1;28;25;3;87;80;0;0;025;000;025;000;025;000;000
garcia-pascual;Alvaro Miguel Garcia Pascual;0;1;10;5;5;13;9;1;0;000;000;000;000;000;000;000
gavi;Pablo Paez Gavira;0;11;72;54;18;226;186;6;1;000;000;000;000;000;000;000
gumbau;Gerard Gumbau;17;14;69;44;25;209;148;10;0;000;000;000;000;000;000;000
gerard-2;Gerard Martin;0;13;37;28;9;258;208;5;1;000;000;000;000;000;000;000
gerard;Gerard Moreno;0;7;74;55;19;230;168;15;1;014;000;014;014;000;000;000
german-garcia;German Garcia;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
german-valera;German Valera;0;1;18;15;3;40;33;0;0;000;000;000;000;000;000;000
geronimo-spina;Geronimo Spina;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;6;2;4;576;253;109;0;000;000;000;000;000;000;000
lo-celso;Giovani Lo Celso;52;29;159;145;14;593;459;34;8;028;012;016;028;000;000;004
giuliano-simeone;Giuliano Simeone;1;12;113;91;22;429;340;1;1;010;000;010;000;010;000;000
gonzalo-garcia-1;Gonzalo Garcia;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
gonzalo-montiel;Gonzalo Montiel;1;4;10;9;1;64;55;4;0;000;000;000;000;000;000;000
guruzeta;Gorka Guruzeta;0;10;169;97;72;266;196;7;0;019;000;019;000;013;006;000
gorka-rivera;Gorka Rivera;0;2;6;5;1;6;2;0;0;000;000;000;000;000;000;000
gregoire-swiderski;Gregoire Swiderski;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
guilherme-fernandes;Guilherme Sousa Carvalho Fernandes;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
guille-fernandez;Guille Fernandez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
guillermo-ruiz;Guillermo Ruiz;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
hamari-traore;Hamari Traore;0;11;35;24;11;154;118;9;0;000;000;000;000;000;000;000
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
hugo-duro;Hugo Duro;0;12;259;128;131;329;233;4;0;025;000;025;018;004;004;000
hugo-g;Hugo Guillamon;0;11;36;27;9;186;144;9;0;000;000;000;000;000;000;000
hugo-novoa;Hugo Novoa;0;8;30;21;9;52;38;3;0;000;000;000;000;000;000;000
hugo-sotelo;Hugo Sotelo;31;22;90;81;9;788;646;50;2;000;000;000;000;000;000;000
hugo-alvarez-1;Hugo Alvarez;10;23;152;141;11;739;569;15;0;029;000;029;007;021;000;000
hector-bellerin;Hector Bellerin;0;12;47;33;14;253;197;12;2;000;000;000;000;000;000;000
hector-fort;Hector Fort;0;8;30;22;8;243;216;5;0;000;000;000;000;000;000;000
iago-aspas;Iago Aspas;2;11;106;93;13;600;416;36;14;024;003;021;024;000;000;000
zubeldia;Igor Zubeldia;0;27;195;74;121;1083;884;51;2;000;000;000;000;000;000;000
iker-almena;Iker Almena;0;0;5;5;0;26;21;0;0;000;000;000;000;000;000;000
iker-bachiller;Iker Bachiller;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
iker-benito;Iker Benito;0;0;5;4;1;11;9;0;0;000;000;000;000;000;000;000
iker-cordoba;Iker Cordoba;0;0;1;0;1;10;8;0;0;000;000;000;000;000;000;000
losada;Iker Losada;0;13;50;41;9;193;150;2;2;000;000;000;000;000;000;000
iker-munoz;Iker Munoz;0;4;41;23;18;180;131;8;1;000;000;000;000;000;000;000
iker-alvarez;Iker Alvarez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
ilaix;Moriba Kourouma Kourouma;0;37;177;140;37;645;541;29;3;000;000;000;000;000;000;000
ilias-akhomach;Ilias Akhomach;3;12;105;92;13;164;124;7;1;007;000;007;007;000;000;000
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
irvin-cardona;Irvin Cardona;0;8;68;48;20;142;90;3;1;011;011;000;000;011;000;000
isaac-romero;Isaac Romero;0;7;214;152;62;311;219;10;1;010;003;006;006;000;003;000
isco;Francisco Roman Alarcon Suarez;24;10;116;94;22;411;325;24;2;057;000;057;000;057;000;000
