ID;Jugador;BLOQ;INTER;R;D;EE;EF;JUH;DE;DF;DAE;DAF
williot-swedberg;Williot Swedberg;1;3;36;7;11;3;0;52;67;7;13
willy-kambwala;Willy Kambwala;3;5;12;27;6;3;0;22;14;12;10
wojciech-szczesny;Wojciech Szczesny;0;0;48;7;1;0;0;1;0;0;0
xavier-pleguezuelo;Xavier Pleguezuelo;0;0;0;0;0;0;0;0;0;0;0
herrera-1;Yangel Herrera;2;22;65;34;26;14;0;116;105;26;17
yarek-gasiorowski;Yarek Gasiorowski;6;25;38;51;16;3;0;45;21;24;12
jesus-santiago;Jesús Santiago Pérez;2;0;18;3;7;5;0;18;25;1;4
yeray-2;Yeray Álvarez;4;23;55;57;11;7;0;63;40;30;20
yeremy;Yeremy Pino;3;6;57;9;21;17;0;84;85;7;11
yoel-lago;Yoel Lago;1;2;6;2;1;1;0;5;4;1;1
youssef-lekhedim;Youssef Lekhedim;0;0;0;0;0;0;0;0;0;0;0
youssouf-sabaly;Youssouf Sabaly;2;10;48;27;20;8;0;49;42;6;9
yuri-b;Yuri Berchiche;2;17;80;37;12;10;0;58;40;16;14
yvan-neyou;Yvan Neyou;2;18;90;26;29;15;0;116;77;16;13
yaser-asprilla;Yáser Asprilla;0;3;38;3;8;6;0;49;42;2;0
alex-b;Álex Baena;2;18;103;8;10;11;0;79;112;12;18
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0;0
alex-munoz;Álex Muñoz;7;15;24;49;23;8;0;57;64;18;21
a-remiro;Álex Remiro;0;0;173;20;0;0;0;7;1;6;0
a-sola;Álex Sola;0;7;47;11;14;7;0;86;121;19;29
alex-suarez;Álex Suárez;20;7;47;80;17;14;0;65;65;22;37
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0;0
alvaro-aceves;Álvaro Aceves;0;0;0;0;0;0;0;0;0;0;0
aguado-1;Álvaro Aguado;1;3;31;5;2;2;0;18;17;3;2
alvaro-cortes-1;Álvaro Cortés;0;0;0;0;0;0;0;0;0;0;0
alvaro-djalo;Álvaro Djaló;0;1;16;3;4;2;0;31;48;7;12
alvaro-fernandez;Álvaro Fernández;0;0;58;9;0;0;0;3;1;1;0
alvaro-1;Álvaro García;0;25;60;23;19;8;0;49;52;6;11
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0;0
odriozola;Álvaro Odriozola;0;0;2;1;1;0;0;3;3;1;0
alvaro-rodriguez-3;Álvaro Rodríguez;0;3;20;11;4;3;0;92;95;61;52
a-tejero;Álvaro Tejero;1;11;61;23;3;8;0;42;51;11;8
correa;Ángel Correa;0;3;30;4;1;5;0;28;56;1;7
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0;0
angel-ortiz;Ángel Ortiz;0;5;14;5;7;3;0;25;26;5;7
aron-yaakobishvili;Áron Yaakobishvili;0;0;0;0;0;0;0;0;0;0;0
e-militao;Éder Gabriel Militão;8;12;44;34;17;2;0;53;41;21;12
i-lekue;Íñigo Lekue;1;4;24;14;7;3;0;19;14;3;2
r-de-galarreta;Íñigo Ruíz de Galarreta;2;8;84;8;19;6;0;49;56;3;7
de-marcos;Óscar De Marcos;1;13;70;23;12;14;0;38;51;6;12
mingueza;Óscar Mingueza;4;12;89;21;13;11;0;65;81;8;8
oscar-4;Óscar Rodríguez;1;12;42;15;13;13;0;67;66;9;15
oscar-trejo;Óscar Trejo;0;2;13;2;4;0;0;17;35;3;5
oscar-5;Óscar Valentín;5;21;85;42;36;10;0;103;105;28;32
orjan-nyland;Ørjan Nyland;0;0;124;16;1;0;0;4;1;3;0
