ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
ander;Ander Herrera;3;2;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
gorosabel;Andoni Gorosabel;0;0;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
andreas-christensen;Andreas Christensen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
andrei;Andrei Ratiu;9;3;1;9;6;1;0;1;0.00;0.11;0;0.00;0;0
lunin;Andrii Lunin;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
andre-almeida-1;Domingos André Ribeiro Almeida;1;1;0;2;4;0;0;0;0.00;0.00;0;0.00;0;0
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ansu-fati;Ansu Fati;2;2;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
budimir;Ante Budimir;14;6;1;5;7;4;4;0;0.21;0.00;2;0.07;0;0
griezmann;Antoine Griezmann;6;3;4;3;4;2;1;1;0.33;0.00;0;0.00;1;0
antonio-blanco;Antonio Blanco;6;1;1;4;2;0;0;0;0.00;0.00;0;0.00;0;0
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
a-raillo;Antonio Raíllo;9;3;0;1;0;1;1;0;0.00;0.00;0;0.00;0;0
antonio-rudiger;Antonio Rüdiger;5;2;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
sivera;Antonio Sivera;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sanchez;Antonio Sánchez;3;1;0;3;2;0;0;0;0.00;0.00;0;0.00;0;0
antoniu-roca;Antoniu Roca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
a-tuhami;Anuar Tuhami;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
egoitz-arana;Egoitz Arana Aizpurua;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arda-guler;Arda Güler;4;4;0;5;7;0;0;0;0.00;0.00;0;0.00;0;0
aridane-1;Aridane Hernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arambarri-1;Aritz Arambarri;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
aritz;Aritz Elustondo;1;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
arnau-1;Arnau Martínez;0;0;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arnaut-danjuma;Arnaut Danjuma;7;4;0;5;12;2;2;0;0.14;0.14;0;0.00;0;0
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
villalibre;Asier Villalibre;4;2;0;0;1;1;1;0;0.25;0.00;1;0.00;0;0
assane-diao;Assane Diao;3;0;1;0;5;0;0;0;0.00;0.00;0;0.00;0;0
augusto-batalla;Augusto Batalla;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
aurelien-tchouameni;Aurélien Tchouaméni;5;0;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
axel-witsel;Axel Witsel;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ayoze-perez;Ayoze Pérez;14;6;0;7;3;6;5;1;0.07;0.29;0;0.07;0;0
b-ramirez;Benito Ramírez;2;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
bertug-yildirim;Bertug Yildirim;4;2;0;1;4;1;1;0;0.00;0.00;0;0.25;0;0
benat-prados;Beñat Prados;2;2;0;2;3;1;1;0;0.00;0.00;0;0.50;0;0
benat-turrientes;Beñat Turrientes;4;1;0;5;3;0;0;0;0.00;0.00;0;0.00;0;0
bojan-miovski;Bojan Miovski;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
b-iglesias;Borja Iglesias;9;8;0;6;3;4;4;0;0.11;0.22;0;0.11;0;0
b-mayoral;Borja Mayoral;3;2;0;3;0;1;1;0;0.00;0.33;1;0.00;0;0
brahim;Brahim Díaz;1;1;1;6;1;1;1;0;1.00;0.00;0;0.00;0;0
brais-mendez;Brais Méndez;8;3;1;3;6;1;1;0;0.00;0.13;0;0.00;0;0
b-olivan;Brian Oliván;0;0;1;0;0;0;0;0;0.00;0.00;0;0.00;0;0
bryan;Bryan Gil;12;6;0;14;12;1;1;0;0.08;0.00;0;0.00;0;0
bryan-zaragoza;Bryan Zaragoza;9;3;3;14;18;1;1;0;0.00;0.11;0;0.00;0;0
carl-starfelt;Carl Starfelt;2;1;0;0;0;1;1;0;0.00;0.00;0;0.50;0;0
alena;Carles Aleñá;3;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
c-perez;Carles Pérez;7;2;0;11;16;0;0;0;0.00;0.00;0;0.00;0;0
carlos-benavidez;Carlos Benavídez;2;1;1;1;1;1;0;1;0.50;0.00;0;0.00;0;0
c-dominguez;Carlos Domínguez;2;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
carlos-guirao;Carlos Guirao;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
carlos-martin;Carlos Martín;1;1;0;0;2;1;1;0;0.00;0.00;0;0.00;0;0
carlos-romero;Carlos Romero;6;2;0;6;6;1;1;0;0.17;0.00;0;0.00;0;0
carlos-vicente;Carlos Vicente;8;3;0;8;20;2;2;0;0.13;0.13;0;0.00;0;0
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cenk-ozkacar;Cenk Özkacar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
chema-andres;José María Andres Baixauli;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
chidera-ejuke;Chidera Ejuke;9;5;0;28;14;1;1;0;0.00;0.11;0;0.00;0;0
chimy-avila;Chimy Ávila;4;2;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
chiquinho-1;Francisco Jorge Tavares Oliveira;1;1;0;3;2;0;0;0;0.00;0.00;0;0.00;0;0
christantus-uche;Christantus Uche;9;3;0;13;13;1;1;0;0.00;0.00;0;0.11;0;0
ivan-cantalejo;Iván Cantalejo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
lenglet;Clément Lenglet;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
coba-da-costa;Coba da Costa;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
conor-gallagher;Conor Gallagher;4;2;0;4;4;2;1;1;0.00;0.50;0;0.00;0;0
copete;José Manuel Arias Copete;3;2;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cristhian-mosquera;Cristhian Mosquera;3;1;0;4;2;0;0;0;0.00;0.00;0;0.00;0;0
stuani;Cristhian Stuani;7;4;0;0;0;3;3;0;0.00;0.43;1;0.00;0;0
cyle-larin;Cyle Larin;3;1;2;2;5;1;1;0;0.00;0.33;0;0.00;0;0
bakambu;Cédric Bakambu;3;2;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
cesar-azpilicueta;César Azpilicueta;2;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cesar-tarrega;César Tárrega;3;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
daley-blind;Daley Blind;1;1;1;7;2;0;0;0;0.00;0.00;0;0.00;0;0
daley-sinkgraven;Daley Sinkgraven;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
damian-rodriguez;Damián Rodríguez;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
carvajal;Dani Carvajal;2;1;0;2;3;1;1;0;0.00;0.50;0;0.00;0;0
d-ceballos;Dani Ceballos;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
cardenas;Dani Cárdenas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dani-gomez-1;Dani Gómez;5;3;0;1;3;1;0;1;0.00;0.20;0;0.00;0;0
dani-olmo;Dani Olmo;8;4;0;7;1;3;3;0;0.13;0.25;0;0.00;0;0
parejo;Dani Parejo;3;2;0;3;0;1;1;0;0.33;0.00;0;0.00;0;0
dani-raba;Dani Raba;3;2;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
dani-rodriguez;Dani Rodríguez;6;3;2;5;3;2;2;0;0.00;0.17;0;0.17;0;0
vivian;Dani Vivian;3;1;0;4;1;1;1;0;0.00;0.33;0;0.00;0;0
daniel-luna;Daniel Luna;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
daniel-requena;Daniel Requena;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
darko;Darko Brasanac;3;1;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
d-machis;Darwin Machís;3;0;0;1;3;0;0;0;0.00;0.00;0;0.00;0;0
david-2;David Argüelles;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-jimenez-1;David Jiménez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-lopez;David López;2;0;0;3;0;0;0;0;0.00;0.00;0;0.00;0;0
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-soria;David Soria;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-torres-1;David Torres;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
denis-suarez;Denis Suárez;1;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-conde;Diego Conde;0;0;1;0;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-garcia-2;Diego García;4;2;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
llorente-r;Diego Llorente;1;1;0;4;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-lopez-noguerol;Diego López;4;2;1;3;15;1;1;0;0.00;0.00;0;0.25;0;0
rico;Diego Rico;5;3;1;3;2;0;0;0;0.00;0.00;0;0.00;0;0
foulquier;Dimitri Foulquier;1;0;0;4;4;0;0;0;0.00;0.00;0;0.00;0;0
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dinko-horkas;Dinko Horkas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
djene;Djené Dakonam;3;0;0;2;2;0;0;0;0.00;0.00;0;0.00;0;0
djibril-sow;Djibril Sow;3;2;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dodi-lukebakio;Dodi Lukébakio;19;11;0;20;15;3;3;0;0.11;0.05;1;0.00;0;0
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dominik-greif;Dominik Greif;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
donny-van-de-beek;Donny van de Beek;0;0;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
dario-essugo;Dário Cassia Luís Essugo;4;2;0;7;1;0;0;0;0.00;0.00;0;0.00;0;0
eduardo-camavinga;Eduardo Camavinga;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
endrick;Endrick Felipe Moreira de Sousa;7;3;0;1;0;1;1;0;0.00;0.14;0;0.00;0;0
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
franquesa;Enric Franquesa;3;1;0;4;5;1;1;0;0.33;0.00;0;0.00;0;0
enzo-barrenechea;Enzo Barrenechea;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
boyomo;Enzo Boyomo;3;1;0;4;0;1;1;0;0.00;0.33;0;0.00;0;0
loiodice;Enzo Loiodice;1;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
eray-ervin-cumart;Eray Cömert;4;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
eric-bailly;Eric Bailly;1;0;0;3;0;0;0;0;0.00;0.00;0;0.00;0;0
eric-garcia;Eric García;3;2;1;1;2;0;0;0;0.00;0.00;0;0.00;0;0
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
etta-eyong;Etta Eyong;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
fabio;Fabio González;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
valverde-1;Federico Valverde;10;6;2;5;3;2;0;2;0.00;0.20;0;0.00;1;0
f-mendy;Ferland Mendy;0;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
fermin-lopez;Fermín López;1;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
calero;Fernando Calero;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ferran;Ferran Torres;6;4;2;6;1;1;1;0;0.00;0.17;0;0.00;0;0
lejeune;Florian Lejeune;7;3;1;0;0;0;0;0;0.00;0.00;0;0.00;0;0
fran-beltran;Fran Beltrán;3;1;0;2;1;1;0;1;0.00;0.33;0;0.00;0;0
fran-garcia-1;Fran García;2;2;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
francisco-martinez-1;Fran Pérez;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
f-vieites;Francisco Barbosa Vieites;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
franco-cervi;Franco Cervi;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
f-de-jong;Frenkie de Jong;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
fabio-silva;Fábio Daniel Soares Silva;11;6;0;5;10;1;1;0;0.00;0.09;0;0.00;0;0
gabriel-misehouy;Gabriel Misehouy;3;2;0;0;0;1;1;0;0.00;0.33;0;0.00;0;0
gumbau;Gerard Gumbau;2;1;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
gerard-2;Gerard Martín;0;0;1;0;2;0;0;0;0.00;0.00;0;0.00;0;0
gerard;Gerard Moreno;4;3;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
german-valera;Germán Valera;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
lo-celso;Giovani Lo Celso;16;10;0;10;10;5;3;2;0.31;0.00;1;0.00;0;0
giuliano-simeone;Giuliano Simeone;0;0;0;3;3;0;0;0;0.00;0.00;0;0.00;0;0
gonzalo-montiel;Gonzalo Montiel;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
guruzeta;Gorka Guruzeta;10;6;2;4;4;2;2;0;0.00;0.10;0;0.10;0;0
gorka-rivera;Gorka Rivera;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
guille-fernandez;Guille Fernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hamari-traore;Hamari Traoré;0;0;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hugo-duro;Hugo Duro;9;4;0;1;4;2;2;0;0.11;0.00;0;0.11;0;0
hugo-g;Hugo Guillamón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hugo-novoa;Hugo Novoa;1;0;0;3;5;0;0;0;0.00;0.00;0;0.00;0;0
hugo-sotelo;Hugo Sotelo;1;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
hugo-alvarez-1;Hugo Álvarez;3;3;1;14;19;1;1;0;0.33;0.00;0;0.00;0;0
hector-bellerin;Héctor Bellerín;0;0;1;4;2;0;0;0;0.00;0.00;0;0.00;0;0
hector-fort;Héctor Fort;1;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
iago-aspas;Iago Aspas;15;9;2;7;3;4;3;1;0.27;0.00;1;0.00;0;0
zubeldia;Igor Zubeldia;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
iker-almena;Iker Almena;1;0;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
iker-benito;Iker Benito;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
iker-cordoba;Iker Córdoba;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
losada;Iker Losada;0;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
iker-munoz;Iker Muñoz;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
iker-alvarez;Iker Álvarez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ilaix;Ilaix Moriba;3;0;0;4;2;0;0;0;0.00;0.00;0;0.00;0;0
ilias-akhomach;Ilias Akhomach;9;4;0;12;12;0;0;0;0.00;0.00;0;0.00;0;0
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
irvin-cardona;Irvin Cardona;5;2;1;1;4;0;0;0;0.00;0.00;0;0.00;0;0
isaac-romero;Isaac Romero;14;6;1;6;3;0;0;0;0.00;0.00;0;0.00;0;0
isi-2;Isi Palazón;8;1;1;9;11;1;1;0;0.13;0.00;0;0.00;0;0
balliu;Iván Balliu;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
cuellar;Iván Cuéllar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ivan-gil;Iván Gil;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ivan-martin;Iván Martín;1;1;0;8;6;1;1;0;0.00;1.00;0;0.00;0;0
i-sanchez;Iván Sánchez Aguayo;4;3;0;8;2;1;0;1;0.25;0.00;0;0.00;0;0
ivan-villar;Iván Villar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
inaki-pena;Ignacio Peña Sotorres;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
williams;Iñaki Williams;8;3;4;13;18;1;1;0;0.13;0.00;0;0.00;0;0
i-martinez;Íñigo Martínez;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jacobo-ramon;Jacobo Ramón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jailson;Jailson Marques Siqueira;1;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;1
mata;Jaime Mata;3;1;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
james-1;James Rodríguez;2;2;0;5;2;0;0;0;0.00;0.00;0;0.00;0;0
oblak;Jan Oblak;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
jan-salas;Jan Salas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cillessen;Jasper Cillessen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-galan;Javi Galán;0;0;1;2;3;0;0;0;0.00;0.00;0;0.00;0;0
javier-guerra;Javi Guerra;3;0;0;5;5;0;0;0;0.00;0.00;0;0.00;0;0
javi-hdez;Javi Hernández;4;1;1;6;2;0;0;0;0.00;0.00;0;0.00;0;0
javi-lopez-4;Javi López;3;0;0;3;6;0;0;0;0.00;0.00;0;0.00;0;0
javi-martinez-2;Javi Martínez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-munoz;Javi Muñoz;5;2;1;7;2;0;0;0;0.00;0.00;0;0.00;0;0
puado;Javi Puado;13;4;0;3;9;3;3;0;0.08;0.08;1;0.08;0;0
javier-rodriguez-1;Javi Rodríguez;2;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-sanchez-1;Javi Sánchez de Felipe;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
manquillo;Javier Manquillo;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
javier-marton;Javier Martón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
areso;Jesús Areso;1;0;0;7;8;0;0;0;0.00;0.00;0;0.00;0;0
j-navas;Jesús Navas;2;2;0;2;1;1;1;0;0.00;0.50;0;0.00;0;0
jesus-owono;Jesús Owono;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jesus-rodriguez;Jesús Rodriguez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
vallejo;Jesús Vallejo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-vazquez-1;Jesús Vázquez;2;1;0;9;10;0;0;0;0.00;0.00;0;0.00;0;0
jhon-solis;Jhon Solís;0;0;0;4;2;0;0;0;0.00;0.00;0;0.00;0;0
jiri-letacek;Jirí Letácek;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-garcia;Joan García;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jordan;Joan Jordán;3;1;1;1;0;0;0;0;0.00;0.00;0;0.00;0;0
joaquin-panichelli;Joaquín Panichelli;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
casals;Joel Roca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-carreras;Jofre Carreras;6;4;2;12;13;2;0;2;0.00;0.33;0;0.00;0;0
j-mojica;Johan Mojica;2;0;0;10;8;0;0;0;0.00;0.00;0;0.00;0;0
j-patrick;John Patrick;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
joao-cardoso;Johnny Cardoso;4;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
jon-aramburu;Jon Aramburu;3;2;0;1;4;0;0;0;0.00;0.00;0;0.00;0;0
guridi;Jon Guridi;2;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
