ID;Jugador;BLOQ;INTER;R;D;EE;EF;JUH;DE;DF;DAE;DAF
alberto-mari;Alberto Marí;0;0;0;0;0;0;0;0;1;0;0
a-moleiro;Alberto Moleiro;0;2;27;1;3;4;0;38;48;0;5
alberto-risco;Alberto Risco;0;0;5;0;4;0;0;8;18;1;3
alex-balde;Alejandro Balde;2;2;17;6;4;1;0;40;26;5;4
catena;Alejandro Catena;3;6;21;57;4;6;0;32;21;19;7
a-frances;Alejandro Francés;2;8;17;15;7;5;0;22;22;1;3
alejandro-iturbe;Alejandro Iturbe;0;0;0;0;0;0;0;0;0;0;0
alejo-veliz;Alejo Véliz;2;1;9;12;1;0;0;43;38;24;23
sedlar;Aleksandar Sedlar;1;7;12;7;9;6;0;26;13;7;3
berenguer;Alex Berenguer;2;4;21;3;2;4;0;26;36;6;10
alex-kral;Alex Král;8;10;37;17;15;7;0;44;26;7;4
alexander-sorloth;Alexander Sørloth;1;0;13;7;0;1;0;38;27;29;13
alfonso-1;Alfon González;0;1;1;1;0;1;0;12;17;0;1
a-espino;Alfonso Espino;2;7;15;6;9;7;0;33;28;6;3
ali-fadal;Ali Fadal;0;0;0;0;0;0;0;0;0;0;0
alvaro-abajas;Alvin Abajas;0;0;0;0;0;0;0;0;0;0;0
amath;Amath Ndiaye;1;2;11;0;0;1;0;11;15;1;3
ander-astralaga;Ander Astralaga;0;0;0;0;0;0;0;0;0;0;0
barrenetxea;Ander Barrenetxea;0;4;18;6;4;1;0;15;24;4;4
guevara;Ander Guevara;0;2;26;10;5;4;0;19;27;1;7
ander;Ander Herrera;0;2;9;8;4;2;0;13;11;2;0
gorosabel;Andoni Gorosabel;0;0;7;8;0;2;0;6;13;2;5
andreas-christensen;Andreas Christensen;0;0;1;2;0;0;0;1;1;1;0
andrei;Andrei Ratiu;1;5;30;13;9;3;0;25;31;3;6
lunin;Andrii Lunin;0;0;5;3;0;0;0;2;0;1;0
andre-almeida-1;Domingos André Ribeiro Almeida;1;2;22;2;7;4;0;19;21;2;5
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0;0;0
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0;0;0
ansu-fati;Ansu Fati;0;0;0;0;0;0;0;1;2;0;1
budimir;Ante Budimir;1;1;14;4;2;4;0;46;57;32;31
griezmann;Antoine Griezmann;0;3;17;7;3;2;0;20;26;4;7
antonio-blanco;Antonio Blanco;2;7;32;4;7;4;0;26;34;3;7
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0;0;0
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0;0;0
a-raillo;Antonio Raíllo;10;13;26;45;5;4;0;51;36;40;18
antonio-rudiger;Antonio Rüdiger;9;3;27;27;4;2;0;27;14;13;9
sivera;Antonio Sivera;0;0;56;7;0;0;0;0;1;0;0
sanchez;Antonio Sánchez;0;5;20;11;8;4;0;19;16;3;2
antoniu-roca;Antoniu Roca;0;1;2;2;0;3;0;6;3;0;0
a-tuhami;Anuar Tuhami;0;1;2;0;0;0;0;1;0;1;0
egoitz-arana;Egoitz Arana Aizpurua;0;0;0;0;0;0;0;0;0;0;0
arda-guler;Arda Güler;0;1;11;3;3;5;0;21;17;1;4
aridane-1;Aridane Hernández;0;0;0;0;0;0;0;0;0;0;0
arambarri-1;Aritz Arambarri;2;3;4;8;1;0;0;7;8;6;8
aritz;Aritz Elustondo;5;1;14;8;2;2;0;12;7;3;3
arnau-1;Arnau Martínez;0;0;12;6;6;3;0;14;13;3;4
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0;0;0
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0;0;0
arnaut-danjuma;Arnaut Danjuma;0;1;13;0;4;3;0;18;20;2;1
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0;0
villalibre;Asier Villalibre;0;1;2;4;0;0;0;10;8;5;2
assane-diao;Assane Diao;0;0;4;1;1;2;0;9;14;4;2
augusto-batalla;Augusto Batalla;0;0;35;3;0;0;0;5;1;1;0
aurelien-tchouameni;Aurélien Tchouaméni;6;19;37;10;6;9;0;40;24;16;6
axel-witsel;Axel Witsel;2;2;11;19;1;1;0;17;4;13;2
ayoze-perez;Ayoze Pérez;0;2;20;4;2;2;0;29;23;3;4
b-ramirez;Benito Ramírez;2;1;13;7;1;1;0;7;19;1;6
bertug-yildirim;Bertug Yildirim;1;0;11;8;2;2;0;37;46;25;20
benat-prados;Beñat Prados;1;7;23;5;8;0;0;22;28;7;5
benat-turrientes;Beñat Turrientes;2;1;19;4;3;7;0;30;25;6;6
bojan-miovski;Bojan Miovski;0;0;3;1;2;0;0;4;7;1;1
b-iglesias;Borja Iglesias;1;3;14;4;3;0;0;19;23;2;6
b-mayoral;Borja Mayoral;0;0;6;1;1;0;0;11;12;6;7
brahim;Brahim Díaz;0;1;7;0;2;0;0;11;11;0;1
brais-mendez;Brais Méndez;0;2;14;1;2;2;0;21;36;1;6
b-olivan;Brian Oliván;0;3;4;5;3;0;0;4;7;0;3
bryan;Bryan Gil;0;3;19;2;9;5;0;38;43;0;2
bryan-zaragoza;Bryan Zaragoza;0;0;12;4;6;3;0;37;39;0;4
carl-starfelt;Carl Starfelt;8;11;18;34;3;1;0;20;19;14;12
alena;Carles Aleñá;1;0;9;1;3;3;0;23;21;8;8
c-perez;Carles Pérez;1;2;13;5;10;4;0;34;61;5;9
carlos-benavidez;Carlos Benavídez;1;5;16;2;3;2;0;13;15;5;3
c-dominguez;Carlos Domínguez;4;4;7;20;4;3;0;21;7;11;2
carlos-guirao;Carlos Guirao;0;0;0;0;0;0;0;0;0;0;0
carlos-martin;Carlos Martín;1;0;8;3;2;3;0;12;15;2;3
carlos-romero;Carlos Romero;1;6;33;16;14;5;0;31;36;3;5
carlos-vicente;Carlos Vicente;0;3;32;4;7;3;0;33;42;4;9
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0;0;0
cenk-ozkacar;Cenk Özkacar;1;3;12;6;2;0;0;2;3;0;0
chema-andres;José María Andres Baixauli;0;0;0;0;0;0;0;0;0;0;0
chidera-ejuke;Chidera Ejuke;0;1;30;2;3;2;0;43;38;3;2
chimy-avila;Chimy Ávila;0;1;10;1;1;2;0;16;12;4;1
chiquinho-1;Francisco Jorge Tavares Oliveira;0;0;4;0;0;1;0;7;16;1;3
christantus-uche;Christantus Uche;1;1;37;4;5;3;0;68;81;18;31
ivan-cantalejo;Iván Cantalejo;0;0;2;0;0;1;0;4;4;0;1
lenglet;Clément Lenglet;0;1;1;10;0;0;0;3;4;1;0
coba-da-costa;Coba da Costa;0;0;0;0;0;0;0;0;0;0;0
conor-gallagher;Conor Gallagher;1;7;22;7;12;6;0;40;30;5;9
copete;José Manuel Arias Copete;1;2;5;26;5;2;0;16;11;8;4
cristhian-mosquera;Cristhian Mosquera;7;10;46;26;3;3;0;25;20;13;11
stuani;Cristhian Stuani;0;0;1;1;0;0;0;2;4;2;2
cyle-larin;Cyle Larin;0;1;14;3;2;0;0;21;54;12;26
bakambu;Cédric Bakambu;0;0;1;0;0;0;0;3;10;2;7
cesar-azpilicueta;César Azpilicueta;1;1;6;10;3;5;0;20;11;7;4
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0;0;0
cesar-tarrega;César Tárrega;5;4;21;32;7;1;0;23;21;13;12
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0;0;0
daley-blind;Daley Blind;4;10;26;22;8;7;0;29;12;3;5
daley-sinkgraven;Daley Sinkgraven;0;1;6;1;1;4;0;9;5;1;0
damian-rodriguez;Damián Rodríguez;1;4;24;7;4;3;0;12;21;0;3
carvajal;Dani Carvajal;3;10;21;14;8;4;0;27;20;7;5
d-ceballos;Dani Ceballos;0;0;3;0;3;1;0;7;6;0;0
cardenas;Dani Cárdenas;0;0;25;4;0;0;0;1;0;1;0
dani-gomez-1;Dani Gómez;0;2;6;3;1;1;0;11;17;3;9
dani-olmo;Dani Olmo;0;1;12;0;1;2;0;14;14;1;1
parejo;Dani Parejo;1;4;33;9;7;2;0;23;16;6;1
dani-raba;Dani Raba;0;4;12;2;4;2;0;12;12;0;2
dani-rodriguez;Dani Rodríguez;0;2;15;4;12;2;0;35;25;7;9
vivian;Dani Vivian;3;10;42;41;8;3;0;30;25;11;15
daniel-luna;Daniel Luna;0;0;0;0;0;0;0;0;0;0;0
daniel-requena;Daniel Requena;0;0;0;0;0;0;0;0;0;0;0
darko;Darko Brasanac;5;3;19;16;2;6;0;22;32;10;14
d-machis;Darwin Machís;0;1;11;2;0;0;0;5;11;1;0
david-2;David Argüelles;0;0;0;0;0;0;0;0;0;0;0
david-jimenez-1;David Jiménez;0;0;0;0;0;0;0;0;0;0;0
david-lopez;David López;6;7;19;28;1;3;0;18;17;9;7
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0;0;0
david-soria;David Soria;0;0;54;14;1;0;0;3;0;2;0
david-torres-1;David Torres;8;1;5;15;2;0;0;11;11;8;7
denis-suarez;Denis Suárez;1;0;2;1;1;0;0;4;2;0;0
diego-conde;Diego Conde;0;1;52;8;2;0;0;2;2;0;0
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0;0
diego-garcia-2;Diego García;0;0;1;2;0;0;0;11;11;8;8
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;0;0
llorente-r;Diego Llorente;10;14;23;37;5;7;0;43;26;19;11
diego-lopez-noguerol;Diego López;0;2;26;0;4;1;0;18;41;5;8
rico;Diego Rico;0;5;34;12;13;15;0;54;28;10;7
foulquier;Dimitri Foulquier;0;0;19;5;8;5;0;28;19;3;1
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0;0
dinko-horkas;Dinko Horkas;0;0;15;4;0;0;0;0;1;0;0
djene;Djené Dakonam;4;9;28;31;1;3;0;26;29;15;8
djibril-sow;Djibril Sow;0;3;22;4;3;2;0;14;18;3;2
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;0;0
dodi-lukebakio;Dodi Lukébakio;0;1;25;1;4;1;0;38;38;4;2
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0;0;0;0;0;0;0;0;0
dominik-greif;Dominik Greif;0;0;46;3;0;0;0;1;0;1;0
donny-van-de-beek;Donny van de Beek;0;0;8;4;1;2;0;4;9;0;1
dario-essugo;Dário Cassia Luís Essugo;1;5;20;5;6;2;0;25;10;6;2
eduardo-camavinga;Eduardo Camavinga;0;1;6;1;3;1;0;6;4;0;1
endrick;Endrick Felipe Moreira de Sousa;0;1;2;0;0;0;0;5;5;1;2
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0;0
franquesa;Enric Franquesa;1;1;20;8;6;6;0;23;16;4;3
enzo-barrenechea;Enzo Barrenechea;0;2;8;6;1;4;0;16;9;5;1
boyomo;Enzo Boyomo;9;6;28;36;13;7;0;37;26;10;12
loiodice;Enzo Loiodice;0;2;7;2;2;0;0;6;19;2;3
eray-ervin-cumart;Eray Cömert;7;6;10;21;3;5;0;22;20;8;7
eric-bailly;Eric Bailly;3;5;15;18;2;7;0;19;9;7;2
eric-garcia;Eric García;3;4;11;9;4;6;0;25;22;11;11
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0;0;0;0;0;0;0;0;0
etta-eyong;Etta Eyong;0;0;0;0;0;0;0;0;0;0;0
fabio;Fabio González;0;0;3;0;0;0;0;1;2;1;0
valverde-1;Federico Valverde;3;19;52;11;10;6;0;35;15;8;4
f-mendy;Ferland Mendy;2;6;16;5;11;3;0;22;13;2;1
fermin-lopez;Fermín López;0;1;3;0;2;0;0;6;6;1;0
calero;Fernando Calero;3;5;4;20;2;2;0;10;4;3;2
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0;0
ferran;Ferran Torres;0;0;8;0;1;2;0;11;10;1;2
lejeune;Florian Lejeune;9;3;29;40;8;4;0;37;29;21;13
fran-beltran;Fran Beltrán;3;4;21;7;6;5;0;18;25;3;5
fran-garcia-1;Fran García;1;2;16;2;4;1;0;10;10;1;2
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0;0;0
francisco-martinez-1;Fran Pérez;0;0;3;0;1;0;0;2;3;0;2
f-vieites;Francisco Barbosa Vieites;0;0;0;0;0;0;0;0;0;0;0
franco-cervi;Franco Cervi;0;1;0;0;0;0;0;0;3;0;1
f-de-jong;Frenkie de Jong;0;0;0;0;0;0;0;0;0;0;0
fabio-silva;Fábio Daniel Soares Silva;0;1;16;1;1;4;0;20;31;5;2
gabriel-misehouy;Gabriel Misehouy;0;0;0;0;0;0;0;0;2;0;0
gumbau;Gerard Gumbau;1;0;5;2;6;2;0;15;16;5;7
gerard-2;Gerard Martín;1;2;10;9;2;3;0;11;11;4;1
gerard;Gerard Moreno;0;0;2;0;2;0;0;7;3;2;0
german-valera;Germán Valera;0;3;1;1;0;0;0;1;1;0;0
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;63;5;0;0;0;3;1;2;1
lo-celso;Giovani Lo Celso;0;1;28;1;6;4;0;48;28;2;3
giuliano-simeone;Giuliano Simeone;1;0;4;1;2;0;0;5;6;0;0
gonzalo-montiel;Gonzalo Montiel;0;0;1;0;0;0;0;0;0;0;0
guruzeta;Gorka Guruzeta;1;2;18;6;2;1;0;23;52;8;27
gorka-rivera;Gorka Rivera;0;0;1;0;0;2;0;3;3;0;1
guille-fernandez;Guille Fernández;0;0;0;0;0;0;0;0;0;0;0
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0;0;0
hamari-traore;Hamari Traoré;1;3;15;11;7;4;0;20;15;4;7
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;0;0
hugo-duro;Hugo Duro;0;4;16;4;4;0;0;31;43;13;24
hugo-g;Hugo Guillamón;1;5;15;6;4;2;0;15;10;5;2
hugo-novoa;Hugo Novoa;1;0;8;5;5;3;0;13;14;1;7
hugo-sotelo;Hugo Sotelo;0;0;15;2;4;1;0;8;8;0;2
hugo-alvarez-1;Hugo Álvarez;1;4;40;6;5;9;0;39;43;3;1
hector-bellerin;Héctor Bellerín;1;2;8;11;6;5;0;19;14;4;4
hector-fort;Héctor Fort;0;0;2;2;2;1;0;5;3;1;0
iago-aspas;Iago Aspas;0;1;22;3;3;3;0;31;25;2;2
zubeldia;Igor Zubeldia;6;5;16;23;4;1;0;29;36;20;26
iker-almena;Iker Almena;0;0;2;2;0;0;0;3;2;0;0
iker-benito;Iker Benito;0;1;3;2;0;0;0;1;4;0;1
iker-cordoba;Iker Córdoba;0;0;0;0;0;0;0;0;0;0;0
losada;Iker Losada;0;1;9;1;4;1;0;8;6;1;2
iker-munoz;Iker Muñoz;0;0;1;1;0;0;0;3;1;2;1
iker-alvarez;Iker Álvarez;0;0;0;0;0;0;0;0;0;0;0
ilaix;Ilaix Moriba;1;4;13;3;5;2;0;19;23;3;5
ilias-akhomach;Ilias Akhomach;0;3;21;6;7;5;0;40;31;3;3
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0;0;0
irvin-cardona;Irvin Cardona;1;3;10;3;4;1;0;12;19;4;3
isaac-romero;Isaac Romero;1;0;18;5;0;2;0;24;42;9;16
isi-2;Isi Palazón;1;3;30;3;4;1;0;28;45;1;9
balliu;Iván Balliu;1;5;19;13;7;2;0;22;26;7;12
cuellar;Iván Cuéllar;0;0;0;0;0;0;0;0;0;0;0
ivan-gil;Iván Gil;0;0;0;0;0;0;0;0;0;0;0
ivan-martin;Iván Martín;1;5;46;2;7;5;0;25;28;2;1
i-sanchez;Iván Sánchez Aguayo;1;6;14;1;7;3;0;29;23;2;4
ivan-villar;Iván Villar;0;0;30;5;0;0;0;1;1;1;1
inaki-pena;Ignacio Peña Sotorres;0;0;32;7;0;0;0;1;2;1;0
williams;Iñaki Williams;1;5;20;10;0;3;0;40;55;13;12
i-martinez;Íñigo Martínez;3;3;23;26;4;3;0;28;14;15;9
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0;0;0
jacobo-ramon;Jacobo Ramón;0;0;0;0;0;0;0;0;0;0;0
jailson;Jailson Marques Siqueira;3;8;23;17;7;0;0;23;17;9;8
mata;Jaime Mata;0;1;7;0;0;1;0;9;17;3;6
james-1;James Rodríguez;0;1;7;0;2;1;0;10;7;2;1
oblak;Jan Oblak;0;0;51;3;0;0;0;2;0;1;0
jan-salas;Jan Salas;0;0;0;0;0;0;0;0;0;0;0
cillessen;Jasper Cillessen;0;0;57;6;0;0;0;0;0;0;0
javi-galan;Javi Galán;0;3;5;1;3;1;0;9;11;3;1
javier-guerra;Javi Guerra;0;0;21;7;5;4;0;19;28;2;4
javi-hdez;Javi Hernández;1;8;22;26;6;6;0;28;37;6;2
javi-lopez-4;Javi López;1;1;27;15;6;6;0;24;24;3;4
javi-martinez-2;Javi Martínez;0;0;0;0;0;0;0;0;0;0;0
javi-munoz;Javi Muñoz;0;6;25;5;9;1;0;26;23;1;6
puado;Javi Puado;0;1;20;7;5;1;0;21;25;5;5
javier-rodriguez-1;Javi Rodríguez;1;4;17;14;5;3;0;27;11;11;3
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;0;0;0
javi-sanchez-1;Javi Sánchez de Felipe;3;2;5;13;2;0;0;9;8;7;5
manquillo;Javier Manquillo;2;3;9;8;2;1;0;3;11;0;4
javier-marton;Javier Martón;0;0;0;0;0;0;0;1;1;1;1
areso;Jesús Areso;2;3;31;18;7;2;0;24;31;4;5
j-navas;Jesús Navas;0;2;6;2;1;2;0;13;8;5;3
jesus-owono;Jesús Owono;0;0;0;0;0;0;0;0;0;0;0
jesus-rodriguez;Jesús Rodriguez;0;0;0;0;0;0;0;0;0;0;0
vallejo;Jesús Vallejo;0;0;1;1;0;0;0;0;1;0;1
j-vazquez-1;Jesús Vázquez;5;5;25;15;13;3;0;36;41;4;9
jhon-solis;Jhon Solís;1;3;15;4;4;0;0;12;21;2;2
jiri-letacek;Jirí Letácek;0;0;0;0;0;0;0;0;0;0;0
j-garcia;Joan García;0;0;94;10;0;0;0;7;1;6;1
jordan;Joan Jordán;0;0;5;4;6;2;0;16;9;3;2
joaquin-panichelli;Joaquín Panichelli;0;0;0;0;0;0;0;0;0;0;0
casals;Joel Roca;0;0;0;0;0;0;0;0;0;0;0
j-carreras;Jofre Carreras;0;2;29;6;3;0;0;29;34;0;1
j-mojica;Johan Mojica;1;7;45;15;6;4;0;28;27;3;2
j-patrick;John Patrick;1;0;2;1;0;0;0;4;2;2;1
joao-cardoso;Johnny Cardoso;1;4;18;5;5;3;0;17;19;3;0
jon-aramburu;Jon Aramburu;2;1;22;19;18;6;0;39;24;10;6
guridi;Jon Guridi;0;4;19;3;3;3;0;15;19;4;7
jon-magunacelaya;Jon Magunazelaia;0;0;4;0;1;0;0;5;0;3;0
jon-martin;Jon Martín;1;1;3;6;0;0;0;7;9;7;3
moncayola;Jon Moncayola;1;5;20;6;10;12;0;32;21;4;5
jon-ander-olasagasti;Jon Olasagasti;0;1;2;1;1;1;0;4;4;1;1
pacheco-3;Jon Pacheco;4;3;8;20;2;1;0;13;16;7;7
jonathan-bamba;Jonathan Bamba;0;3;11;3;1;3;0;15;17;0;3
herrando;Jorge Herrando;5;1;7;15;1;1;0;10;8;8;5
jorge-saenz;Jorge Sáenz;2;8;19;33;10;3;0;30;23;13;11
de-frutos-1;Jorge de Frutos;0;5;37;5;8;5;0;33;50;1;3
aidoo-jr;Joseph Aidoo;0;0;1;0;0;1;0;1;1;0;0
jose-arnaiz;José Arnáiz;0;0;4;0;1;0;0;4;2;0;0
j-g-campana;José Ángel Gómez Campaña;0;7;19;4;3;0;0;16;4;4;0
j-m-gimenez;José Giménez;5;7;25;33;4;3;0;15;13;6;4
gragera;José Gragera;1;4;15;12;15;9;0;44;33;11;5
jose-angel-carmona;José Ángel Carmona;3;17;47;14;19;8;0;54;33;9;8
joao-urbaez;João Urbáez;0;0;0;0;0;0;0;0;0;0;0
juan-bernat;Juan Bernat;0;0;2;0;1;1;0;2;5;0;0
j-berrocal;Juan Berrocal;0;6;16;24;3;5;0;28;14;19;9
juan-carlos-1;Juan Carlos Martín Corral;0;0;0;0;0;0;0;0;0;0;0
juan-cruz;Juan Cruz;1;4;25;5;4;2;0;24;28;3;4
juan-cruz-1;Juan Cruz Álvaro Armada;0;0;6;7;0;2;0;4;5;1;0
juan-herzog;Juan Herzog;3;4;16;18;2;0;0;15;7;10;5
iglesias;Juan Iglesias;1;13;28;31;15;11;0;50;44;11;9
juan-musso;Juan Musso;0;0;6;0;0;0;0;1;0;1;0
juan-soriano;Juan Soriano;0;0;56;4;1;0;0;4;0;0;0
juanlu-1;Juanlu Sánchez;0;6;13;2;5;1;0;8;12;2;0
juanmi;Juan Miguel Jiménez López;0;1;7;3;3;3;0;18;10;4;1
juan-latasa;Juanmi Latasa;0;0;9;4;0;1;0;47;44;33;19
juanpe-rl;Juan Pedro Ramírez López;2;0;1;4;1;0;0;3;1;2;0
jude-bellingham;Jude Bellingham;0;6;19;2;9;5;0;28;18;2;6
julen-agirrezabala;Julen Agirrezabala;0;0;44;3;0;0;0;4;3;3;0
julen-lartitegi;Julen Lartitegi;0;0;0;0;0;0;0;0;0;0;0
kounde;Jules Koundé;2;4;28;18;11;6;0;38;29;8;6
julian-alvarez;Julián Álvarez;0;0;14;3;1;1;0;9;26;4;10
julian-chicco;Julián Chicco;0;2;3;0;4;2;0;11;7;0;2
juma-bah;Juma Bah;2;4;12;14;3;1;0;13;10;7;3
karl-hein;Karl Hein;0;0;75;6;0;0;0;2;1;1;0
kelechi-iheanacho;Kelechi Iheanacho;0;0;3;1;0;1;0;3;13;1;4
kenedy;Robert Kenedy Nunes do Nascimento;0;0;1;0;0;0;0;0;2;0;0
kike-g;Kike García;0;0;11;3;2;0;0;28;41;16;20
kike-1;Kike Pérez;3;4;14;3;12;6;0;34;40;6;5
kike-salas;Kike Salas;2;2;8;8;4;0;0;21;11;17;7
kiko-femenia;Kiko Femenía;6;14;38;12;11;7;0;31;25;2;4
kirian;Kirian Rodríguez;1;2;50;6;7;5;0;24;33;2;6
koke-5;Jorge Iglesias González;0;0;0;0;0;0;0;0;0;0;0
koke;Jorge Resurrección Merodio;0;7;42;8;9;5;0;23;27;5;5
kylian-mbappe-lottin;Kylian Mbappé;0;0;13;0;1;0;0;30;41;1;2
ladislav-krejci-ii;Ladislav Krejcí;2;5;18;11;0;2;0;11;8;7;3
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;0;0;0
lamine-yamal;Lamine Yamal Nasraoui Ebana;0;6;34;0;13;3;0;66;56;0;1
cabrera;Leandro Cabrera;6;4;14;29;3;3;0;17;11;11;8
leo-1;Leo Román;0;0;18;0;0;0;0;0;0;0;0
logan-costa;Logan Evans Costa;4;4;19;25;3;1;0;15;6;10;4
loic-bade;Loïc Badé;1;5;26;32;8;4;0;35;21;16;9
lucas-alcazar-moreno;Lucas Alcázar;0;0;0;0;0;0;0;0;0;0;0
l-ocampos;Lucas Ocampos;0;0;6;1;2;1;0;10;15;3;4
lucas-rosa;Lucas Oliveira Rosa;6;12;31;20;15;6;0;37;32;4;3
torro;Lucas Torró;2;14;37;17;12;8;0;77;45;45;9
lucas-v;Lucas Vázquez;0;1;13;0;4;0;0;16;13;2;3
lucien-agoume;Lucien Agoumé;5;7;29;8;4;8;0;32;38;10;13
l-milla;Luis Milla;0;6;41;8;12;4;0;50;46;15;14
l-perez;Luis Pérez;2;9;34;17;10;6;0;30;26;5;9
l-rioja;Luis Rioja;0;11;25;5;5;3;0;32;37;4;5
luiz-junior-1;Luiz Lúcio Reis Júnior;0;0;0;0;0;0;0;0;0;0;0
modric;Luka Modric;0;5;27;3;1;3;0;12;23;1;4
luka;Luka Romero;0;1;8;0;4;0;0;10;9;2;2
luka-sucic;Luka Sucic;2;3;22;1;3;4;0;18;20;4;5
m-sylla;Mamadou Sylla;0;0;4;1;0;0;0;8;9;5;6
manu-bueno;Manu Bueno;0;0;0;0;0;0;0;0;0;0;0
manu-fuster;Manu Fuster;0;0;5;1;0;1;0;9;11;0;1
manu-gonzalez;Manu González;0;0;0;0;0;0;0;0;0;0;0
morlanes;Manu Morlanes;3;10;25;5;4;1;0;15;20;5;10
m-sanchez;Manu Sánchez;2;8;25;14;5;4;0;17;30;2;7
marash-kumbulla;Marash Kumbulla;13;8;18;49;6;4;0;41;25;16;13
bartra;Marc Bartra;3;2;10;5;2;0;0;8;4;5;2
marc-bernal;Marc Bernal;1;1;9;4;6;2;0;14;14;1;6
marc;Marc Cardona;0;0;2;0;0;0;0;1;5;0;3
marc-casado;Marc Casadó;1;2;22;6;9;5;0;27;17;3;5
marc-domenech;Marc Domenech;0;0;3;0;0;0;0;6;11;5;5
marc-roca;Marc Roca;5;8;42;8;8;6;0;25;37;3;9
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;0;0;0
ter-stegen;Marc-André ter Stegen;0;0;41;4;0;0;0;3;1;2;0
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;0;0;0
marcos-alonso;Marcos Alonso;2;6;23;12;1;2;0;14;14;4;7
marcos-andre;Marcos André de Sousa Mendonça;1;1;11;2;0;0;0;20;18;8;8
m-llorente;Marcos Llorente;1;5;36;13;12;4;0;30;21;4;5
