ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
navarro-2;Robert Navarro;2;6;46;44;2;115;94;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lopez-alcaide;Roberto López;10;6;28;22;6;148;116;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
le-normand;Robin Le Normand;0;11;55;36;19;420;364;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rodri-3;Rodrigo Sánchez Rodríguez;3;2;17;15;2;59;49;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rodrigo-abajas;Rodrigo Abajas;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
de-paul;Rodrigo De Paul;2;4;31;29;2;255;188;19;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00
riquelme;Rodrigo Riquelme;7;3;23;18;5;111;94;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rodrygo;Rodrygo Silva de Goes;13;6;60;52;8;298;264;3;0;0.30;0.00;0.30;0.00;0.30;0.00;0.00
romain-perraud;Romain Perraud;0;9;58;48;10;227;185;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ruben-garcia;Rubén García;9;11;60;45;15;236;170;18;0;0.20;0.00;0.20;0.00;0.20;0.00;0.00
r-pena;Rubén Peña;4;4;33;26;7;41;26;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rui-silva;Rui Tiago Dantas da Silva;0;0;3;3;0;261;181;26;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sanchez-1;Salvi Sánchez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
samuel-lino;Samuel Dias Lino;2;9;49;43;6;206;160;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
samu-3;Samuel de Almeida Costa;0;27;127;91;36;444;344;28;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sandro;Sandro Ramírez;15;6;35;32;3;90;71;1;0;0.43;0.14;0.29;0.14;0.29;0.00;0.14
santi-c-v;Santi Comesaña;0;16;76;62;14;366;311;16;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
santiago-mourino;Santiago Mouriño;0;11;33;23;10;80;60;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
saul-1;Saúl Ñíguez;1;9;39;30;9;150;118;7;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
scott-mckenna;Scott McKenna;0;4;18;6;12;265;230;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sebastian-john-wade-gardiner;Sebas Wade;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
selim-amallah;Selim Amallah;3;10;66;62;4;122;97;7;2;0.13;0.00;0.13;0.00;0.13;0.00;0.00
sergi-altimira;Sergi Altimira;0;6;38;30;8;222;188;12;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-canos;Sergi Canós;3;5;24;19;5;56;33;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-cardona;Sergi Cardona;0;20;69;54;15;298;228;11;0;0.17;0.00;0.17;0.17;0.00;0.00;0.00
s-darder;Sergi Darder;18;11;54;48;6;244;180;19;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-dominguez;Sergi Domínguez;0;1;7;3;4;179;168;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-guardiola;Sergi Guardiola;0;2;7;7;0;8;3;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
s-gomez;Sergi Gómez;0;3;22;6;16;200;172;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
camello;Sergio Camello;0;3;49;32;17;107;88;1;1;0.22;0.00;0.22;0.22;0.00;0.00;0.00
s-carreira;Sergio Carreira;0;6;22;19;3;88;73;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergio-g;Sergio González;0;13;72;29;43;491;380;32;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergio-gomez;Sergio Gómez;38;18;64;49;15;380;312;11;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
s-herrera;Sergio Herrera;0;1;1;1;0;288;119;66;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergio-mestre;Sergio Mestre;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
seydouba-cisse;Seydouba Cissé;2;13;64;53;11;334;276;16;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sheraldo-becker;Sheraldo Becker;0;1;31;19;12;120;84;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;1;3;3;0;4;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stanko-juric;Stanko Juric;0;19;71;53;18;234;191;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stoichkov;Juan Diego Molina Martínez;0;12;68;51;17;137;73;10;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
suso;Jesús Joaquín Fernández Sáenz de la Torre;3;1;18;18;0;43;32;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sebastien-haller;Sébastien Haller;0;1;48;13;35;69;41;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tadeo-allende;Tadeo Allende;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
take;Takefusa Kubo;6;7;103;97;6;228;169;8;2;0.29;0.00;0.29;0.29;0.00;0.00;0.00
takuma-asano;Takuma Asano;0;5;27;21;6;62;43;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nianzou-kouassi;Tanguy Nianzou;0;7;38;20;18;266;236;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tasos-douvikas;Tasos Douvikas;0;5;64;44;20;52;39;0;0;0.13;0.00;0.13;0.00;0.13;0.00;0.00
courtois;Thibaut Courtois;0;0;5;0;5;223;167;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
thierno-barry-1;Thierno Barry;0;1;78;39;39;80;42;2;0;0.11;0.00;0.11;0.00;0.00;0.11;0.00
thierry-r;Thierry Rendall Correia;0;21;78;68;10;291;209;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lemar;Thomas Lemar;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tomas-conechny;Tomás Conechny;3;4;46;32;14;92;55;0;1;0.10;0.00;0.10;0.00;0.00;0.10;0.00
toni-fernandez;Toni Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lato;Antonio Latorre Grueso;0;5;17;15;2;80;57;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
t-martinez;Toni Martínez;0;3;60;14;46;57;30;0;1;0.20;0.10;0.10;0.10;0.10;0.00;0.00
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sadiq;Umar Sadiq;0;2;39;22;17;35;19;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-gomez;Unai Gómez;6;1;51;32;19;72;54;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-lopez;Unai López;5;5;39;31;8;317;266;10;2;0.40;0.20;0.20;0.00;0.40;0.00;0.00
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nunez-2;Unai Núñez;0;1;11;6;5;85;68;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gonzalez-de-zarate;Urko González;0;0;5;3;2;16;9;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valentin-rosier;Valentin Rosier;0;27;95;80;15;256;179;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valentin-barco;Valentín Barco;8;14;42;40;2;106;82;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valery;Valery Fernández;0;3;14;12;2;31;26;0;0;0.67;0.00;0.67;0.33;0.33;0.00;0.00
vedat-muriqi;Vedat Muriqi;0;0;76;25;51;111;70;4;0;0.08;0.00;0.08;0.00;0.00;0.08;0.00
guaita;Vicente Guaita;0;0;4;3;1;103;60;16;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
viktor-tsygankov;Viktor Tsyhankov;22;4;38;29;9;190;150;3;1;0.17;0.00;0.17;0.17;0.00;0.00;0.00
vini-jr;Vinícius José Paixão de Oliveira Júnior;2;8;116;112;4;276;209;10;3;0.27;0.07;0.20;0.07;0.20;0.00;0.00
viti;Viti Rozada;0;11;37;27;10;144;119;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
vitor-roque;Vitor Hugo Roque Ferreira;0;0;42;34;8;48;35;1;0;0.09;0.00;0.09;0.00;0.09;0.00;0.00
v-meseguer;Víctor Meseguer;0;7;32;22;10;99;71;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
walid-cheddira;Walid Cheddira;0;0;50;29;21;34;24;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
warren-madrigal;Warren Madrigal;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
william-2;William Silva de Carvalho;0;3;24;19;5;182;140;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
williot-swedberg;Williot Swedberg;0;4;39;31;8;90;64;3;2;0.10;0.10;0.00;0.00;0.10;0.00;0.00
willy-kambwala;Willy Kambwala;0;4;10;4;6;41;25;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
herrera-1;Yangel Herrera;0;24;99;84;15;338;287;9;1;0.13;0.00;0.13;0.00;0.00;0.13;0.00
yarek-gasiorowski;Yarek Gasiorowski;0;7;21;10;11;136;101;9;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
jesus-santiago;Jesús Santiago Pérez;0;5;20;18;2;44;29;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yeray-2;Yeray Álvarez;0;6;33;22;11;230;177;18;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yeremy;Yeremy Pino;1;9;41;36;5;109;83;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
youssouf-sabaly;Youssouf Sabaly;0;8;26;24;2;138;113;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yuri-b;Yuri Berchiche;0;8;34;26;8;235;191;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yvan-neyou;Yvan Neyou;0;8;52;42;10;235;189;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yaser-asprilla;Yáser Asprilla;4;8;49;47;2;170;129;7;3;0.25;0.25;0.00;0.25;0.00;0.00;0.00
alex-b;Álex Baena;27;2;55;43;12;229;169;15;7;0.09;0.00;0.09;0.00;0.09;0.00;0.00
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-munoz;Álex Muñoz;0;17;62;37;25;337;278;10;0;0.33;0.00;0.33;0.00;0.00;0.33;0.00
alex-padilla;Alejandro Padilla;0;0;2;1;1;105;23;29;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-remiro;Álex Remiro;0;0;1;0;1;274;153;54;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-sola;Álex Sola;0;13;116;90;26;105;59;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-suarez;Álex Suárez;0;12;41;23;18;371;309;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-aceves;Álvaro Aceves;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aguado-1;Álvaro Aguado;2;4;20;18;2;116;90;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-djalo;Álvaro Djaló Dias Fernandes;0;1;36;27;9;33;23;1;0;0.33;0.00;0.33;0.00;0.00;0.33;0.00
alvaro-fernandez;Álvaro Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-1;Álvaro García;0;10;30;26;4;123;75;6;0;0.13;0.00;0.13;0.00;0.13;0.00;0.00
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
odriozola;Álvaro Odriozola;0;0;4;3;1;16;10;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-rodriguez-3;Álvaro Rodríguez;0;0;13;5;8;8;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-tejero;Álvaro Tejero;11;5;35;28;7;135;102;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
correa;Ángel Correa;2;1;27;24;3;63;49;0;0;0.50;0.00;0.50;0.00;0.50;0.00;0.00
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aron-yaakobishvili;Áron Yaakobishvili;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
e-militao;Éder Gabriel Militão;0;13;73;44;29;582;488;39;0;0.17;0.00;0.17;0.00;0.17;0.00;0.00
i-lekue;Íñigo Lekue;0;4;17;15;2;144;110;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
r-de-galarreta;Íñigo Ruíz de Galarreta;0;2;17;17;0;120;97;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
de-marcos;Óscar De Marcos;0;13;33;30;3;173;120;12;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mingueza;Óscar Mingueza;3;10;39;36;3;347;260;15;0;0.33;0.17;0.17;0.00;0.33;0.00;0.17
oscar-4;Óscar Rodríguez;5;5;39;31;8;121;87;4;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
oscar-trejo;Óscar Trejo;0;2;27;22;5;60;49;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
oscar-5;Óscar Valentín;0;15;83;59;24;263;201;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
orjan-nyland;Ørjan Nyland;0;1;3;1;2;291;124;43;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
