ID;Jugador;TA;TR;SA;FDJ;FR;FC;PR;PCOM;FPM;FPT
lunin;Andrii Lunin;0;0;0;0;0;0;0;0;0;0.00
andre-almeida-1;Domingos André Ribeiro Almeida;0;0;0;2;3;4;0;0;0;0.00
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0;0.00
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0;0.00
budimir;Ante Budimir;0;0;0;1;1;6;0;0;0;0.00
griezmann;Antoine Griezmann;0;0;0;1;3;1;0;0;0;0.00
antonio-blanco;Antonio Blanco;0;0;0;0;6;7;0;0;0;0.00
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0;0.00
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0;0.00
a-raillo;Antonio Raíllo;0;0;0;0;1;5;0;0;0;0.00
antonio-rudiger;Antonio Rüdiger;0;0;0;0;5;1;0;0;0;0.00
sivera;Antonio Sivera;1;0;0;0;0;0;0;0;0;0.00
sanchez;Antonio Sánchez;0;0;0;0;0;5;0;0;0;0.00
antoniu-roca;Antoniu Roca;1;0;0;0;3;2;0;0;0;2.00
egoitz-arana;Egoitz Arana Aizpurua;0;0;0;0;0;0;0;0;0;0.00
arda-guler;Arda Güler;1;0;0;2;4;2;0;0;0;2.00
aridane-1;Aridane Hernández;0;0;0;0;0;0;0;0;0;0.00
arambarri-1;Aritz Arambarri;0;0;0;0;0;0;0;0;0;0.00
aritz;Aritz Elustondo;0;0;0;0;5;2;0;0;0;0.00
arnau-1;Arnau Martínez;0;0;0;0;0;0;0;0;0;0.00
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0;0.00
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0;0.00
arnaut-danjuma;Arnaut Danjuma;1;0;0;3;1;1;0;0;0;1.00
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0.00
villalibre;Asier Villalibre;0;0;0;0;2;3;0;0;0;0.00
assane-diao;Assane Diao;0;0;0;0;0;1;0;0;0;0.00
augusto-batalla;Augusto Batalla;0;0;0;0;0;0;0;0;0;0.00
aurelien-tchouameni;Aurélien Tchouaméni;0;0;0;0;4;4;0;0;0;0.00
axel-witsel;Axel Witsel;0;0;0;1;1;0;0;0;0;0.00
ayoze-perez;Ayoze Pérez;1;0;0;0;6;2;0;0;0;2.00
b-ramirez;Benito Ramírez;0;0;0;0;2;0;0;0;0;0.00
bertug-yildirim;Bertug Yildirim;0;0;0;0;1;3;0;0;1;0.00
benat-prados;Beñat Prados;2;0;0;0;3;3;0;0;0;1.50
benat-turrientes;Beñat Turrientes;1;0;0;0;4;5;0;0;0;5.00
bojan-miovski;Bojan Miovski;0;0;0;3;0;1;0;0;0;0.00
b-iglesias;Borja Iglesias;0;0;0;4;5;0;0;0;0;0.00
brahim;Brahim Díaz;0;0;0;0;3;1;0;0;0;0.00
brais-mendez;Brais Méndez;0;0;0;1;11;6;0;0;0;0.00
b-olivan;Brian Oliván;0;0;0;0;1;0;0;0;0;0.00
bryan;Bryan Gil;0;0;0;0;5;5;0;0;1;0.00
bryan-zaragoza;Bryan Zaragoza;0;0;0;2;7;1;0;0;0;0.00
carl-starfelt;Carl Starfelt;0;0;0;0;1;0;0;0;0;0.00
alena;Carles Aleñá;0;0;0;2;4;3;0;0;0;0.00
c-perez;Carles Pérez;0;0;0;0;2;3;0;0;0;0.00
carlos-benavidez;Carlos Benavídez;0;0;0;0;2;3;0;0;0;0.00
c-dominguez;Carlos Domínguez;0;0;0;0;2;1;0;0;0;0.00
carlos-guirao;Carlos Guirao;0;0;0;0;0;0;0;0;0;0.00
carlos-martin;Carlos Martín;0;0;0;0;0;1;0;0;0;0.00
carlos-romero;Carlos Romero;0;0;0;0;3;3;0;0;0;0.00
carlos-vicente;Carlos Vicente;0;0;0;1;6;0;0;0;0;0.00
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0;0.00
cenk-ozkacar;Cenk Özkacar;0;0;0;0;0;0;0;0;0;0.00
chidera-ejuke;Chidera Ejuke;0;0;0;2;2;1;0;0;0;0.00
chimy-avila;Chimy Ávila;1;0;0;0;2;2;0;0;0;2.00
christantus-uche;Christantus Uche;2;0;0;4;14;5;0;0;0;2.50
ivan-cantalejo;Iván Cantalejo;0;0;0;2;1;0;0;0;0;0.00
lenglet;Clément Lenglet;0;0;0;0;0;0;0;0;0;0.00
coba-da-costa;Coba da Costa;0;0;0;0;0;0;0;0;0;0.00
conor-gallagher;Conor Gallagher;0;0;0;0;2;3;0;0;1;0.00
copete;José Manuel Arias Copete;0;0;0;0;0;1;0;0;0;0.00
cristhian-mosquera;Cristhian Mosquera;1;0;0;0;0;4;0;1;0;4.00
stuani;Cristhian Stuani;0;0;0;1;0;0;0;0;0;0.00
cyle-larin;Cyle Larin;1;0;0;2;1;3;0;0;1;3.00
cesar-azpilicueta;César Azpilicueta;0;0;0;0;5;3;0;0;0;0.00
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0;0.00
cesar-tarrega;César Tárrega;0;0;0;0;0;3;0;0;0;0.00
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0;0.00
daley-blind;Daley Blind;0;0;0;0;4;1;0;0;0;0.00
daley-sinkgraven;Daley Sinkgraven;0;0;0;0;0;0;0;0;0;0.00
damian-rodriguez;Damián Rodríguez;2;0;0;0;3;6;0;0;0;3.00
carvajal;Dani Carvajal;2;0;0;0;2;2;0;0;0;1.00
d-ceballos;Dani Ceballos;0;0;0;0;1;2;0;0;0;0.00
cardenas;Dani Cárdenas;0;0;0;0;1;0;0;0;0;0.00
dani-gomez-1;Dani Gómez;0;0;0;3;0;1;0;0;0;0.00
dani-olmo;Dani Olmo;0;0;0;1;2;1;0;0;0;0.00
parejo;Dani Parejo;1;0;0;0;3;1;0;0;0;1.00
dani-raba;Dani Raba;0;0;0;0;3;1;0;0;0;0.00
dani-rodriguez;Dani Rodríguez;0;0;0;0;5;1;0;0;0;0.00
vivian;Dani Vivian;0;0;0;1;3;2;0;0;1;0.00
daniel-luna;Daniel Luna;0;0;0;0;0;0;0;0;0;0.00
daniel-requena;Daniel Requena;0;0;0;0;0;0;0;0;0;0.00
darko;Darko Brasanac;0;0;0;1;2;7;0;0;0;0.00
d-machis;Darwin Machís;0;0;0;0;0;0;0;0;0;0.00
david-lopez;David López;0;0;0;0;0;0;0;0;0;0.00
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0;0.00
david-soria;David Soria;0;0;0;0;0;0;0;0;0;0.00
david-torres-1;David Torres;0;0;0;0;0;0;0;0;0;0.00
diego-conde;Diego Conde;0;0;0;0;0;0;0;0;0;0.00
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0.00
diego-garcia-2;Diego García;0;0;0;1;3;3;0;0;0;0.00
llorente-r;Diego Llorente;0;0;0;0;0;4;0;0;1;0.00
diego-lopez-noguerol;Diego López;0;0;0;0;1;1;0;0;0;0.00
rico;Diego Rico;0;0;0;0;2;2;0;0;0;0.00
foulquier;Dimitri Foulquier;1;0;0;0;3;2;0;0;0;2.00
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0.00
dinko-horkas;Dinko Horkas;0;0;0;0;0;0;0;0;0;0.00
djene;Djené Dakonam;0;0;0;0;2;0;0;0;0;0.00
djibril-sow;Djibril Sow;1;0;0;0;4;5;0;0;0;5.00
dodi-lukebakio;Dodi Lukébakio;0;0;0;1;4;4;0;0;1;0.00
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0;0;0;0;0;0;0;0.00
dominik-greif;Dominik Greif;0;0;0;0;0;0;0;0;0;0.00
donny-van-de-beek;Donny van de Beek;0;0;0;0;0;0;0;0;0;0.00
endrick;Endrick Felipe Moreira de Sousa;0;0;0;0;1;0;0;0;0;0.00
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0.00
franquesa;Enric Franquesa;1;0;0;0;2;2;0;0;0;2.00
enzo-barrenechea;Enzo Barrenechea;0;0;0;0;0;0;0;0;0;0.00
boyomo;Enzo Boyomo;0;0;0;0;0;3;0;0;0;0.00
loiodice;Enzo Loiodice;0;0;0;1;1;1;0;0;0;0.00
eray-ervin-cumart;Eray Cömert;0;0;0;0;1;2;0;0;0;0.00
eric-bailly;Eric Bailly;1;0;0;0;0;2;0;0;0;2.00
eric-garcia;Eric García;0;0;0;0;1;0;0;0;0;0.00
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0;0;0;0;0;0;0;0.00
etta-eyong;Etta Eyong;0;0;0;0;0;0;0;0;0;0.00
fabio;Fabio González;0;0;0;0;0;0;0;0;0;0.00
valverde-1;Federico Valverde;0;0;0;0;5;0;0;0;0;0.00
f-mendy;Ferland Mendy;1;1;0;0;2;4;0;0;0;4.00
fermin-lopez;Fermín López;1;0;0;0;2;1;0;0;0;1.00
calero;Fernando Calero;0;0;0;0;2;2;0;0;1;0.00
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0.00
ferran;Ferran Torres;0;0;0;2;1;1;0;0;0;0.00
lejeune;Florian Lejeune;1;0;0;0;2;5;0;0;0;5.00
fran-beltran;Fran Beltrán;0;0;0;0;1;3;0;0;0;0.00
fran-garcia-1;Fran García;0;0;0;1;2;1;0;0;0;0.00
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0;0.00
f-vieites;Francisco Barbosa Vieites;0;0;0;0;0;0;0;0;0;0.00
gabriel-misehouy;Gabriel Misehouy;0;0;0;0;0;0;0;0;0;0.00
gumbau;Gerard Gumbau;0;0;0;0;0;2;0;0;0;0.00
gerard-2;Gerard Martín;0;0;0;0;2;1;0;0;0;0.00
gerard;Gerard Moreno;0;0;0;0;2;0;0;0;0;0.00
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;0;0;2;0;0;0;0;0.00
giuliano-simeone;Giuliano Simeone;0;0;0;0;0;0;0;0;0;0.00
gonzalo-montiel;Gonzalo Montiel;0;0;0;0;0;0;0;0;0;0.00
guruzeta;Gorka Guruzeta;0;0;0;0;3;7;0;0;0;0.00
gorka-rivera;Gorka Rivera;0;0;0;0;0;0;0;0;0;0.00
hamari-traore;Hamari Traoré;0;0;0;0;3;4;0;0;0;0.00
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;0.00
hugo-duro;Hugo Duro;1;0;0;1;7;6;0;1;2;6.00
hugo-g;Hugo Guillamón;1;0;0;0;2;3;0;0;0;3.00
hugo-novoa;Hugo Novoa;0;0;0;0;0;1;0;0;0;0.00
hugo-sotelo;Hugo Sotelo;0;0;0;0;0;0;0;0;0;0.00
hugo-alvarez-1;Hugo Álvarez;1;0;0;1;6;5;0;1;0;5.00
hector-bellerin;Héctor Bellerín;0;0;0;0;0;0;0;0;0;0.00
hector-fort;Héctor Fort;0;0;0;0;0;0;0;0;0;0.00
iago-aspas;Iago Aspas;1;0;0;1;6;2;0;0;0;2.00
zubeldia;Igor Zubeldia;1;0;0;0;2;3;0;1;0;3.00
iker-almena;Iker Almena;0;0;0;0;1;0;0;0;0;0.00
iker-benito;Iker Benito;0;0;0;0;1;1;0;0;0;0.00
iker-cordoba;Iker Córdoba;0;0;0;0;0;0;0;0;0;0.00
losada;Iker Losada;0;0;0;0;0;0;0;0;0;0.00
iker-munoz;Iker Muñoz;0;0;0;0;1;0;0;0;0;0.00
iker-alvarez;Iker Álvarez;0;0;0;0;0;0;0;0;0;0.00
ilaix;Ilaix Moriba;1;0;0;0;4;1;0;0;0;1.00
ilias-akhomach;Ilias Akhomach;0;0;0;1;6;1;0;0;0;0.00
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0;0.00
irvin-cardona;Irvin Cardona;1;0;0;0;3;1;0;0;0;1.00
isaac-romero;Isaac Romero;2;0;0;5;7;4;0;1;1;2.00
isi-2;Isi Palazón;1;0;0;0;7;3;0;0;0;3.00
balliu;Iván Balliu;0;0;0;0;3;4;0;0;0;0.00
cuellar;Iván Cuéllar;0;0;0;0;0;0;0;0;0;0.00
ivan-gil;Iván Gil;0;0;0;0;0;0;0;0;0;0.00
ivan-martin;Iván Martín;0;0;0;0;2;0;0;0;0;0.00
i-sanchez;Iván Sánchez Aguayo;1;0;0;0;5;2;0;0;0;2.00
ivan-villar;Iván Villar;0;0;0;0;0;0;0;0;0;0.00
inaki-pena;Ignacio Peña Sotorres;0;0;0;0;0;0;0;0;0;0.00
williams;Iñaki Williams;0;0;0;2;2;3;0;0;0;0.00
i-martinez;Íñigo Martínez;0;0;0;0;3;6;0;0;1;0.00
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0;0.00
jacobo-ramon;Jacobo Ramón;0;0;0;0;0;0;0;0;0;0.00
jailson;Jailson Marques Siqueira;0;0;0;0;3;0;0;0;0;0.00
mata;Jaime Mata;0;0;0;1;3;3;0;0;0;0.00
oblak;Jan Oblak;0;0;0;0;0;0;0;0;0;0.00
jan-salas;Jan Salas;0;0;0;0;0;0;0;0;0;0.00
cillessen;Jasper Cillessen;0;0;0;0;0;0;0;0;0;0.00
javi-galan;Javi Galán;0;0;0;0;0;0;0;0;0;0.00
javier-guerra;Javi Guerra;0;0;0;0;3;2;0;0;0;0.00
javi-hdez;Javi Hernández;0;0;0;0;2;10;0;0;0;0.00
javi-lopez-4;Javi López;0;0;0;0;3;3;0;0;0;0.00
javi-martinez-2;Javi Martínez;0;0;0;0;0;0;0;0;0;0.00
javi-munoz;Javi Muñoz;0;0;0;0;5;3;0;0;0;0.00
puado;Javi Puado;0;0;0;0;4;4;0;0;1;0.00
javi-sanchez-1;Javi Sánchez de Felipe;1;0;0;0;0;3;0;0;1;3.00
manquillo;Javier Manquillo;0;0;0;0;0;1;0;0;0;0.00
javier-marton;Javier Martón;0;0;0;1;0;0;0;0;0;0.00
javier-rodriguez-1;Javier Rodríguez;0;0;0;0;2;1;0;0;1;0.00
areso;Jesús Areso;1;0;0;0;2;3;0;0;0;3.00
j-navas;Jesús Navas;0;0;0;1;1;1;0;0;1;0.00
jesus-owono;Jesús Owono;0;0;0;0;0;0;0;0;0;0.00
vallejo;Jesús Vallejo;0;0;0;0;0;0;0;0;0;0.00
j-vazquez-1;Jesús Vázquez;1;0;0;1;5;5;0;0;0;5.00
jhon-solis;Jhon Solís;0;0;0;0;0;0;0;0;0;0.00
jiri-letacek;Jirí Letácek;0;0;0;0;0;0;0;0;0;0.00
j-garcia;Joan García;0;0;0;0;1;0;0;0;0;0.00
joaquin-panichelli;Joaquín Panichelli;0;0;0;0;0;0;0;0;0;0.00
casals;Joel Roca;0;0;0;0;0;0;0;0;0;0.00
j-carreras;Jofre Carreras;0;0;0;0;5;2;0;0;0;0.00
j-mojica;Johan Mojica;0;0;0;0;2;3;0;0;0;0.00
j-patrick;John Patrick;0;0;0;0;1;0;0;0;0;0.00
joao-cardoso;Johnny Cardoso;0;0;0;0;3;2;0;0;1;0.00
jon-aramburu;Jon Aramburu;1;0;0;0;1;4;0;0;0;4.00
guridi;Jon Guridi;1;0;0;1;4;3;0;0;0;3.00
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;0;0;0;0;0;0.00
jon-martin;Jon Martín;1;0;0;0;0;6;0;0;0;6.00
moncayola;Jon Moncayola;1;0;0;0;0;4;0;0;0;4.00
jon-ander-olasagasti;Jon Olasagasti;0;0;0;0;0;0;0;0;0;0.00
pacheco-3;Jon Pacheco;1;0;0;0;3;7;0;0;0;7.00
jonathan-bamba;Jonathan Bamba;1;0;0;0;2;2;0;0;1;2.00
herrando;Jorge Herrando;1;0;0;0;0;1;0;0;0;1.00
jorge-saenz;Jorge Sáenz;1;0;0;0;0;2;0;0;0;2.00
de-frutos-1;Jorge de Frutos;0;0;0;0;6;4;0;0;0;0.00
aidoo-jr;Joseph Aidoo;0;0;0;0;0;0;0;0;0;0.00
jose-arnaiz;José Arnáiz;0;0;0;0;0;0;0;0;0;0.00
j-g-campana;José Ángel Gómez Campaña;0;0;0;0;5;0;0;0;0;0.00
j-m-gimenez;José Giménez;0;0;0;0;1;2;0;0;0;0.00
gragera;José Gragera;0;0;0;0;1;13;0;0;0;0.00
jose-angel-carmona;José Ángel Carmona;1;0;0;0;4;3;0;0;0;3.00
joao-urbaez;João Urbáez;0;0;0;0;0;0;0;0;0;0.00
juan-bernat;Juan Bernat;0;0;0;0;0;0;0;0;0;0.00
j-berrocal;Juan Berrocal;0;0;0;0;0;0;0;0;0;0.00
juan-carlos-1;Juan Carlos Martín Corral;0;0;0;0;0;0;0;0;0;0.00
juan-cruz;Juan Cruz;0;0;0;0;1;3;0;0;2;0.00
juan-cruz-1;Juan Cruz Álvaro Armada;1;0;0;0;1;2;0;0;0;2.00
juan-herzog;Juan Herzog;0;0;0;0;0;0;0;0;0;0.00
iglesias;Juan Iglesias;1;0;0;0;3;4;0;0;0;4.00
juan-musso;Juan Musso;0;0;0;0;1;0;0;0;0;0.00
juan-soriano;Juan Soriano;1;0;0;0;2;0;0;0;0;0.00
juanlu-1;Juanlu Sánchez;1;0;0;0;1;1;0;0;0;1.00
juanmi;Juan Miguel Jiménez López;1;0;0;0;3;3;0;0;0;3.00
juan-latasa;Juanmi Latasa;0;0;0;0;2;2;0;0;0;0.00
juanpe-rl;Juan Pedro Ramírez López;0;0;0;0;0;0;0;0;0;0.00
jude-bellingham;Jude Bellingham;0;0;0;0;2;1;0;0;0;0.00
julen-agirrezabala;Julen Agirrezabala;0;0;0;0;0;0;0;0;0;0.00
julen-lartitegi;Julen Lartitegi;0;0;0;0;0;0;0;0;0;0.00
kounde;Jules Koundé;1;0;0;1;1;6;0;0;0;6.00
julian-alvarez;Julián Álvarez;0;0;0;2;0;2;0;0;0;0.00
julian-chicco;Julián Chicco;0;0;0;0;2;0;0;0;0;0.00
karl-hein;Karl Hein;0;0;0;0;0;0;0;0;0;0.00
kelechi-iheanacho;Kelechi Iheanacho;0;0;0;0;0;1;0;0;0;0.00
kike-g;Kike García;0;0;0;1;3;6;0;0;1;0.00
kike-1;Kike Pérez;1;0;0;1;8;11;0;0;0;11.00
kike-salas;Kike Salas;0;0;0;0;0;1;0;0;0;0.00
kiko-femenia;Kiko Femenía;2;0;0;0;3;2;0;0;0;1.00
kirian;Kirian Rodríguez;1;0;0;0;3;3;0;0;0;3.00
koke-5;Jorge Iglesias González;0;0;0;0;0;0;0;0;0;0.00
koke;Jorge Resurrección Merodio;1;0;0;0;1;5;0;0;0;5.00
kylian-mbappe-lottin;Kylian Mbappé;0;0;0;2;2;0;0;0;0;0.00
ladislav-krejci-ii;Ladislav Krejcí;0;0;0;0;0;0;0;0;0;0.00
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;0;0.00
lamine-yamal;Lamine Yamal Nasraoui Ebana;0;0;0;3;11;4;0;0;0;0.00
cabrera;Leandro Cabrera;0;0;0;0;0;1;0;0;0;0.00
leo-1;Leo Román;0;0;0;0;0;0;0;0;0;0.00
logan-costa;Logan Evans Costa;0;0;0;0;0;0;0;0;0;0.00
loic-bade;Loïc Badé;1;0;0;0;0;2;0;0;0;2.00
lucas-alcazar-moreno;Lucas Alcázar;0;0;0;0;0;0;0;0;0;0.00
l-ocampos;Lucas Ocampos;0;0;0;0;2;3;0;0;1;0.00
lucas-rosa;Lucas Oliveira Rosa;1;0;0;0;0;6;0;0;0;6.00
torro;Lucas Torró;1;0;0;0;6;10;0;0;1;10.00
lucas-v;Lucas Vázquez;0;0;0;0;2;2;0;0;0;0.00
lucien-agoume;Lucien Agoumé;1;0;0;1;0;9;0;0;0;9.00
l-milla;Luis Milla;0;0;0;0;5;7;0;0;1;0.00
l-perez;Luis Pérez;0;0;0;2;5;2;0;0;0;0.00
l-rioja;Luis Rioja;0;0;0;3;6;2;0;0;0;0.00
luiz-junior-1;Luiz Lúcio Reis Júnior;0;0;0;0;0;0;0;0;0;0.00
modric;Luka Modric;0;0;0;0;1;2;0;0;1;0.00
luka;Luka Romero;0;0;0;1;2;1;1;0;1;0.00
luka-sucic;Luka Sucic;0;0;0;0;0;0;0;0;0;0.00
m-sylla;Mamadou Sylla;0;0;0;4;2;1;0;0;0;0.00
manu-fuster;Manu Fuster;0;0;0;0;4;3;0;0;1;0.00
manu-gonzalez;Manu González;0;0;0;0;0;0;0;0;0;0.00
morlanes;Manu Morlanes;1;0;0;0;1;1;0;0;0;1.00
m-sanchez;Manu Sánchez;1;0;0;0;0;3;0;0;0;3.00
marash-kumbulla;Marash Kumbulla;3;0;0;0;9;2;0;0;0;0.67
bartra;Marc Bartra;0;0;0;0;0;0;0;0;0;0.00
marc-bernal;Marc Bernal;2;0;0;0;3;4;0;0;0;2.00
marc;Marc Cardona;0;0;0;0;1;0;0;0;0;0.00
marc-casado;Marc Casadó;0;0;0;0;2;3;0;0;0;0.00
marc-domenech;Marc Domenech;0;0;0;0;0;3;0;0;0;0.00
marc-roca;Marc Roca;1;0;0;0;2;4;0;0;0;4.00
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;0;0.00
ter-stegen;Marc-André ter Stegen;0;0;0;0;1;0;0;0;0;0.00
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;0;0.00
marcos-andre;Marcos André de Sousa Mendonça;1;0;0;0;6;3;0;0;0;3.00
m-llorente;Marcos Llorente;0;0;0;0;3;0;0;0;0;0.00
marcao;Marcos do Nascimento Teixeira;0;0;0;0;6;1;0;0;0;0.00
mario-martin;Mario Martín;1;0;0;0;0;4;0;0;0;4.00
dmitrovic;Marko Dmitrovic;0;0;0;0;0;0;0;0;0;0.00
valjent;Martin Valjent;0;0;0;0;1;3;0;0;0;0.00
martin-tejon;Martín Tejón;0;0;0;0;1;0;0;0;0;0.00
zubimendi;Martín Zubimendi;0;0;0;0;4;5;0;0;0;0.00
marvin-1;Marvin Olawale Akinlabi Park;0;0;0;0;5;5;0;1;1;0.00
mateu-morey;Mateu Morey;0;0;0;0;0;0;0;0;0;0.00
matias-arbol;Matías Árbol;0;0;0;0;0;0;0;0;0;0.00
m-arambarri;Mauro Arambarri;0;0;0;0;1;1;0;0;0;0.00
miguel-3;Miguel Gutiérrez;0;0;0;2;3;1;0;0;0;0.00
miguel-2;Miguel de la Fuente;1;0;0;3;7;2;0;0;0;2.00
m-morro;Miguel Ángel Morro;0;0;0;0;0;0;0;0;0;0.00
mika-marmol;Mika Mármol;1;0;0;0;1;6;0;0;0;6.00
mikel-jauregizar;Mikel Jauregizar;1;0;0;0;2;1;0;0;0;1.00
oyarzabal;Mikel Oyarzabal;1;1;0;0;1;2;0;0;0;2.00
vesga;Mikel Vesga;0;0;0;0;0;2;0;0;0;0.00
moi-gomez;Moi Gómez;0;0;0;0;1;2;0;0;0;0.00
moussa-diarra-1;Moussa Diarra;0;0;0;1;1;2;0;0;0;0.00
munir;Munir El Haddadi;0;0;0;1;1;0;0;0;0;0.00
nabil-aberdin;Nabil Aberdin;0;0;0;0;5;5;0;0;0;0.00
fekir;Nabil Fekir;0;0;0;0;7;3;0;0;0;0.00
nacho-vidal;Nacho Vidal;0;0;0;0;0;0;0;0;0;0.00
naci-unuvar;Naci Ünüvar;0;0;0;0;0;0;0;0;0;0.00
nahuel-molina;Nahuel Molina;0;0;0;0;1;0;0;0;0;0.00
nahuel-tenaglia;Nahuel Tenaglia;0;0;0;0;4;3;0;0;0;0.00
natan;Natan Bernardo de Souza;0;0;0;0;0;0;0;0;0;0.00
gudelj;Nemanja Gudelj;0;0;0;0;1;0;0;0;0;0.00
nicolas-serrano;Nico Serrano;0;0;0;0;0;0;0;0;0;0.00
williams-jr;Nicholas Williams Arthuer;1;0;0;3;1;4;0;0;0;4.00
nicolas-pepe;Nicolas Pépé;1;0;0;0;0;1;0;0;0;1.00
