ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
ladislav-krejci-ii;Ladislav Krejci;0;0;0;0;0;11;11;0;0;000;000;000;000;000;000;000
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
lamine-yamal;Lamine Yamal Nasraoui Ebana;0;8;61;60;1;177;140;3;3;017;017;000;017;000;000;000
cabrera;Leandro Cabrera;0;3;15;4;11;129;84;8;0;000;000;000;000;000;000;000
leo-1;Leo Roman;0;0;0;0;0;22;10;6;0;000;000;000;000;000;000;000
logan-costa;Logan Evans Costa;0;0;6;0;6;68;57;4;0;000;000;000;000;000;000;000
loic-bade;Loic Bade;0;5;24;15;9;206;172;9;1;000;000;000;000;000;000;000
lucas-alcazar-moreno;Lucas Alcazar;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
l-ocampos;Lucas Ocampos;1;3;25;18;7;82;56;4;0;000;000;000;000;000;000;000
lucas-rosa;Lucas Oliveira Rosa;0;13;30;28;2;126;101;3;1;000;000;000;000;000;000;000
torro;Lucas Torro;0;8;51;32;19;199;146;11;0;000;000;000;000;000;000;000
lucas-v;Lucas Vazquez;0;2;14;14;0;46;40;1;0;000;000;000;000;000;000;000
lucien-agoume;Lucien Agoume;0;6;29;20;9;167;139;2;1;000;000;000;000;000;000;000
l-milla;Luis Milla;11;8;48;29;19;108;67;8;0;000;000;000;000;000;000;000
l-perez;Luis Perez;0;3;22;16;6;130;98;6;1;000;000;000;000;000;000;000
l-rioja;Luis Rioja;3;5;32;29;3;64;49;1;0;000;000;000;000;000;000;000
luiz-junior-1;Luiz Lucio Reis Junior;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
modric;Luka Modric;10;2;12;9;3;136;111;6;0;000;000;000;000;000;000;000
luka;Luka Romero;0;2;15;11;4;18;13;0;0;000;000;000;000;000;000;000
luka-sucic;Luka Sucic;0;1;2;1;1;9;6;1;0;000;000;000;000;000;000;000
m-sylla;Mamadou Sylla;0;0;9;3;6;23;15;0;0;000;000;000;000;000;000;000
manu-fuster;Manu Fuster;5;1;13;12;1;53;45;0;1;000;000;000;000;000;000;000
manu-gonzalez;Manu Gonzalez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
morlanes;Manu Morlanes;1;5;23;14;9;114;100;5;0;000;000;000;000;000;000;000
m-sanchez;Manu Sanchez;0;4;13;11;2;65;39;3;0;000;000;000;000;000;000;000
marash-kumbulla;Marash Kumbulla;0;7;25;19;6;114;91;9;0;000;000;000;000;000;000;000
bartra;Marc Bartra;0;2;12;5;7;102;75;10;1;100;000;100;000;000;100;000
marc-bernal;Marc Bernal;0;8;28;21;7;160;139;9;0;000;000;000;000;000;000;000
marc;Marc Cardona;0;0;2;2;0;6;4;0;0;000;000;000;000;000;000;000
marc-casado;Marc Casado;0;4;15;15;0;126;110;5;0;000;000;000;000;000;000;000
marc-domenech;Marc Domenech;0;0;16;7;9;16;12;0;0;000;000;000;000;000;000;000
marc-roca;Marc Roca;0;8;21;19;2;123;101;6;0;000;000;000;000;000;000;000
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
ter-stegen;Marc-Andre ter Stegen;0;0;2;1;1;116;89;13;0;000;000;000;000;000;000;000
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
marcos-andre;Marcos Andre de Sousa Mendonca;0;0;24;16;8;19;12;1;0;000;000;000;000;000;000;000
m-llorente;Marcos Llorente;0;10;27;23;4;140;115;4;0;100;050;050;000;100;000;000
marcao;Marcos do Nascimento Teixeira;0;3;14;10;4;105;91;0;0;000;000;000;000;000;000;000
mario-martin;Mario Martin;0;1;12;10;2;18;15;2;0;000;000;000;000;000;000;000
dmitrovic;Marko Dmitrovic;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
valjent;Martin Valjent;0;1;13;6;7;168;126;19;0;000;000;000;000;000;000;000
martin-tejon;Martin Tejon;0;2;11;10;1;21;17;0;0;000;000;000;000;000;000;000
zubimendi;Martin Zubimendi;0;2;28;14;14;176;142;7;0;033;000;033;033;000;000;000
marvin-1;Marvin Olawale Akinlabi Park;0;8;31;28;3;83;59;6;0;000;000;000;000;000;000;000
mateu-morey;Mateu Morey;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
matias-arbol;Matias Arbol;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
m-arambarri;Mauro Arambarri;1;0;8;3;5;30;16;3;0;000;000;000;000;000;000;000
miguel-3;Miguel Gutierrez;0;9;35;31;4;159;139;5;1;000;000;000;000;000;000;000
miguel-2;Miguel de la Fuente;0;0;32;20;12;35;18;1;0;000;000;000;000;000;000;000
m-morro;Miguel Angel Morro;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
mika-marmol;Mika Marmol;0;7;24;18;6;216;180;6;0;000;000;000;000;000;000;000
mikel-jauregizar;Mikel Jauregizar;5;5;16;12;4;70;59;5;1;000;000;000;000;000;000;000
oyarzabal;Mikel Oyarzabal;0;0;15;7;8;30;20;0;0;000;000;000;000;000;000;000
vesga;Mikel Vesga;0;4;16;15;1;83;56;6;0;000;000;000;000;000;000;000
moi-gomez;Moi Gomez;1;6;24;19;5;104;85;5;0;000;000;000;000;000;000;000
moussa-diarra-1;Moussa Diarra;0;2;11;9;2;41;31;1;0;000;000;000;000;000;000;000
munir;Munir El Haddadi;0;0;6;2;4;11;9;0;0;000;000;000;000;000;000;000
nabil-aberdin;Nabil Aberdin;0;5;30;18;12;47;25;5;0;000;000;000;000;000;000;000
fekir;Nabil Fekir;8;3;26;24;2;72;60;2;1;000;000;000;000;000;000;000
nacho-vidal;Nacho Vidal;0;2;9;6;3;31;24;1;0;000;000;000;000;000;000;000
naci-unuvar;Naci Unuvar;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
nahuel-molina;Nahuel Molina;0;2;6;4;2;55;43;0;0;000;000;000;000;000;000;000
nahuel-tenaglia;Nahuel Tenaglia;0;7;29;20;9;60;37;3;0;000;000;000;000;000;000;000
natan;Natan Bernardo de Souza;0;1;6;1;5;27;23;0;0;000;000;000;000;000;000;000
gudelj;Nemanja Gudelj;0;1;9;2;7;100;92;2;0;000;000;000;000;000;000;000
nicolas-serrano;Nico Serrano;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
williams-jr;Nicholas Williams Arthuer;1;4;35;31;4;56;41;2;0;000;000;000;000;000;000;000
nicolas-pepe;Nicolas Pepe;0;1;19;12;7;36;28;1;0;000;000;000;000;000;000;000
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
o-sancet-1;Oihan Sancet;0;2;22;19;3;118;95;3;1;050;025;025;000;050;000;000
oliver-mcburnie;Oliver McBurnie;0;4;60;25;35;95;64;2;0;000;000;000;000;000;000;000
omar-alderete;Omar Alderete;0;2;26;8;18;124;53;22;0;000;000;000;000;000;000;000
omar-1;Omar El Hilali;0;6;27;18;9;140;109;10;0;000;000;000;000;000;000;000
mascarell;Omar Mascarell;0;5;19;14;5;74;63;4;0;000;000;000;000;000;000;000
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
oriol-romeu;Oriol Romeu;0;6;24;20;4;151;135;3;1;000;000;000;000;000;000;000
orri-oskarsson;Orri Oskarsson;0;0;8;1;7;10;1;1;0;000;000;000;000;000;000;000
pablo-barrios-rivas;Pablo Barrios;0;9;33;26;7;215;178;12;0;000;000;000;000;000;000;000
pablo-duran;Pablo Duran;0;1;4;4;0;6;4;0;0;000;000;000;000;000;000;000
p-fornals;Pablo Fornals;4;2;13;12;1;97;78;4;0;000;000;000;000;000;000;000
pablo-ibanez;Pablo Ibanez;0;0;6;3;3;21;19;0;0;000;000;000;000;000;000;000
maffeo;Pablo Maffeo;0;10;31;27;4;84;60;5;0;000;000;000;000;000;000;000
pablo-marin;Pablo Marin;0;0;4;3;1;7;2;1;0;000;000;000;000;000;000;000
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
pablo-torre;Pablo Torre;0;0;0;0;0;3;3;0;0;000;000;000;000;000;000;000
pape-alassane-gueye;Pape Gueye;0;3;20;17;3;91;64;9;0;000;000;000;000;000;000;000
pathe-ciss;Pathe Ciss;0;3;20;15;5;65;46;1;0;000;000;000;000;000;000;000
pau-cabanes-de-la-torre;Pau Cabanes De La Torre;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
pau-cubarsi;Pau Cubarsi;0;3;26;12;14;285;255;10;1;000;000;000;000;000;000;000
pau-lopez;Pau Lopez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
pau-navarro;Pau Navarro;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
pau-victor;Pau Victor;0;1;6;6;0;9;6;0;0;000;000;000;000;000;000;000
paulo-gazzaniga;Paulo Gazzaniga;0;0;0;0;0;110;75;12;0;000;000;000;000;000;000;000
pedri;Pedro Gonzalez Lopez;1;5;23;23;0;181;148;7;1;050;000;050;050;000;000;000
pedro-diaz;Pedro Diaz;0;1;2;1;1;2;2;0;0;000;000;000;000;000;000;000
pelayo-fernandez;Pelayo Fernandez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
chavarria-1;Pep Chavarria;0;2;6;4;2;42;32;2;0;000;000;000;000;000;000;000
pepelu;Jose Luis Garcia Vaya;19;10;32;24;8;244;188;16;2;000;000;000;000;000;000;000
peque-1;Gerard Fernandez Castellano;0;0;6;4;2;16;13;0;0;000;000;000;000;000;000;000
pere-milla;Pere Milla;0;0;9;8;1;22;13;1;0;000;000;000;000;000;000;000
peter;Peter Federico Gonzalez Carmona;0;0;10;5;5;16;10;1;0;000;000;000;000;000;000;000
pol-lozano;Pol Lozano;0;1;6;4;2;36;30;0;0;000;000;000;000;000;000;000
portu;Cristian Portugues Manzanera;6;2;7;7;0;37;33;0;0;000;000;000;000;000;000;000
rafa-mir;Rafa Mir;0;6;28;19;9;41;25;1;0;000;000;000;000;000;000;000
rafael-bauza;Rafael Bauza;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
r-terrats;Ramon Terrats;0;1;3;3;0;11;5;2;0;000;000;000;000;000;000;000
nteka;Randy Nteka;0;3;32;13;19;32;22;1;0;000;000;000;000;000;000;000
raphinha;Raphael Dias Belloli;24;5;29;28;1;158;111;11;3;030;000;030;030;000;000;000
r-albiol;Raul Albiol;0;2;16;7;9;174;152;6;0;000;000;000;000;000;000;000
raul-chasco;Raul Chasco;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
raul-4;Raul Garcia;0;0;7;6;1;13;8;0;0;000;000;000;000;000;000;000
raul-jimenez-1;Raul Jimenez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
raul-moro;Raul Moro;7;2;33;30;3;90;64;4;0;020;020;000;000;020;000;000
r-d-t;Raul de Tomas;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
reinildo;Reinildo Isnard Mandava;0;7;19;15;4;114;93;1;0;000;000;000;000;000;000;000
tapia-1;Renato Tapia;0;2;13;9;4;43;26;4;0;000;000;000;000;000;000;000
ricardo-rodriguez-1;Ricardo Rodriguez;0;0;6;5;1;34;31;0;0;000;000;000;000;000;000;000
robert-lewandowski;Robert Lewandowski;0;1;33;23;10;76;49;2;0;031;000;031;015;015;000;000
navarro-2;Robert Navarro;0;0;6;6;0;6;4;0;0;000;000;000;000;000;000;000
lopez-alcaide;Roberto Lopez;1;0;1;0;1;11;9;0;0;000;000;000;000;000;000;000
le-normand;Robin Le Normand;0;8;29;21;8;236;206;8;0;000;000;000;000;000;000;000
rodri-3;Rodrigo Sanchez Rodriguez;3;2;17;15;2;59;49;2;0;000;000;000;000;000;000;000
rodrigo-abajas;Rodrigo Abajas;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
de-paul;Rodrigo De Paul;1;1;15;14;1;113;85;9;1;000;000;000;000;000;000;000
riquelme;Rodrigo Riquelme;6;2;16;11;5;82;72;2;0;000;000;000;000;000;000;000
rodrygo;Rodrygo Silva de Goes;9;3;32;29;3;170;151;0;0;020;000;020;000;020;000;000
romain-perraud;Romain Perraud;0;6;33;30;3;99;78;1;0;000;000;000;000;000;000;000
ruben-garcia;Ruben Garcia;5;7;37;30;7;126;97;10;0;020;000;020;000;020;000;000
r-pena;Ruben Pena;0;1;4;4;0;11;6;0;0;000;000;000;000;000;000;000
rui-silva;Rui Tiago Dantas da Silva;0;0;3;3;0;88;55;9;0;000;000;000;000;000;000;000
sanchez-1;Salvi Sanchez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
samuel-lino;Samuel Dias Lino;1;6;36;33;3;141;109;10;0;000;000;000;000;000;000;000
samu-3;Samuel de Almeida Costa;0;13;64;44;20;194;148;13;0;000;000;000;000;000;000;000
sandro;Sandro Ramirez;6;3;18;17;1;48;38;1;0;033;000;033;017;017;000;000
santi-c-v;Santi Comesana;0;3;29;21;8;159;138;10;1;000;000;000;000;000;000;000
santiago-mourino;Santiago Mourino;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
saul-1;Saul Niguez;0;7;24;18;6;93;74;2;0;000;000;000;000;000;000;000
scott-mckenna;Scott McKenna;0;2;13;4;9;205;178;4;0;000;000;000;000;000;000;000
selim-amallah;Selim Amallah;2;5;36;34;2;75;59;5;2;000;000;000;000;000;000;000
sergi-altimira;Sergi Altimira;0;0;1;0;1;20;15;3;0;000;000;000;000;000;000;000
sergi-canos;Sergi Canos;2;0;2;1;1;10;8;0;0;000;000;000;000;000;000;000
sergi-cardona;Sergi Cardona;0;10;30;24;6;155;119;8;0;033;000;033;033;000;000;000
s-darder;Sergi Darder;6;3;18;17;1;99;69;9;0;000;000;000;000;000;000;000
sergi-dominguez;Sergi Dominguez;0;0;0;0;0;34;31;1;0;000;000;000;000;000;000;000
s-gomez;Sergi Gomez;0;1;8;1;7;81;72;2;0;000;000;000;000;000;000;000
camello;Sergio Camello;0;1;17;11;6;31;24;1;1;100;000;100;100;000;000;000
s-carreira;Sergio Carreira;0;4;12;10;2;37;31;0;0;000;000;000;000;000;000;000
sergio-g;Sergio Gonzalez;0;3;31;9;22;213;173;13;0;000;000;000;000;000;000;000
sergio-gomez;Sergio Gomez;14;7;32;20;12;113;86;3;0;000;000;000;000;000;000;000
s-herrera;Sergio Herrera;0;0;0;0;0;115;55;24;0;000;000;000;000;000;000;000
seydouba-cisse;Seydouba Cisse;1;2;18;15;3;126;104;8;0;000;000;000;000;000;000;000
sheraldo-becker;Sheraldo Becker;0;1;17;11;6;52;34;1;0;000;000;000;000;000;000;000
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;1;3;3;0;4;3;0;0;000;000;000;000;000;000;000
stanko-juric;Stanko Juric;0;10;34;28;6;131;113;3;0;000;000;000;000;000;000;000
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
stoichkov;Juan Diego Molina Martinez;0;2;20;14;6;56;30;5;4;000;000;000;000;000;000;000
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
take;Takefusa Kubo;1;3;43;40;3;60;40;1;0;050;000;050;050;000;000;000
takuma-asano;Takuma Asano;0;4;22;17;5;41;29;1;0;000;000;000;000;000;000;000
nianzou-kouassi;Tanguy Nianzou;0;1;12;3;9;60;53;3;0;000;000;000;000;000;000;000
tasos-douvikas;Tasos Douvikas;0;3;27;23;4;29;20;0;0;000;000;000;000;000;000;000
courtois;Thibaut Courtois;0;0;3;0;3;106;87;10;0;000;000;000;000;000;000;000
thierno-barry-1;Thierno Barry;0;0;33;16;17;22;9;0;0;033;000;033;000;000;033;000
thierry-r;Thierry Rendall Correia;0;9;37;32;5;140;106;7;0;000;000;000;000;000;000;000
tomas-conechny;Tomas Conechny;3;2;25;18;7;35;18;0;0;000;000;000;000;000;000;000
lato;Antonio Latorre Grueso;0;2;8;7;1;32;24;2;0;000;000;000;000;000;000;000
t-martinez;Toni Martinez;0;2;13;3;10;14;6;0;1;050;025;025;025;025;000;000
toni-villa;Laureano Antonio Villa Suarez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
sadiq;Umar Sadiq;0;2;27;15;12;22;10;0;0;000;000;000;000;000;000;000
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
unai-garcia;Unai Garcia;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
unai-gomez;Unai Gomez;4;0;18;14;4;20;18;0;0;000;000;000;000;000;000;000
unai-lopez;Unai Lopez;2;1;13;9;4;101;82;4;1;050;000;050;000;050;000;000
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
nunez-2;Unai Nunez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
gonzalez-de-zarate;Urko Gonzalez;0;0;5;3;2;16;9;1;0;000;000;000;000;000;000;000
valentin-rosier;Valentin Rosier;0;10;42;37;5;98;66;4;0;000;000;000;000;000;000;000
valentin-barco;Valentin Barco;7;6;17;17;0;41;33;1;1;000;000;000;000;000;000;000
valentin-pezzolesi;Valentin Pezzolesi;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
vedat-muriqi;Vedat Muriqi;0;0;57;21;36;80;50;4;0;010;000;010;000;000;010;000
guaita;Vicente Guaita;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
viktor-tsygankov;Viktor Tsyhankov;14;2;15;13;2;98;74;2;0;050;000;050;050;000;000;000
vini-jr;Vinicius Jose Paixao de Oliveira Junior;1;1;59;57;2;134;106;1;1;014;000;014;000;014;000;000
viti;Viti Rozada;0;2;14;7;7;45;37;1;0;000;000;000;000;000;000;000
vitor-roque;Vitor Hugo Roque Ferreira;0;0;6;5;1;6;5;0;0;000;000;000;000;000;000;000
v-meseguer;Victor Meseguer;0;4;17;13;4;45;36;2;0;000;000;000;000;000;000;000
victor-puig;Victor Puig;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
walid-cheddira;Walid Cheddira;0;0;16;9;7;6;5;0;0;000;000;000;000;000;000;000
william-2;William Silva de Carvalho;0;3;23;18;5;167;129;11;0;000;000;000;000;000;000;000
williot-swedberg;Williot Swedberg;0;2;18;16;2;37;29;2;1;014;014;000;000;014;000;000
willy-kambwala;Willy Kambwala;0;4;10;4;6;41;25;5;0;000;000;000;000;000;000;000
herrera-1;Yangel Herrera;0;10;43;37;6;146;130;1;0;000;000;000;000;000;000;000
yarek-gasiorowski;Yarek Gasiorowski;0;4;15;6;9;89;73;5;1;000;000;000;000;000;000;000
jesus-santiago;Jesus Santiago Perez;0;3;6;6;0;9;5;1;0;000;000;000;000;000;000;000
yeray-2;Yeray Alvarez;0;6;33;22;11;230;177;18;1;000;000;000;000;000;000;000
yeremy;Yeremy Pino;0;7;31;28;3;77;57;1;0;000;000;000;000;000;000;000
youssouf-sabaly;Youssouf Sabaly;0;8;21;21;0;106;83;2;1;000;000;000;000;000;000;000
yuri-b;Yuri Berchiche;0;4;19;15;4;120;103;5;0;000;000;000;000;000;000;000
yvan-neyou;Yvan Neyou;0;5;35;27;8;144;112;8;0;000;000;000;000;000;000;000
yaser-asprilla;Yaser Asprilla;0;1;9;9;0;17;16;0;0;000;000;000;000;000;000;000
alex-b;Alex Baena;11;0;23;18;5;76;53;4;2;000;000;000;000;000;000;000
alejandro-gil;Alex Gil;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
alex-munoz;Alex Munoz;0;5;18;13;5;57;35;2;0;000;000;000;000;000;000;000
alex-padilla;Alejandro Padilla Perez;0;0;2;1;1;64;20;13;0;000;000;000;000;000;000;000
a-remiro;Alex Remiro;0;0;1;0;1;143;73;28;0;000;000;000;000;000;000;000
a-sola;Alex Sola;0;3;46;32;14;42;21;1;0;000;000;000;000;000;000;000
alex-suarez;Alex Suarez;0;9;29;16;13;210;173;8;0;000;000;000;000;000;000;000
alex-valle;Alex Valle;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
aguado-1;Alvaro Aguado;1;3;10;10;0;83;65;3;1;000;000;000;000;000;000;000
alvaro-djalo;Alvaro Djalo Dias Fernandes;0;0;9;7;2;16;12;0;0;000;000;000;000;000;000;000
alvaro-fernandez;Alvaro Fernandez;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
alvaro-1;Alvaro Garcia;0;5;12;10;2;47;28;3;0;025;000;025;000;025;000;000
alvaro-killane;Alvaro Killane;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
a-tejero;Alvaro Tejero;5;0;13;9;4;62;46;1;0;000;000;000;000;000;000;000
correa;Angel Correa;0;1;15;13;2;29;25;0;0;100;000;100;000;100;000;000
angel-f;Angel Fortuno;0;0;0;0;0;0;0;0;0;000;000;000;000;000;000;000
e-militao;Eder Gabriel Militao;0;5;41;25;16;264;229;15;0;000;000;000;000;000;000;000
i-lekue;Inigo Lekue;0;3;10;10;0;102;85;2;0;000;000;000;000;000;000;000
de-marcos;Oscar De Marcos;0;2;12;10;2;44;32;1;0;000;000;000;000;000;000;000
mingueza;Oscar Mingueza;2;6;20;18;2;202;151;9;0;050;025;025;000;050;000;025
oscar-4;Oscar Rodriguez;3;2;24;19;5;66;48;4;0;000;000;000;000;000;000;000
oscar-trejo;Oscar Trejo;0;1;13;11;2;19;14;0;0;000;000;000;000;000;000;000
oscar-5;Oscar Valentin;0;6;45;32;13;120;93;5;0;000;000;000;000;000;000;000
orjan-nyland;Ørjan Nyland;0;0;1;0;1;121;56;16;0;000;000;000;000;000;000;000
