ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
peque-1;Gerard Fernández Castellano;0;0;6;4;2;16;13;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pere-milla;Pere Milla;0;0;9;8;1;22;13;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
peter;Peter Federico González Carmona;0;0;10;5;5;16;10;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pol-lozano;Pol Lozano;0;1;6;4;2;36;30;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
portu;Cristian Portugués Manzanera;6;2;7;7;0;37;33;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rafa-mir;Rafa Mir;0;6;28;19;9;41;25;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rafael-bauza;Rafael Bauza;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
r-terrats;Ramon Terrats;0;1;3;3;0;11;5;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nteka;Randy Nteka;0;3;32;13;19;32;22;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raphinha;Raphael Dias Belloli;24;5;29;28;1;158;111;11;3;0.30;0.00;0.30;0.30;0.00;0.00;0.00
r-albiol;Raúl Albiol;0;2;16;7;9;174;152;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-chasco;Raúl Chasco;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-4;Raúl García;0;0;7;6;1;13;8;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-moro;Raúl Moro;7;2;33;30;3;90;64;4;0;0.20;0.20;0.00;0.00;0.20;0.00;0.00
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
reinildo;Reinildo Isnard Mandava;0;7;19;15;4;114;93;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tapia-1;Renato Tapia;0;2;13;9;4;43;26;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ricardo-rodriguez-1;Ricardo Rodríguez;0;0;6;5;1;34;31;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
robert-lewandowski;Robert Lewandowski;0;1;33;23;10;76;49;2;0;0.31;0.00;0.31;0.15;0.15;0.00;0.00
navarro-2;Robert Navarro;0;0;6;6;0;6;4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lopez-alcaide;Roberto López;1;0;1;0;1;11;9;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
le-normand;Robin Le Normand;0;8;29;21;8;236;206;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rodri-3;Rodrigo Sánchez Rodríguez;3;2;17;15;2;59;49;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rodrigo-abajas;Rodrigo Abajas;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
de-paul;Rodrigo De Paul;1;1;15;14;1;113;85;9;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
riquelme;Rodrigo Riquelme;6;2;16;11;5;82;72;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rodrygo;Rodrygo Silva de Goes;9;3;32;29;3;170;151;0;0;0.20;0.00;0.20;0.00;0.20;0.00;0.00
romain-perraud;Romain Perraud;0;6;33;30;3;99;78;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ruben-garcia;Rubén García;5;7;37;30;7;126;97;10;0;0.20;0.00;0.20;0.00;0.20;0.00;0.00
r-pena;Rubén Peña;0;1;4;4;0;11;6;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rui-silva;Rui Tiago Dantas da Silva;0;0;3;3;0;88;55;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sanchez-1;Salvi Sánchez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
samuel-lino;Samuel Dias Lino;1;6;36;33;3;141;109;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
samu-3;Samuel de Almeida Costa;0;13;64;44;20;194;148;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sandro;Sandro Ramírez;6;3;18;17;1;48;38;1;0;0.33;0.00;0.33;0.17;0.17;0.00;0.00
santi-c-v;Santi Comesaña;0;3;29;21;8;159;138;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
santiago-mourino;Santiago Mouriño;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
saul-1;Saúl Ñíguez;0;7;24;18;6;93;74;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
scott-mckenna;Scott McKenna;0;2;13;4;9;205;178;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
selim-amallah;Selim Amallah;2;5;36;34;2;75;59;5;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-altimira;Sergi Altimira;0;0;1;0;1;20;15;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-canos;Sergi Canós;2;0;2;1;1;10;8;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-cardona;Sergi Cardona;0;10;30;24;6;155;119;8;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
s-darder;Sergi Darder;6;3;18;17;1;99;69;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergi-dominguez;Sergi Domínguez;0;0;0;0;0;34;31;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
s-gomez;Sergi Gómez;0;1;8;1;7;81;72;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
camello;Sergio Camello;0;1;17;11;6;31;24;1;1;1.00;0.00;1.00;1.00;0.00;0.00;0.00
s-carreira;Sergio Carreira;0;4;12;10;2;37;31;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergio-g;Sergio González;0;3;31;9;22;213;173;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sergio-gomez;Sergio Gómez;14;7;32;20;12;113;86;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
s-herrera;Sergio Herrera;0;0;0;0;0;115;55;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
seydouba-cisse;Seydouba Cissé;1;2;18;15;3;126;104;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sheraldo-becker;Sheraldo Becker;0;1;17;11;6;52;34;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;1;3;3;0;4;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stanko-juric;Stanko Juric;0;10;34;28;6;131;113;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stoichkov;Juan Diego Molina Martínez;0;2;20;14;6;56;30;5;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
take;Takefusa Kubo;1;3;43;40;3;60;40;1;0;0.50;0.00;0.50;0.50;0.00;0.00;0.00
takuma-asano;Takuma Asano;0;4;22;17;5;41;29;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nianzou-kouassi;Tanguy Nianzou;0;1;12;3;9;60;53;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tasos-douvikas;Tasos Douvikas;0;3;27;23;4;29;20;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
courtois;Thibaut Courtois;0;0;3;0;3;106;87;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
thierno-barry-1;Thierno Barry;0;0;33;16;17;22;9;0;0;0.33;0.00;0.33;0.00;0.00;0.33;0.00
thierry-r;Thierry Rendall Correia;0;9;37;32;5;140;106;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tomas-conechny;Tomás Conechny;3;2;25;18;7;35;18;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lato;Antonio Latorre Grueso;0;2;8;7;1;32;24;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
t-martinez;Toni Martínez;0;2;13;3;10;14;6;0;1;0.50;0.25;0.25;0.25;0.25;0.00;0.00
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sadiq;Umar Sadiq;0;2;27;15;12;22;10;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-gomez;Unai Gómez;4;0;18;14;4;20;18;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
unai-lopez;Unai López;2;1;13;9;4;101;82;4;1;0.50;0.00;0.50;0.00;0.50;0.00;0.00
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nunez-2;Unai Núñez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gonzalez-de-zarate;Urko González;0;0;5;3;2;16;9;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valentin-rosier;Valentin Rosier;0;10;42;37;5;98;66;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valentin-barco;Valentín Barco;7;6;17;17;0;41;33;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
vedat-muriqi;Vedat Muriqi;0;0;57;21;36;80;50;4;0;0.10;0.00;0.10;0.00;0.00;0.10;0.00
guaita;Vicente Guaita;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
viktor-tsygankov;Viktor Tsyhankov;14;2;15;13;2;98;74;2;0;0.50;0.00;0.50;0.50;0.00;0.00;0.00
vini-jr;Vinícius José Paixão de Oliveira Júnior;1;1;59;57;2;134;106;1;1;0.14;0.00;0.14;0.00;0.14;0.00;0.00
viti;Viti Rozada;0;2;14;7;7;45;37;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
vitor-roque;Vitor Hugo Roque Ferreira;0;0;6;5;1;6;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
v-meseguer;Víctor Meseguer;0;4;17;13;4;45;36;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
walid-cheddira;Walid Cheddira;0;0;16;9;7;6;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
william-2;William Silva de Carvalho;0;3;23;18;5;167;129;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
williot-swedberg;Williot Swedberg;0;2;18;16;2;37;29;2;1;0.14;0.14;0.00;0.00;0.14;0.00;0.00
willy-kambwala;Willy Kambwala;0;4;10;4;6;41;25;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
herrera-1;Yangel Herrera;0;10;43;37;6;146;130;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yarek-gasiorowski;Yarek Gasiorowski;0;4;15;6;9;89;73;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
jesus-santiago;Jesús Santiago Pérez;0;3;6;6;0;9;5;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yeray-2;Yeray Álvarez;0;6;33;22;11;230;177;18;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yeremy;Yeremy Pino;0;7;31;28;3;77;57;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
youssouf-sabaly;Youssouf Sabaly;0;8;21;21;0;106;83;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yuri-b;Yuri Berchiche;0;4;19;15;4;120;103;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yvan-neyou;Yvan Neyou;0;5;35;27;8;144;112;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
yaser-asprilla;Yáser Asprilla;0;1;9;9;0;17;16;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-b;Álex Baena;11;0;23;18;5;76;53;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-munoz;Álex Muñoz;0;5;18;13;5;57;35;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-padilla;Alejandro Padilla Pérez;0;0;2;1;1;64;20;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-remiro;Álex Remiro;0;0;1;0;1;143;73;28;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-sola;Álex Sola;0;3;46;32;14;42;21;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-suarez;Álex Suárez;0;9;29;16;13;210;173;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aguado-1;Álvaro Aguado;1;3;10;10;0;83;65;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-djalo;Álvaro Djaló Dias Fernandes;0;0;9;7;2;16;12;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-fernandez;Álvaro Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-1;Álvaro García;0;5;12;10;2;47;28;3;0;0.25;0.00;0.25;0.00;0.25;0.00;0.00
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-tejero;Álvaro Tejero;5;0;13;9;4;62;46;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
correa;Ángel Correa;0;1;15;13;2;29;25;0;0;1.00;0.00;1.00;0.00;1.00;0.00;0.00
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
e-militao;Éder Gabriel Militão;0;5;41;25;16;264;229;15;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
i-lekue;Íñigo Lekue;0;3;10;10;0;102;85;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
de-marcos;Óscar De Marcos;0;2;12;10;2;44;32;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mingueza;Óscar Mingueza;2;6;20;18;2;202;151;9;0;0.50;0.25;0.25;0.00;0.50;0.00;0.25
oscar-4;Óscar Rodríguez;3;2;24;19;5;66;48;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
oscar-trejo;Óscar Trejo;0;1;13;11;2;19;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
oscar-5;Óscar Valentín;0;6;45;32;13;120;93;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
orjan-nyland;Ørjan Nyland;0;0;1;0;1;121;56;16;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
