ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
juanpe-1;Juan Pedro Gil Bueno;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jude-bellingham;Jude Bellingham;31;15;6;25;16;7;7;0;003;013;1;006;0;0
julen-agirrezabala;Julen Agirrezabala;0;0;0;0;0;0;0;0;000;000;0;000;0;0
julen-lartitegi;Julen Lartitegi;0;0;0;0;0;0;0;0;000;000;0;000;0;0
kounde;Jules Kounde;12;5;3;17;24;2;2;0;008;008;0;000;0;0
julian-alvarez;Julian Alvarez;39;23;2;22;17;9;9;0;008;013;1;003;0;0
julian-chicco;Julian Chicco;1;1;0;2;0;0;0;0;000;000;0;000;0;0
juma-bah;Abdulai Juma Bah;3;1;0;3;1;0;0;0;000;000;0;000;0;0
justin-smith;Justin Smith;0;0;0;1;2;0;0;0;000;000;0;000;0;0
karl-hein;Karl Hein;0;0;0;0;0;0;0;0;000;000;0;000;0;0
kelechi-iheanacho;Kelechi Iheanacho;4;2;0;2;2;0;0;0;000;000;0;000;0;0
kenedy;Robert Kenedy Nunes do Nascimento;1;0;0;0;1;0;0;0;000;000;0;000;0;0
kike-barja;Kike Barja;2;1;0;5;3;0;0;0;000;000;0;000;0;0
kike-g;Kike Garcia;29;17;0;9;11;10;10;0;014;010;2;010;0;0
kike-1;Kike Perez;14;5;0;8;12;2;2;0;007;007;0;000;0;0
kike-salas;Kike Salas;10;2;2;2;2;1;1;0;010;000;0;000;0;0
kiko-femenia;Kiko Femenia;2;0;1;16;4;0;0;0;000;000;0;000;0;0
kim-min-su;Min-Su Kim;0;0;0;0;2;0;0;0;000;000;0;000;0;0
kirian;Kirian Rodriguez;17;9;3;11;5;0;0;0;000;000;0;000;0;0
koke-5;Jorge Iglesias Gonzalez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
koke;Jorge Resurreccion Merodio;6;4;1;8;9;1;1;0;000;017;0;000;0;1
kylian-mbappe-lottin;Kylian Mbappe;79;57;3;58;67;17;14;3;001;020;5;000;0;0
ladislav-krejci-ii;Ladislav Krejci;8;4;0;2;3;2;1;1;025;000;0;000;0;0
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;000;000;0;000;0;0
lamine-yamal;Lamine Yamal Nasraoui Ebana;53;24;11;89;75;5;3;2;008;002;0;000;0;0
leandro-antonetti;Leandro Antonetti;0;0;0;0;0;0;0;0;000;000;0;000;0;0
cabrera;Leandro Cabrera;7;3;1;1;0;2;2;0;014;000;0;014;0;0
leo-1;Leo Roman;0;0;0;1;0;0;0;0;000;000;0;000;0;0
llorenc-serred;Llorenc Serred;0;0;0;0;0;0;0;0;000;000;0;000;0;0
logan-costa;Logan Evans Costa;9;4;0;0;1;2;2;0;000;000;0;022;0;0
lorenzo-aguado-herrera;Lorenzo Aguado Herrera;0;0;0;0;0;0;0;0;000;000;0;000;0;0
loic-bade;Loic Bade;10;4;1;11;2;1;0;1;000;010;0;000;0;0
luca-lohr;Luca Lohr;0;0;0;0;0;0;0;0;000;000;0;000;0;0
luca-de-la-torre;Luca de la Torre;0;0;0;0;1;0;0;0;000;000;0;000;0;0
lucas-alcazar-moreno;Lucas Alcazar;0;0;0;0;0;0;0;0;000;000;0;000;0;0
lucas-garcia;Lucas Garcia Madrigal;0;0;0;0;0;0;0;0;000;000;0;000;0;0
l-ocampos;Lucas Ocampos;3;2;1;2;5;0;0;0;000;000;0;000;0;0
lucas-rosa;Lucas Oliveira Rosa;5;3;1;14;13;0;0;0;000;000;0;000;0;0
torro;Lucas Torro;11;5;0;5;2;3;3;0;000;018;0;009;0;0
lucas-v;Lucas Vazquez;7;3;3;14;10;1;1;0;014;000;0;000;0;0
lucien-agoume;Lucien Agoume;3;0;0;11;3;0;0;0;000;000;0;000;0;0
l-milla;Luis Milla;16;4;2;15;10;1;1;0;000;006;1;000;0;0
l-perez;Luis Perez;3;1;0;6;7;0;0;0;000;000;0;000;0;0
l-rioja;Luis Rioja;16;8;1;30;24;5;4;1;031;000;2;000;0;0
luiz-junior-1;Luiz Lucio Reis Junior;0;0;0;0;0;0;0;0;000;000;0;000;0;0
modric;Luka Modric;10;4;3;6;5;2;1;1;010;010;0;000;0;0
luka;Luka Romero;1;0;0;1;1;0;0;0;000;000;0;000;0;0
luka-sucic;Luka Sucic;22;9;1;22;18;1;0;1;005;000;0;000;0;0
luken-beitia;Luken Beitia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
m-sylla;Mamadou Sylla;14;5;2;4;4;3;3;0;000;021;2;000;0;0
manu-bueno;Manu Bueno;4;1;0;1;1;1;0;1;025;000;0;000;0;0
manu-fuster;Manu Fuster;9;5;0;4;6;2;1;1;000;022;0;000;0;0
manu-gonzalez;Manuel Gonzalez Pallares;0;0;0;0;0;0;0;0;000;000;0;000;0;0
morlanes;Manu Morlanes;5;0;0;1;4;0;0;0;000;000;0;000;0;0
m-sanchez;Manu Sanchez;3;0;0;5;13;0;0;0;000;000;0;000;0;0
marash-kumbulla;Marash Kumbulla;6;3;0;2;2;2;2;0;000;017;0;017;0;0
bartra;Marc Bartra;10;4;0;4;5;2;2;0;000;000;0;020;0;0
marc-bernal;Marc Bernal;1;1;0;2;1;0;0;0;000;000;0;000;0;0
marc;Marc Cardona;1;0;0;0;3;0;0;0;000;000;0;000;0;0
marc-casado;Marc Casado;7;0;3;4;4;0;0;0;000;000;0;000;0;0
marc-domenech;Marc Domenech;1;1;0;1;0;0;0;0;000;000;0;000;0;0
marc-roca;Marc Roca;8;4;2;4;1;2;1;1;025;000;0;000;0;0
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ter-stegen;Marc-Andre ter Stegen;0;0;0;0;0;0;0;0;000;000;0;000;0;0
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;000;000;0;000;0;0
marcos-alonso;Marcos Alonso;11;5;0;8;5;0;0;0;000;000;0;000;0;0
marcos-andre;Marcos Andre de Sousa Mendonca;13;2;1;17;12;1;1;0;000;008;0;000;0;0
m-llorente;Marcos Llorente;8;5;2;8;9;2;1;1;000;025;0;000;0;0
marcao;Marcos do Nascimento Teixeira;0;0;0;0;1;0;0;0;000;000;0;000;0;0
mario-maroto;Mario Maroto;0;0;1;1;0;0;0;0;000;000;0;000;0;0
mario-martin;Mario Martin;10;7;1;15;11;0;0;0;000;000;0;000;0;0
dmitrovic;Marko Dmitrovic;0;0;0;1;0;0;0;0;000;000;0;000;0;0
maroan-sannadi;Maroan Sannadi;5;4;0;2;4;1;1;0;000;020;0;000;0;0
martin-cuellar;Martin Cuellar;0;0;0;0;0;0;0;0;000;000;0;000;0;0
valjent;Martin Valjent;4;2;0;4;1;1;1;0;000;025;0;000;0;0
martin-conde;Martin Conde;0;0;0;0;0;0;0;0;000;000;0;000;0;0
martin-tejon;Martin Tejon;1;1;0;2;2;0;0;0;000;000;0;000;0;0
zubimendi;Martin Zubimendi;11;5;1;15;8;1;1;0;009;000;0;000;0;0
marvin-1;Marvin Park;2;0;0;1;3;0;0;0;000;000;0;000;0;0
mateo-flores;Mateo Flores;0;0;0;0;0;0;0;0;000;000;0;000;0;0
mateo-mejia;Mateo Mejia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
mateu-morey;Mateu Morey;0;0;0;7;3;0;0;0;000;000;0;000;0;0
matija-nastasic;Matija Nastasic;2;1;0;1;0;1;1;0;000;000;0;050;0;0
matias-arbol;Matias Arbol;0;0;0;0;0;0;0;0;000;000;0;000;0;0
m-arambarri;Mauro Arambarri;25;11;0;12;7;6;5;1;004;016;3;004;1;0
max-aarons;Max Aarons;0;0;0;1;0;0;0;0;000;000;0;000;0;0
maximiliano-caufriez;Maximiliano Caufriez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
miguel-3;Miguel Gutierrez;19;8;4;19;20;1;1;0;005;000;0;000;0;0
miguel-2;Miguel de la Fuente;21;14;3;8;22;1;1;0;000;005;1;000;0;0
m-morro;Miguel Angel Morro;0;0;0;0;0;0;0;0;000;000;0;000;0;0
mihailo-ristic;Mihailo Ristic;0;0;1;2;7;0;0;0;000;000;0;000;0;0
mika-marmol;Mika Marmol;4;0;1;5;4;0;0;0;000;000;0;000;0;0
mikel-jauregizar;Mikel Jauregizar;11;5;1;10;9;2;1;1;009;009;0;000;0;0
oyarzabal;Mikel Oyarzabal;21;9;2;4;4;4;4;0;014;000;2;005;0;0
vesga;Mikel Vesga;4;2;0;2;3;0;0;0;000;000;0;000;0;0
moi-gomez;Moi Gomez;0;0;0;10;10;0;0;0;000;000;0;000;0;1
diakhaby;Mouctar Diakhaby;4;2;0;0;0;1;1;0;000;025;0;000;0;0
moussa-diarra-1;Moussa Diarra;0;0;0;7;5;0;0;0;000;000;0;000;0;0
munir;Munir El Haddadi;8;4;0;3;11;2;1;1;013;000;0;013;0;0
nabil-aberdin;Nabil Aberdin;1;0;0;2;1;0;0;0;000;000;0;000;0;0
fekir;Nabil Fekir;5;1;1;0;4;0;0;0;000;000;0;000;0;0
nacho-vidal;Nacho Vidal;0;0;0;2;0;0;0;0;000;000;0;000;0;0
naci-unuvar;Naci Unuvar;1;0;0;0;1;0;0;0;000;000;0;000;0;0
nahuel-molina;Nahuel Molina;6;1;3;11;13;0;0;0;000;000;0;000;0;0
nahuel-tenaglia;Nahuel Tenaglia;15;5;1;11;7;1;1;0;000;000;0;007;0;0
naim-garcia;Naim Garcia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
natan;Natan Bernardo de Souza;3;2;0;0;0;0;0;0;000;000;0;000;0;0
nayef-aguerd;Nayef Aguerd;12;4;0;5;1;0;0;0;000;000;0;000;0;0
gudelj;Nemanja Gudelj;11;3;1;3;1;0;0;0;000;000;0;000;0;0
nicolas-serrano;Nico Serrano;2;1;0;3;6;0;0;0;000;000;0;000;0;0
williams-jr;Nicholas Williams Arthuer;30;13;5;46;70;3;3;0;000;010;0;000;0;0
nicolas-pepe;Nicolas Pepe;20;12;2;13;14;1;1;0;000;005;0;000;0;0
noah-darvich;Noah Darvich;0;0;0;0;0;0;0;0;000;000;0;000;0;0
nobel-mendy;Nobel Mendy;0;0;0;0;0;0;0;0;000;000;0;000;0;0
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;000;000;0;000;0;0
o-sancet-1;Oihan Sancet;33;17;1;19;18;13;11;2;003;027;2;009;0;0
oliver-mcburnie;Oliver McBurnie;14;5;4;10;10;0;0;0;000;000;0;000;0;0
omar-alderete;Omar Alderete;19;7;0;11;8;0;0;0;000;000;0;000;0;0
omar-1;Omar El Hilali;1;0;2;13;3;0;0;0;000;000;0;000;0;0
mascarell;Omar Mascarell;3;1;0;8;3;0;0;0;000;000;0;000;0;0
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;000;000;0;000;0;0
oriol-romeu;Oriol Romeu;1;0;0;2;3;0;0;0;000;000;0;000;0;0
orri-oskarsson;Orri Oskarsson;13;6;0;0;3;3;3;0;008;015;0;000;0;0
pablo-barrios-rivas;Pablo Barrios;21;5;2;16;9;0;0;0;000;000;0;000;0;0
pablo-busto-1;Pablo Busto;0;0;0;0;0;0;0;0;000;000;0;000;0;0
pablo-duran;Pablo Duran;14;6;2;3;15;4;2;2;000;029;0;000;0;0
p-fornals;Pablo Fornals;10;3;0;5;13;1;1;0;000;010;0;000;0;0
pablo-garcia-5;Pablo Garcia;0;0;0;1;1;0;0;0;000;000;0;000;0;0
pablo-ibanez;Pablo Ibanez;12;3;1;7;6;0;0;0;000;000;0;000;0;0
maffeo;Pablo Maffeo;4;1;1;25;18;0;0;0;000;000;0;000;0;0
pablo-marin;Pablo Marin;1;1;1;8;2;0;0;0;000;000;0;000;0;0
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;000;000;0;000;0;0
pablo-torre;Pablo Torre;4;4;1;2;3;3;1;2;025;050;0;000;1;0
pablo-valencia;Pablo Valencia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
papa-dame-ba;Papa Dame Ba;0;0;0;1;1;0;0;0;000;000;0;000;0;0
pape-alassane-gueye;Pape Gueye;30;11;0;8;12;2;0;2;007;000;0;000;0;0
pathe-ciss;Pathe Ciss;10;3;1;11;6;2;2;0;000;010;0;010;0;0
pau-cabanes-de-la-torre;Pau Cabanes;3;2;0;6;10;1;1;0;000;033;0;000;0;0
pau-cubarsi;Pau Cubarsi;5;0;3;5;0;0;0;0;000;000;0;000;0;0
pau-lopez;Pau Lopez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
pau-navarro;Pau Navarro;1;0;0;3;2;0;0;0;000;000;0;000;0;0
pau-victor;Pau Victor;7;4;1;7;4;2;1;1;014;014;0;000;0;0
paulo-gazzaniga;Paulo Gazzaniga;0;0;0;3;1;0;0;0;000;000;0;000;0;0
pedri;Pedro Gonzalez Lopez;13;9;3;27;12;4;3;1;015;015;0;000;0;0
pedro-aleman;Pedro Aleman;0;0;0;0;0;0;0;0;000;000;0;000;0;0
pedro-diaz;Pedro Diaz;7;1;0;5;3;0;0;0;000;000;0;000;0;0
pedro-ortiz;Pedro Ortiz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
peio-canales;Peio Canales;1;0;0;2;1;0;0;0;000;000;0;000;0;0
pejino;Francisco Jesus Crespo Garcia;1;0;0;0;0;0;0;0;000;000;0;000;0;0
pelayo-fernandez;Pelayo Fernandez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
chavarria-1;Pep Chavarria;4;1;1;5;10;0;0;0;000;000;0;000;0;0
pepelu;Jose Luis Garcia Vaya;10;5;2;5;2;1;1;0;000;010;1;000;0;0
peque-1;Gerard Fernandez Castellano;3;2;1;6;8;0;0;0;000;000;0;000;0;0
pere-joan;Pere Garcia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
pere-milla;Pere Milla;4;2;0;1;3;0;0;0;000;000;0;000;0;0
peter;Peter Federico Gonzalez Carmona;4;1;0;2;8;0;0;0;000;000;0;000;0;0
pol-lozano;Pol Lozano;3;2;0;4;10;0;0;0;000;000;0;000;0;0
pol-tristan;Pol Tristan;0;0;0;0;0;0;0;0;000;000;0;000;0;0
portu;Cristian Portugues Manzanera;0;0;1;1;1;0;0;0;000;000;0;000;0;0
rafa-mir;Rafa Mir;8;3;1;1;6;0;0;0;000;000;0;000;0;0
rafael-bauza;Rafael Bauza;1;0;0;1;1;0;0;0;000;000;0;000;0;0
rafa-romero;Rafael Romero;0;0;0;0;0;0;0;0;000;000;0;000;0;0
r-terrats;Ramon Terrats;0;0;0;6;9;0;0;0;000;000;0;000;0;0
ramon-martinez;Ramon Martinez;0;0;0;1;0;0;0;0;000;000;0;000;0;0
nteka;Randy Nteka;12;7;0;4;6;3;3;0;025;000;0;000;0;0
raphinha;Raphael Dias Belloli;59;34;7;40;33;13;11;2;017;005;1;000;0;0
rayane-belaid;Rayane Belaid;0;0;0;0;0;0;0;0;000;000;0;000;0;0
r-albiol;Raul Albiol;0;0;0;0;0;0;0;0;000;000;0;000;0;1
raul;Raul Asencio;1;0;1;4;0;0;0;0;000;000;0;000;0;0
raul-chasco;Raul Chasco;0;0;0;0;2;0;0;0;000;000;0;000;0;0
raul-4;Raul Garcia;14;9;0;10;5;2;1;1;000;007;0;007;0;0
raul-jimenez-1;Raul Jimenez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
raul-martinez-1;Raul Martinez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
raul-moro;Raul Moro;15;8;2;38;39;3;2;1;000;013;0;007;0;0
r-d-t;Raul de Tomas;0;0;0;0;0;0;0;0;000;000;0;000;0;0
reinildo;Reinildo Isnard Mandava;1;1;0;2;8;0;0;0;000;000;0;000;0;0
tapia-1;Renato Tapia;6;3;0;10;9;1;0;1;000;017;0;000;0;0
ricard-artero;Ricard Artero;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ricardo-rodriguez-1;Ricardo Rodriguez;1;1;0;3;1;0;0;0;000;000;0;000;0;0
robert-lewandowski;Robert Lewandowski;63;36;2;16;9;20;19;1;008;021;3;003;0;0
navarro-2;Robert Navarro;12;6;0;32;18;1;1;0;000;008;0;000;0;0
roberto-fernandez-2;Roberto Fernandez;2;2;0;6;4;2;2;0;000;050;0;050;0;0
lopez-alcaide;Roberto Lopez;5;1;1;2;2;0;0;0;000;000;0;000;0;0
le-normand;Robin Le Normand;3;0;0;1;1;0;0;0;000;000;0;000;0;0
rodri-3;Rodrigo Sanchez Rodriguez;2;2;0;2;4;0;0;0;000;000;0;000;0;0
rodrigo-abajas;Rodrigo Abajas;1;0;0;1;0;0;0;0;000;000;0;000;0;0
de-paul;Rodrigo De Paul;8;4;3;10;11;3;1;2;000;038;0;000;0;0
riquelme;Rodrigo Riquelme;8;4;1;4;12;0;0;0;000;000;0;000;0;0
rodrygo;Rodrygo Silva de Goes;31;16;5;34;30;6;5;1;003;016;0;000;0;0
romain-perraud;Romain Perraud;8;3;0;9;12;1;0;1;000;013;0;000;0;0
r-araujo;Ronald Araujo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ruben-garcia;Ruben Garcia;8;4;4;10;15;2;1;1;013;013;0;000;1;0
ruben-gomez-peris;Ruben Gomez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ruben-iranzo;Ruben Iranzo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
r-pena;Ruben Pena;8;2;0;9;13;0;0;0;000;000;0;000;0;0
ruben-vargas;Ruben Vargas;8;3;1;8;12;1;1;0;000;013;0;000;0;0
rui-silva;Rui Tiago Dantas da Silva;0;0;0;0;0;0;0;0;000;000;0;000;0;0
sanchez-1;Salvi Sanchez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
samuel-lino;Samuel Dias Lino;22;11;2;14;15;3;2;1;005;009;0;000;0;0
samu-3;Samuel de Almeida Costa;16;8;2;5;10;0;0;0;000;000;0;000;0;0
sandro;Sandro Ramirez;28;17;3;12;15;7;5;2;007;018;0;000;2;0
santi-c-v;Santi Comesana;14;4;2;10;10;3;3;0;014;000;0;007;0;0
santiago-mourino;Santiago Mourino;6;2;0;2;3;0;0;0;000;000;0;000;0;0
saul-1;Saul Niguez;24;7;5;7;11;1;1;0;000;004;0;000;0;0
scott-mckenna;Scott McKenna;2;0;0;1;0;0;0;0;000;000;0;000;0;1
sebastian-john-wade-gardiner;Sebas Wade;0;0;0;0;0;0;0;0;000;000;0;000;0;0
selim-amallah;Selim Amallah;16;7;1;25;16;3;2;1;000;019;1;000;0;0
silvi-clua;Selvi Clua;1;1;0;2;2;0;0;0;000;000;0;000;0;0
sergi-altimira;Sergi Altimira;12;2;1;11;4;0;0;0;000;000;0;000;0;0
sergi-canos;Sergi Canos;8;3;0;1;12;0;0;0;000;000;0;000;0;0
sergi-cardona;Sergi Cardona;13;5;6;9;11;1;1;0;008;000;0;000;0;0
s-darder;Sergi Darder;13;4;1;16;20;0;0;0;000;000;0;000;0;0
sergi-dominguez;Sergi Dominguez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
sergi-guardiola;Sergi Guardiola;7;1;0;0;1;0;0;0;000;000;0;000;0;0
s-gomez;Sergi Gomez;1;1;0;0;0;0;0;0;000;000;0;000;0;0
sergio-arribas-1;Sergio Arribas;0;0;0;0;0;0;0;0;000;000;0;000;0;0
camello;Sergio Camello;23;9;2;13;8;3;3;0;009;004;0;000;0;0
s-carreira;Sergio Carreira;2;1;2;5;8;0;0;0;000;000;0;000;0;0
sergio-g;Sergio Gonzalez;7;3;0;3;0;2;2;0;000;000;0;029;0;1
sergio-gomez;Sergio Gomez;9;6;4;14;13;0;0;0;000;000;0;000;0;0
s-herrera;Sergio Herrera;0;0;0;0;0;0;0;0;000;000;0;000;0;0
sergio-mestre;Sergio Mestre;0;0;0;0;0;0;0;0;000;000;0;000;0;0
sergio-ruiz-1;Sergio Ruiz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
sergio-vieira;Sergio Viera;0;0;0;0;0;0;0;0;000;000;0;000;0;0
seydouba-cisse;Seydouba Cisse;6;2;0;24;8;2;2;0;000;033;0;000;0;0
sheraldo-becker;Sheraldo Becker;17;12;1;4;3;2;2;0;000;012;0;000;0;0
siebe-van-der-heyden;Siebe Van der Heyden;1;0;0;1;1;0;0;0;000;000;0;000;0;0
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;2;1;0;8;7;1;1;0;000;050;0;000;0;0
stanko-juric;Stanko Juric;3;1;0;5;3;0;0;0;000;000;0;000;0;0
stefan-bajcetic;Stefan Bajcetic;2;2;0;4;2;1;1;0;000;050;0;000;0;0
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;000;000;0;000;0;0
stoichkov;Juan Diego Molina Martinez;8;3;1;6;9;0;0;0;000;000;0;000;0;0
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;000;000;0;000;0;0
suso;Jesus Joaquin Fernandez Saenz de la Torre;3;2;0;7;7;0;0;0;000;000;0;000;0;0
sebastien-haller;Sebastien Haller;3;1;0;1;2;0;0;0;000;000;0;000;0;0
tadeo-allende;Tadeo Allende;0;0;0;0;1;0;0;0;000;000;0;000;0;0
tajon-buchanan;Tajon Buchanan;0;0;0;0;1;0;0;0;000;000;0;000;0;0
take;Takefusa Kubo;20;11;0;45;49;5;5;0;025;000;0;000;0;0
takuma-asano;Takuma Asano;12;4;0;4;13;0;0;0;000;000;0;000;0;0
tamas-nikitscher;Tamas Nikitscher;0;0;0;0;0;0;0;0;000;000;0;000;0;0
nianzou-kouassi;Tanguy Nianzou;2;0;0;3;0;0;0;0;000;000;0;000;0;1
tasos-douvikas;Tasos Douvikas;15;9;1;4;7;3;3;0;000;013;0;007;0;0
thiago-ojeda;Thiago Ojeda;1;0;0;0;0;0;0;0;000;000;0;000;0;0
courtois;Thibaut Courtois;0;0;0;0;1;0;0;0;000;000;0;000;0;1
thierno-barry-1;Thierno Barry;46;17;3;10;16;8;8;0;004;007;1;007;0;0
thierry-r;Thierry Rendall Correia;7;3;0;8;12;0;0;0;000;000;0;000;0;0
lemar;Thomas Lemar;0;0;0;0;1;0;0;0;000;000;0;000;0;0
tomas-conechny;Tomas Conechny;15;8;0;3;6;1;1;0;000;000;0;007;0;0
toni-fernandez;Toni Fernandez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
lato;Antonio Latorre Grueso;0;0;0;0;3;0;0;0;000;000;0;000;0;0
t-martinez;Toni Martinez;27;11;0;6;2;3;1;2;004;007;0;000;0;0
toni-villa;Laureano Antonio Villa Suarez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
sadiq;Umar Sadiq;5;1;0;8;8;1;1;0;000;000;0;020;0;0
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
unai-garcia;Unai Garcia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
unai-gomez;Unai Gomez;7;2;2;9;8;1;1;0;014;000;0;000;0;0
unai-lopez;Unai Lopez;10;7;0;8;1;3;2;1;000;020;0;010;0;0
marrero;Unai Marrero;0;0;0;0;0;0;0;0;000;000;0;000;0;0
nunez-2;Unai Nunez;1;0;0;1;0;0;0;0;000;000;0;000;0;0
unai-simon;Unai Simon;0;0;0;0;0;0;0;0;000;000;0;000;0;0
gonzalez-de-zarate;Urko Gonzalez;0;0;0;2;1;0;0;0;000;000;0;000;0;0
valentin-rosier;Valentin Rosier;6;1;2;18;10;0;0;0;000;000;0;000;0;0
valentin-barco;Valentin Barco;5;0;0;3;9;0;0;0;000;000;0;000;0;0
valentin-pezzolesi;Valentin Pezzolesi;0;0;0;0;0;0;0;0;000;000;0;000;0;0
valery;Valery Fernandez;3;3;0;0;4;2;2;0;033;033;0;000;0;0
vedat-muriqi;Vedat Muriqi;36;15;2;7;13;6;6;0;008;000;1;008;0;0
vicent-abril;Vicent Abril;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guaita;Vicente Guaita;0;0;0;0;0;0;0;0;000;000;0;000;0;0
viktor-tsygankov;Viktor Tsyhankov;10;4;3;5;8;1;1;0;010;000;0;000;0;0
vini-jr;Vinicius Jose Paixao de Oliveira Junior;43;18;5;56;63;9;8;1;005;016;2;000;0;0
viti;Viti Rozada;1;0;2;3;4;0;0;0;000;000;0;000;0;0
vitor-roque;Vitor Hugo Roque Ferreira;31;19;0;10;25;4;4;0;000;010;0;003;0;0
vladyslav-krapyvtsov;Vladyslav Krapyvtsov;0;0;0;0;0;0;0;0;000;000;0;000;0;0
v-meseguer;Victor Meseguer;3;0;0;1;3;0;0;0;000;000;0;000;0;0
victor-munoz;Victor Munoz Villanueva;0;0;0;0;0;0;0;0;000;000;0;000;0;0
victor-puig;Victor Puig;0;0;0;0;0;0;0;0;000;000;0;000;0;0
walid-cheddira;Walid Cheddira;7;3;1;4;12;1;1;0;014;000;0;000;0;0
warren-madrigal;Warren Madrigal;0;0;0;0;0;0;0;0;000;000;0;000;0;0
william-2;William Silva de Carvalho;2;1;0;3;1;0;0;0;000;000;0;000;0;0
williot-swedberg;Williot Swedberg;20;12;3;7;24;3;2;1;000;015;0;000;0;0
willy-kambwala;Willy Kambwala;1;1;0;1;0;0;0;0;000;000;0;000;0;0
wojciech-szczesny;Wojciech Szczesny;0;0;0;0;0;0;0;0;000;000;0;000;0;0
xavier-pleguezuelo;Xavier Pleguezuelo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
herrera-1;Yangel Herrera;18;7;2;14;9;3;3;0;000;000;0;017;0;0
yarek-gasiorowski;Yarek Gasiorowski;3;0;0;0;0;0;0;0;000;000;0;000;0;0
jesus-santiago;Jesus Santiago Perez;0;0;0;0;6;0;0;0;000;000;0;000;0;0
yeray-2;Yeray Alvarez;6;1;0;4;3;0;0;0;000;000;0;000;0;0
yeremy;Yeremy Pino;10;4;4;17;11;1;1;0;000;010;0;000;0;0
yoel-lago;Yoel Lago;0;0;0;1;1;0;0;0;000;000;0;000;0;0
youssef-lekhedim;Youssef Lekhedim;0;0;0;0;0;0;0;0;000;000;0;000;0;0
youssouf-sabaly;Youssouf Sabaly;2;0;0;8;8;0;0;0;000;000;0;000;0;0
yuri-b;Yuri Berchiche;6;3;2;6;5;0;0;0;000;000;0;000;0;0
yvan-neyou;Yvan Neyou;11;2;1;16;12;1;1;0;000;009;0;000;0;0
yaser-asprilla;Yaser Asprilla;14;6;0;17;17;2;1;1;014;000;0;000;0;0
alex-b;Alex Baena;32;13;7;14;19;6;6;0;009;009;0;000;0;0
alejandro-gil;Alex Gil;0;0;0;0;0;0;0;0;000;000;0;000;0;0
alex-munoz;Alex Munoz;7;5;0;1;5;3;3;0;014;014;0;014;0;0
a-remiro;Alex Remiro;0;0;0;0;0;0;0;0;000;000;0;000;0;0
a-sola;Alex Sola;9;2;1;21;35;0;0;0;000;000;0;000;0;0
alex-suarez;Alex Suarez;1;1;0;0;1;0;0;0;000;000;0;000;0;1
alex-valle;Alex Valle;0;0;0;0;0;0;0;0;000;000;0;000;0;0
alvaro-aceves;Alvaro Aceves;0;0;0;0;0;0;0;0;000;000;0;000;0;0
aguado-1;Alvaro Aguado;4;0;0;4;2;0;0;0;000;000;0;000;0;0
alvaro-cortes-1;Alvaro Cortes;0;0;0;0;0;0;0;0;000;000;0;000;0;0
alvaro-djalo;Alvaro Djalo;9;3;0;10;13;1;1;0;000;000;0;011;0;0
alvaro-fernandez;Alvaro Fernandez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
alvaro-1;Alvaro Garcia;25;9;2;5;10;3;3;0;004;008;0;000;0;0
alvaro-killane;Alvaro Killane;0;0;0;0;0;0;0;0;000;000;0;000;0;0
odriozola;Alvaro Odriozola;0;0;0;0;0;0;0;0;000;000;0;000;0;0
