ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
aitor-fraga;Aitor Fraga;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
paredes-2;Aitor Paredes;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
aitor-r;Aitor Ruibal;3;1;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
albert-mboyo-sambi-lokonga;Albert Sambi Lokonga;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alberto-collado;Alberto Collado;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alberto-flores;Alberto Flores;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alberto-mari;Alberto Marí;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
a-moleiro;Alberto Moleiro;8;7;0;9;9;1;1;0;0.13;0.00;0;0.00;0;0
alberto-risco;Alberto Risco;0;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
alex-balde;Alejandro Balde;1;1;0;4;5;0;0;0;0.00;0.00;0;0.00;0;0
catena;Alejandro Catena;3;1;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
a-frances;Alejandro Francés;0;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
alejandro-iturbe;Alejandro Iturbe;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alejo-veliz;Alejo Véliz;9;4;0;1;3;1;1;0;0.00;0.11;0;0.00;0;0
sedlar;Aleksandar Sedlar;1;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
berenguer;Alex Berenguer;0;0;0;2;4;0;0;0;0.00;0.00;0;0.00;0;0
alex-kral;Alex Král;2;0;0;5;2;0;0;0;0.00;0.00;0;0.00;0;0
alexander-sorloth;Alexander Sørloth;7;4;1;1;1;1;1;0;0.00;0.00;0;0.14;0;0
alfonso-1;Alfon González;5;3;0;4;4;0;0;0;0.00;0.00;0;0.00;0;0
a-espino;Alfonso Espino;2;1;0;3;2;0;0;0;0.00;0.00;0;0.00;0;0
ali-fadal;Ali Fadal;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alvaro-abajas;Alvin Abajas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
amath;Amath Ndiaye;3;0;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
ander-astralaga;Ander Astralaga;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
barrenetxea;Ander Barrenetxea;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
guevara;Ander Guevara;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
ander;Ander Herrera;1;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
gorosabel;Andoni Gorosabel;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
andreas-christensen;Andreas Christensen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
andrei;Andrei Ratiu;3;1;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
lunin;Andrii Lunin;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
andre-almeida-1;Domingos André Ribeiro Almeida;1;1;0;2;2;0;0;0;0.00;0.00;0;0.00;0;0
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
budimir;Ante Budimir;3;2;1;4;3;0;0;0;0.00;0.00;0;0.00;0;0
griezmann;Antoine Griezmann;3;2;2;1;1;1;0;1;0.33;0.00;0;0.00;1;0
antonio-blanco;Antonio Blanco;3;1;1;3;1;0;0;0;0.00;0.00;0;0.00;0;0
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
a-raillo;Antonio Raíllo;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
antonio-rudiger;Antonio Rüdiger;3;1;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
sivera;Antonio Sivera;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sanchez;Antonio Sánchez;3;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
antoniu-roca;Antoniu Roca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
egoitz-arana;Egoitz Arana Aizpurua;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arda-guler;Arda Güler;3;3;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
aridane-1;Aridane Hernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arambarri-1;Aritz Arambarri;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
aritz;Aritz Elustondo;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arnau-1;Arnau Martínez;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
arnaut-danjuma;Arnaut Danjuma;4;3;0;0;4;2;2;0;0.25;0.25;0;0.00;0;0
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
villalibre;Asier Villalibre;3;2;0;0;0;1;1;0;0.33;0.00;1;0.00;0;0
assane-diao;Assane Diao;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
augusto-batalla;Augusto Batalla;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
aurelien-tchouameni;Aurélien Tchouaméni;3;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
axel-witsel;Axel Witsel;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ayoze-perez;Ayoze Pérez;6;2;0;3;2;2;1;1;0.17;0.17;0;0.00;0;0
b-ramirez;Benito Ramírez;1;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
bertug-yildirim;Bertug Yildirim;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
benat-prados;Beñat Prados;2;2;0;1;1;1;1;0;0.00;0.00;0;0.50;0;0
benat-turrientes;Beñat Turrientes;2;1;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
bojan-miovski;Bojan Miovski;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
b-iglesias;Borja Iglesias;3;3;0;3;0;2;2;0;0.33;0.33;0;0.00;0;0
brahim;Brahim Díaz;1;1;1;5;1;1;1;0;1.00;0.00;0;0.00;0;0
brais-mendez;Brais Méndez;6;3;0;3;5;1;1;0;0.00;0.17;0;0.00;0;0
b-olivan;Brian Oliván;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
bryan;Bryan Gil;9;3;0;11;7;1;1;0;0.11;0.00;0;0.00;0;0
bryan-zaragoza;Bryan Zaragoza;3;1;1;6;9;0;0;0;0.00;0.00;0;0.00;0;0
carl-starfelt;Carl Starfelt;2;1;0;0;0;1;1;0;0.00;0.00;0;0.50;0;0
alena;Carles Aleñá;2;1;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
c-perez;Carles Pérez;4;0;0;4;6;0;0;0;0.00;0.00;0;0.00;0;0
carlos-benavidez;Carlos Benavídez;1;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
c-dominguez;Carlos Domínguez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
carlos-guirao;Carlos Guirao;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
carlos-martin;Carlos Martín;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
carlos-romero;Carlos Romero;1;1;0;3;4;1;1;0;1.00;0.00;0;0.00;0;0
carlos-vicente;Carlos Vicente;4;2;0;4;7;1;1;0;0.25;0.00;0;0.00;0;0
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cenk-ozkacar;Cenk Özkacar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
chidera-ejuke;Chidera Ejuke;3;1;0;12;5;0;0;0;0.00;0.00;0;0.00;0;0
chimy-avila;Chimy Ávila;2;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
christantus-uche;Christantus Uche;2;1;0;4;4;1;1;0;0.00;0.00;0;0.50;0;0
ivan-cantalejo;Iván Cantalejo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
lenglet;Clément Lenglet;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
coba-da-costa;Coba da Costa;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
conor-gallagher;Conor Gallagher;1;0;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
copete;José Manuel Arias Copete;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cristhian-mosquera;Cristhian Mosquera;0;0;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
stuani;Cristhian Stuani;1;1;0;0;0;1;1;0;0.00;1.00;0;0.00;0;0
cyle-larin;Cyle Larin;0;0;0;1;4;0;0;0;0.00;0.00;0;0.00;0;0
cesar-azpilicueta;César Azpilicueta;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cesar-tarrega;César Tárrega;1;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
daley-blind;Daley Blind;1;1;0;5;1;0;0;0;0.00;0.00;0;0.00;0;0
daley-sinkgraven;Daley Sinkgraven;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
damian-rodriguez;Damián Rodríguez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
carvajal;Dani Carvajal;0;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
d-ceballos;Dani Ceballos;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
cardenas;Dani Cárdenas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dani-gomez-1;Dani Gómez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dani-olmo;Dani Olmo;7;3;0;6;1;2;2;0;0.14;0.14;0;0.00;0;0
parejo;Dani Parejo;2;2;0;2;0;1;1;0;0.50;0.00;0;0.00;0;0
dani-raba;Dani Raba;3;2;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
dani-rodriguez;Dani Rodríguez;4;1;1;2;2;1;1;0;0.00;0.00;0;0.25;0;0
vivian;Dani Vivian;0;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
daniel-luna;Daniel Luna;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
daniel-requena;Daniel Requena;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
darko;Darko Brasanac;3;1;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
d-machis;Darwin Machís;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-lopez;David López;1;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-soria;David Soria;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
david-torres-1;David Torres;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-conde;Diego Conde;0;0;1;0;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-garcia-2;Diego García;4;2;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
llorente-r;Diego Llorente;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
diego-lopez-noguerol;Diego López;1;1;1;3;4;1;1;0;0.00;0.00;0;1.00;0;0
rico;Diego Rico;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
foulquier;Dimitri Foulquier;0;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dinko-horkas;Dinko Horkas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
djene;Djené Dakonam;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
djibril-sow;Djibril Sow;3;2;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
dodi-lukebakio;Dodi Lukébakio;8;6;0;6;7;1;1;0;0.00;0.13;0;0.00;0;0
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
dominik-greif;Dominik Greif;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
donny-van-de-beek;Donny van de Beek;0;0;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
endrick;Endrick Felipe Moreira de Sousa;4;2;0;0;0;1;1;0;0.00;0.25;0;0.00;0;0
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
franquesa;Enric Franquesa;1;1;0;3;3;1;1;0;1.00;0.00;0;0.00;0;0
enzo-barrenechea;Enzo Barrenechea;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
boyomo;Enzo Boyomo;2;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
loiodice;Enzo Loiodice;0;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
eray-ervin-cumart;Eray Cömert;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
eric-bailly;Eric Bailly;1;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
eric-garcia;Eric García;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
etta-eyong;Etta Eyong;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
fabio;Fabio González;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
valverde-1;Federico Valverde;6;3;1;4;2;1;0;1;0.00;0.17;0;0.00;1;0
f-mendy;Ferland Mendy;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
fermin-lopez;Fermín López;1;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
calero;Fernando Calero;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ferran;Ferran Torres;4;3;1;5;0;1;1;0;0.00;0.25;0;0.00;0;0
lejeune;Florian Lejeune;6;3;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
fran-beltran;Fran Beltrán;2;1;0;1;0;1;0;1;0.00;0.50;0;0.00;0;0
fran-garcia-1;Fran García;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
f-vieites;Francisco Barbosa Vieites;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
gabriel-misehouy;Gabriel Misehouy;1;1;0;0;0;1;1;0;0.00;1.00;0;0.00;0;0
gumbau;Gerard Gumbau;2;1;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
gerard-2;Gerard Martín;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
gerard;Gerard Moreno;4;3;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
giuliano-simeone;Giuliano Simeone;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
gonzalo-montiel;Gonzalo Montiel;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
guruzeta;Gorka Guruzeta;2;1;1;0;3;0;0;0;0.00;0.00;0;0.00;0;0
gorka-rivera;Gorka Rivera;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hamari-traore;Hamari Traoré;0;0;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hugo-duro;Hugo Duro;9;4;0;1;2;2;2;0;0.11;0.00;0;0.11;0;0
hugo-g;Hugo Guillamón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hugo-novoa;Hugo Novoa;1;0;0;3;3;0;0;0;0.00;0.00;0;0.00;0;0
hugo-sotelo;Hugo Sotelo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hugo-alvarez-1;Hugo Álvarez;1;1;1;3;6;0;0;0;0.00;0.00;0;0.00;0;0
hector-bellerin;Héctor Bellerín;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
hector-fort;Héctor Fort;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
iago-aspas;Iago Aspas;7;4;1;3;1;2;1;1;0.29;0.00;0;0.00;0;0
zubeldia;Igor Zubeldia;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
iker-almena;Iker Almena;1;0;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
iker-benito;Iker Benito;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
iker-cordoba;Iker Córdoba;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
losada;Iker Losada;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
iker-munoz;Iker Muñoz;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
iker-alvarez;Iker Álvarez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ilaix;Ilaix Moriba;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
ilias-akhomach;Ilias Akhomach;1;1;0;4;7;0;0;0;0.00;0.00;0;0.00;0;0
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
irvin-cardona;Irvin Cardona;2;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
isaac-romero;Isaac Romero;8;3;1;4;1;0;0;0;0.00;0.00;0;0.00;0;0
isi-2;Isi Palazón;2;0;0;4;4;0;0;0;0.00;0.00;0;0.00;0;0
balliu;Iván Balliu;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
cuellar;Iván Cuéllar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ivan-gil;Iván Gil;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ivan-martin;Iván Martín;1;1;0;4;3;1;1;0;0.00;1.00;0;0.00;0;0
i-sanchez;Iván Sánchez Aguayo;0;0;0;5;1;0;0;0;0.00;0.00;0;0.00;0;0
ivan-villar;Iván Villar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
inaki-pena;Ignacio Peña Sotorres;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
williams;Iñaki Williams;3;1;0;7;7;0;0;0;0.00;0.00;0;0.00;0;0
i-martinez;Íñigo Martínez;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jacobo-ramon;Jacobo Ramón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jailson;Jailson Marques Siqueira;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;1
mata;Jaime Mata;2;1;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
oblak;Jan Oblak;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jan-salas;Jan Salas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cillessen;Jasper Cillessen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-galan;Javi Galán;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javier-guerra;Javi Guerra;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
javi-hdez;Javi Hernández;4;1;1;2;1;0;0;0;0.00;0.00;0;0.00;0;0
javi-lopez-4;Javi López;2;0;0;2;5;0;0;0;0.00;0.00;0;0.00;0;0
javi-martinez-2;Javi Martínez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-munoz;Javi Muñoz;3;1;1;3;0;0;0;0;0.00;0.00;0;0.00;0;0
puado;Javi Puado;7;0;0;1;4;0;0;0;0.00;0.00;0;0.00;0;0
javi-sanchez-1;Javi Sánchez de Felipe;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
manquillo;Javier Manquillo;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
javier-marton;Javier Martón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javier-rodriguez-1;Javier Rodríguez;1;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
areso;Jesús Areso;0;0;0;1;6;0;0;0;0.00;0.00;0;0.00;0;0
j-navas;Jesús Navas;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
jesus-owono;Jesús Owono;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
vallejo;Jesús Vallejo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-vazquez-1;Jesús Vázquez;2;1;0;6;6;0;0;0;0.00;0.00;0;0.00;0;0
jhon-solis;Jhon Solís;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
jiri-letacek;Jirí Letácek;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-garcia;Joan García;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
joaquin-panichelli;Joaquín Panichelli;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
casals;Joel Roca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-carreras;Jofre Carreras;2;1;1;2;2;0;0;0;0.00;0.00;0;0.00;0;0
j-mojica;Johan Mojica;2;0;0;6;6;0;0;0;0.00;0.00;0;0.00;0;0
j-patrick;John Patrick;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
joao-cardoso;Johnny Cardoso;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jon-aramburu;Jon Aramburu;0;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
guridi;Jon Guridi;2;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jon-martin;Jon Martín;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
moncayola;Jon Moncayola;3;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
jon-ander-olasagasti;Jon Olasagasti;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pacheco-3;Jon Pacheco;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jonathan-bamba;Jonathan Bamba;1;1;0;4;2;0;0;0;0.00;0.00;0;0.00;0;0
herrando;Jorge Herrando;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jorge-saenz;Jorge Sáenz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
de-frutos-1;Jorge de Frutos;1;1;1;3;6;1;1;0;0.00;1.00;0;0.00;0;0
aidoo-jr;Joseph Aidoo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jose-arnaiz;José Arnáiz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-g-campana;José Ángel Gómez Campaña;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
j-m-gimenez;José Giménez;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
gragera;José Gragera;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
jose-angel-carmona;José Ángel Carmona;4;2;0;1;3;0;0;0;0.00;0.00;0;0.00;0;0
joao-urbaez;João Urbáez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-bernat;Juan Bernat;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-berrocal;Juan Berrocal;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-carlos-1;Juan Carlos Martín Corral;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-cruz;Juan Cruz;4;3;0;4;2;2;1;1;0.50;0.00;0;0.00;0;0
juan-cruz-1;Juan Cruz Álvaro Armada;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-herzog;Juan Herzog;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
iglesias;Juan Iglesias;2;0;0;4;2;0;0;0;0.00;0.00;0;0.00;0;0
juan-musso;Juan Musso;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-soriano;Juan Soriano;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
juanlu-1;Juanlu Sánchez;2;1;0;0;3;1;1;0;0.00;0.50;0;0.00;0;0
juanmi;Juan Miguel Jiménez López;3;0;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
