ID;Jugador;MJ;PJ;%PJ;PC;%PC;PT;%PT;PS;%PS;TA;TR;SA;G;PR;GPP;GE
andre-almeida-1;Domingos André Ribeiro Almeida;269;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;0;0;0;6
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
andres-cuenca;Andrés Cuenca;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
budimir;Ante Budimir;304;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;0;0;0;5
griezmann;Antoine Griezmann;287;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;1;0;0;2
antonio-blanco;Antonio Blanco;271;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;0;0;0;2
antonio-espigares;Antonio Espigares;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
antonio-gomis;Antonio Gomis;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
a-raillo;Antonio Raíllo;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;2
antonio-rudiger;Antonio Rüdiger;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;2
sivera;Antonio Sivera;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;3
sanchez;Antonio Sánchez;156;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
antoniu-roca;Antoniu Roca;27;2;50.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
egoitz-arana;Egoitz Arana Aizpurua;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arda-guler;Arda Güler;97;3;75.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;0
aridane-1;Aridane Hernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arambarri-1;Aritz Arambarri;178;2;50.00;1;50.00;2;50.00;1;25.00;0;0;0;0;0;0;2
aritz;Aritz Elustondo;180;2;50.00;2;100.00;2;50.00;0;0.00;0;0;0;0;0;0;2
arnau-1;Arnau Martínez;181;3;75.00;2;66.67;2;50.00;0;0.00;0;0;0;0;0;0;4
arnau-rafus;Arnau Rafús;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arnau-sola;Arnau Solà;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arnaut-danjuma;Arnaut Danjuma;203;3;75.00;0;0.00;3;75.00;3;75.00;1;0;0;2;0;0;5
arthur-vermeeren;Arthur Vermeeren;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
villalibre;Asier Villalibre;73;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;1;0;0;2
assane-diao;Assane Diao;18;1;33.33;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
augusto-batalla;Augusto Batalla;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
aurelien-tchouameni;Aurélien Tchouaméni;333;4;100.00;3;75.00;4;100.00;1;25.00;0;0;0;0;0;0;2
axel-witsel;Axel Witsel;135;2;50.00;1;50.00;2;50.00;1;25.00;0;0;0;0;0;0;2
ayoze-perez;Ayoze Pérez;158;4;100.00;0;0.00;1;25.00;1;25.00;1;0;0;2;0;0;2
b-ramirez;Benito Ramírez;41;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
bertug-yildirim;Bertug Yildirim;78;1;33.33;0;0.00;1;33.33;1;33.33;0;0;0;0;0;0;0
benat-prados;Beñat Prados;270;4;100.00;0;0.00;4;100.00;4;100.00;2;0;0;1;0;0;2
benat-turrientes;Beñat Turrientes;233;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;0;0;0;1
bojan-miovski;Bojan Miovski;95;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
b-iglesias;Borja Iglesias;174;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;2;0;0;6
brahim;Brahim Díaz;93;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;1;0;0;1
brais-mendez;Brais Méndez;265;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;1;0;0;4
b-olivan;Brian Oliván;93;3;75.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;2
bryan;Bryan Gil;341;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;1;0;0;4
bryan-zaragoza;Bryan Zaragoza;251;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;0;0;0;4
carl-starfelt;Carl Starfelt;195;4;100.00;1;25.00;2;50.00;1;25.00;0;0;0;1;0;0;6
alena;Carles Aleñá;147;3;100.00;0;0.00;1;33.33;1;33.33;0;0;0;0;0;0;0
c-perez;Carles Pérez;193;3;100.00;0;0.00;3;100.00;3;100.00;0;0;0;0;0;0;1
carlos-benavidez;Carlos Benavídez;68;3;75.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;2
c-dominguez;Carlos Domínguez;225;3;75.00;2;66.67;3;75.00;1;25.00;0;0;0;0;0;1;4
carlos-guirao;Carlos Guirao;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
carlos-martin;Carlos Martín;55;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
carlos-romero;Carlos Romero;331;4;100.00;2;50.00;4;100.00;2;50.00;0;0;0;1;0;0;3
carlos-vicente;Carlos Vicente;349;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;1;0;0;3
catala;José Luis Català Vázquez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cenk-ozkacar;Cenk Özkacar;2;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
chidera-ejuke;Chidera Ejuke;198;3;75.00;1;33.33;2;50.00;1;25.00;0;0;0;0;0;0;3
chimy-avila;Chimy Ávila;47;2;66.67;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;1
christantus-uche;Christantus Uche;269;3;100.00;2;66.67;3;100.00;1;33.33;2;0;0;1;0;0;1
ivan-cantalejo;Iván Cantalejo;42;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;4
lenglet;Clément Lenglet;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
coba-da-costa;Coba da Costa;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
conor-gallagher;Conor Gallagher;102;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
copete;José Manuel Arias Copete;7;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cristhian-mosquera;Cristhian Mosquera;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;7
stuani;Cristhian Stuani;35;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;1;0;0;0
cyle-larin;Cyle Larin;111;3;75.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;0
cesar-azpilicueta;César Azpilicueta;270;3;75.00;3;100.00;3;75.00;0;0.00;0;0;0;0;0;0;2
cesar-gonzalez;César Fernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cesar-tarrega;César Tárrega;180;2;50.00;2;100.00;2;50.00;0;0.00;0;0;0;0;0;0;2
c-de-la-hoz;César de la Hoz;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
daley-blind;Daley Blind;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;4
daley-sinkgraven;Daley Sinkgraven;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
damian-rodriguez;Damián Rodríguez;315;4;100.00;3;75.00;3;75.00;0;0.00;2;0;0;0;0;0;7
carvajal;Dani Carvajal;281;4;100.00;2;50.00;3;75.00;1;25.00;2;0;0;0;0;0;1
d-ceballos;Dani Ceballos;70;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
cardenas;Dani Cárdenas;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;5
dani-gomez-1;Dani Gómez;38;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
dani-olmo;Dani Olmo;128;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;2;0;0;0
parejo;Dani Parejo;241;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;1;0;0;6
dani-raba;Dani Raba;134;3;75.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;2
dani-rodriguez;Dani Rodríguez;255;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;1;0;0;2
vivian;Dani Vivian;279;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;0;0;0;3
daniel-luna;Daniel Luna;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
daniel-requena;Daniel Requena;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
darko;Darko Brasanac;264;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;0;0;0;2
d-machis;Darwin Machís;58;1;25.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
david-lopez;David López;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;4
david-otorbi;David Otorbi;13;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
david-soria;David Soria;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;1
david-torres-1;David Torres;8;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
diego-conde;Diego Conde;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;7
diego-ferrer;Diego Ferrer;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
diego-garcia-2;Diego García;100;3;75.00;1;33.33;1;25.00;0;0.00;0;0;0;0;0;0;2
llorente-r;Diego Llorente;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;3
diego-lopez-noguerol;Diego López;315;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;1;0;0;7
rico;Diego Rico;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;1
foulquier;Dimitri Foulquier;148;4;100.00;1;25.00;1;25.00;0;0.00;1;0;0;0;0;0;1
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
dinko-horkas;Dinko Horkas;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
djene;Djené Dakonam;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;1
djibril-sow;Djibril Sow;207;4;100.00;2;50.00;2;50.00;0;0.00;1;0;0;0;0;0;3
dodi-lukebakio;Dodi Lukébakio;280;4;100.00;0;0.00;4;100.00;4;100.00;0;0;0;1;0;0;4
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
dominik-greif;Dominik Greif;270;3;75.00;3;100.00;3;75.00;0;0.00;0;0;0;0;0;0;2
donny-van-de-beek;Donny van de Beek;9;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
endrick;Endrick Felipe Moreira de Sousa;9;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;1;0;0;0
eneko-ortiz;Eneko Ortiz;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
franquesa;Enric Franquesa;188;4;100.00;1;25.00;2;50.00;1;25.00;1;0;0;1;0;0;2
enzo-barrenechea;Enzo Barrenechea;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
boyomo;Enzo Boyomo;270;3;75.00;3;100.00;3;75.00;0;0.00;0;0;0;0;0;0;3
loiodice;Enzo Loiodice;128;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;5
eray-ervin-cumart;Eray Cömert;262;3;75.00;2;66.67;3;75.00;1;25.00;0;0;0;0;0;0;10
eric-bailly;Eric Bailly;233;3;75.00;1;33.33;3;75.00;2;50.00;1;0;0;0;0;0;5
eric-garcia;Eric García;55;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
etta-eyong;Etta Eyong;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
fabio;Fabio González;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
valverde-1;Federico Valverde;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;1;0;0;2
f-mendy;Ferland Mendy;199;3;75.00;1;33.33;3;75.00;2;50.00;1;1;0;0;0;0;2
fermin-lopez;Fermín López;57;3;75.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
calero;Fernando Calero;179;2;50.00;1;50.00;2;50.00;1;25.00;0;0;0;0;0;0;1
pacheco-2;Fernando Pacheco;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ferran;Ferran Torres;189;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;1;0;0;3
lejeune;Florian Lejeune;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;5
fran-beltran;Fran Beltrán;232;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;1;0;0;7
fran-garcia-1;Fran García;160;3;75.00;1;33.33;1;25.00;0;0.00;0;0;0;0;0;0;0
francisco-gonzalez;Francisco Javier González Pérez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
f-vieites;Francisco Barbosa Vieites;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
gabriel-misehouy;Gabriel Misehouy;20;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;1;0;0;0
gumbau;Gerard Gumbau;71;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
gerard-2;Gerard Martín;92;3;75.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
gerard;Gerard Moreno;116;2;50.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;4
giorgi-mamardashvili;Giorgi Mamardashvili;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;7
giuliano-simeone;Giuliano Simeone;7;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
gonzalo-montiel;Gonzalo Montiel;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
guruzeta;Gorka Guruzeta;236;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;0;0;0;1
gorka-rivera;Gorka Rivera;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
hamari-traore;Hamari Traoré;314;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;0;0;0;3
horatiu-moldovan;Horatiu Moldovan;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
hugo-duro;Hugo Duro;346;4;100.00;2;50.00;4;100.00;2;50.00;1;0;0;2;0;0;7
hugo-g;Hugo Guillamón;163;3;75.00;1;33.33;2;50.00;1;25.00;1;0;0;0;0;0;2
hugo-novoa;Hugo Novoa;130;3;75.00;1;33.33;1;25.00;0;0.00;0;0;0;0;0;0;3
hugo-sotelo;Hugo Sotelo;14;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
hugo-alvarez-1;Hugo Álvarez;302;4;100.00;3;75.00;3;75.00;0;0.00;1;0;0;0;0;0;8
hector-bellerin;Héctor Bellerín;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
hector-fort;Héctor Fort;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
iago-aspas;Iago Aspas;287;4;100.00;2;50.00;3;75.00;1;25.00;1;0;0;2;0;0;6
zubeldia;Igor Zubeldia;126;2;50.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;2
iker-almena;Iker Almena;46;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
iker-benito;Iker Benito;35;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
iker-cordoba;Iker Córdoba;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
losada;Iker Losada;7;1;33.33;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
iker-munoz;Iker Muñoz;49;2;50.00;-1;-50.00;1;25.00;2;50.00;0;0;0;0;0;0;1
iker-alvarez;Iker Álvarez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ilaix;Ilaix Moriba;159;3;75.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;4
ilias-akhomach;Ilias Akhomach;137;3;75.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
ilias-kostis;Ilias Kostis;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
irvin-cardona;Irvin Cardona;146;3;75.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;0
isaac-romero;Isaac Romero;278;4;100.00;1;25.00;3;75.00;2;50.00;2;0;0;0;0;0;5
isi-2;Isi Palazón;234;4;100.00;2;50.00;2;50.00;0;0.00;1;0;0;0;0;0;4
balliu;Iván Balliu;218;4;100.00;2;50.00;2;50.00;0;0.00;0;0;0;0;0;0;4
cuellar;Iván Cuéllar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ivan-gil;Iván Gil;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ivan-martin;Iván Martín;296;4;100.00;2;50.00;4;100.00;2;50.00;0;0;0;1;0;0;3
i-sanchez;Iván Sánchez Aguayo;200;4;100.00;1;25.00;2;50.00;1;25.00;1;0;0;0;0;0;6
ivan-villar;Iván Villar;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;9
inaki-pena;Ignacio Peña Sotorres;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
williams;Iñaki Williams;329;4;100.00;2;50.00;4;100.00;2;50.00;0;0;0;0;0;0;3
i-martinez;Íñigo Martínez;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;3
jackson-porozo;Jackson Porozo;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jacobo-ramon;Jacobo Ramón;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jailson;Jailson Marques Siqueira;315;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;0;0;1;8
mata;Jaime Mata;150;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;4
oblak;Jan Oblak;270;3;75.00;3;100.00;3;75.00;0;0.00;0;0;0;0;0;0;2
jan-salas;Jan Salas;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cillessen;Jasper Cillessen;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;7
javi-galan;Javi Galán;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
javier-guerra;Javi Guerra;163;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;5
javi-hdez;Javi Hernández;337;4;100.00;3;75.00;4;100.00;1;25.00;0;0;0;0;0;0;3
javi-lopez-4;Javi López;301;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;0;0;0;4
javi-martinez-2;Javi Martínez;5;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
javi-munoz;Javi Muñoz;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;7
puado;Javi Puado;341;4;100.00;3;75.00;4;100.00;1;25.00;0;0;0;0;0;0;3
javi-sanchez-1;Javi Sánchez de Felipe;242;3;75.00;2;66.67;3;75.00;1;25.00;1;0;0;0;0;0;7
manquillo;Javier Manquillo;115;2;50.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;4
javier-marton;Javier Martón;19;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
javier-rodriguez-1;Javier Rodríguez;210;3;75.00;1;33.33;2;50.00;1;25.00;0;0;0;0;0;0;4
areso;Jesús Areso;260;3;75.00;2;66.67;3;75.00;1;25.00;1;0;0;0;0;0;3
j-navas;Jesús Navas;65;4;100.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
jesus-owono;Jesús Owono;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
vallejo;Jesús Vallejo;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-vazquez-1;Jesús Vázquez;325;4;100.00;1;25.00;4;100.00;3;75.00;1;0;0;0;0;0;7
jhon-solis;Jhon Solís;100;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
jiri-letacek;Jirí Letácek;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-garcia;Joan García;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;3
joaquin-panichelli;Joaquín Panichelli;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
casals;Joel Roca;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-carreras;Jofre Carreras;171;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;2
j-mojica;Johan Mojica;288;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;0;0;0;2
j-patrick;John Patrick;5;1;33.33;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
